season,playerId,player,position,team,conference,category,statType,stat
2024,4899046,Brendan Sorsby,QB,Cincinnati,Big 12,passing,YDS,2813
2024,4899046,Brendan Sorsby,QB,Cincinnati,Big 12,passing,YPA,7.2
2024,4899366,Semaj Morgan,WR,Michigan,Big Ten,passing,ATT,1
2024,4899366,Semaj Morgan,WR,Michigan,Big Ten,passing,COMPLETIONS,0
2024,4899366,Semaj Morgan,WR,Michigan,Big Ten,passing,INT,0
2024,4899366,Semaj Morgan,WR,Michigan,Big Ten,passing,PCT,0.000
2024,4899366,Semaj Morgan,WR,Michigan,Big Ten,passing,TD,0
2024,4899366,Semaj Morgan,WR,Michigan,Big Ten,passing,YDS,0
2024,4899366,Semaj Morgan,WR,Michigan,Big Ten,passing,YPA,0.0
2024,4899369,Christopher Vizzina,QB,Clemson,ACC,passing,ATT,34
2024,4899369,Christopher Vizzina,QB,Clemson,ACC,passing,COMPLETIONS,19
2024,4899369,Christopher Vizzina,QB,Clemson,ACC,passing,INT,0
2024,4899369,Christopher Vizzina,QB,Clemson,ACC,passing,PCT,0.559
2024,4899369,Christopher Vizzina,QB,Clemson,ACC,passing,TD,0
2024,4899369,Christopher Vizzina,QB,Clemson,ACC,passing,YDS,190
2024,4899369,Christopher Vizzina,QB,Clemson,ACC,passing,YPA,5.6
2024,4899468,Kaden Anderson,QB,Wyoming,Mountain West,passing,ATT,120
2024,4899468,Kaden Anderson,QB,Wyoming,Mountain West,passing,COMPLETIONS,70
2024,4899468,Kaden Anderson,QB,Wyoming,Mountain West,passing,INT,3
2024,4899468,Kaden Anderson,QB,Wyoming,Mountain West,passing,PCT,0.583
2024,4899468,Kaden Anderson,QB,Wyoming,Mountain West,passing,TD,6
2024,4899468,Kaden Anderson,QB,Wyoming,Mountain West,passing,YDS,955
2024,4899468,Kaden Anderson,QB,Wyoming,Mountain West,passing,YPA,8.0
2024,4899470,Ja'Koby Banks,WR,Memphis,American Athletic,passing,ATT,1
2024,4899470,Ja'Koby Banks,WR,Memphis,American Athletic,passing,COMPLETIONS,0
2024,4899470,Ja'Koby Banks,WR,Memphis,American Athletic,passing,INT,0
2024,4899470,Ja'Koby Banks,WR,Memphis,American Athletic,passing,PCT,0.000
2024,4899470,Ja'Koby Banks,WR,Memphis,American Athletic,passing,TD,0
2024,4899470,Ja'Koby Banks,WR,Memphis,American Athletic,passing,YDS,0
2024,4899470,Ja'Koby Banks,WR,Memphis,American Athletic,passing,YPA,0.0
2024,4900934,Stephen Kittleman,QB,Tulsa,American Athletic,passing,ATT,3
2024,4900934,Stephen Kittleman,QB,Tulsa,American Athletic,passing,COMPLETIONS,3
2024,4900934,Stephen Kittleman,QB,Tulsa,American Athletic,passing,INT,0
2024,4900934,Stephen Kittleman,QB,Tulsa,American Athletic,passing,PCT,1.000
2024,4900934,Stephen Kittleman,QB,Tulsa,American Athletic,passing,TD,0
2024,4900934,Stephen Kittleman,QB,Tulsa,American Athletic,passing,YDS,51
2024,4900934,Stephen Kittleman,QB,Tulsa,American Athletic,passing,YPA,17.0
2024,4905594,Jawaun Northington,RB,Murray State,MVFC,passing,ATT,1
2024,4905594,Jawaun Northington,RB,Murray State,MVFC,passing,COMPLETIONS,1
2024,4905594,Jawaun Northington,RB,Murray State,MVFC,passing,INT,0
2024,4905594,Jawaun Northington,RB,Murray State,MVFC,passing,PCT,1.000
2024,4905594,Jawaun Northington,RB,Murray State,MVFC,passing,TD,1
2024,4905594,Jawaun Northington,RB,Murray State,MVFC,passing,YDS,1
2024,4905594,Jawaun Northington,RB,Murray State,MVFC,passing,YPA,1.0
2024,4907573,Dalen Cobb,WR,Georgia Southern,Sun Belt,passing,ATT,3
2024,4907573,Dalen Cobb,WR,Georgia Southern,Sun Belt,passing,COMPLETIONS,0
2024,4907573,Dalen Cobb,WR,Georgia Southern,Sun Belt,passing,INT,0
2024,4907573,Dalen Cobb,WR,Georgia Southern,Sun Belt,passing,PCT,0.000
2024,4907573,Dalen Cobb,WR,Georgia Southern,Sun Belt,passing,TD,0
2024,4907573,Dalen Cobb,WR,Georgia Southern,Sun Belt,passing,YDS,0
2024,4907573,Dalen Cobb,WR,Georgia Southern,Sun Belt,passing,YPA,0.0
2024,4911929,Alonza Barnett,QB,James Madison,Sun Belt,passing,ATT,354
2024,4911929,Alonza Barnett,QB,James Madison,Sun Belt,passing,COMPLETIONS,212
2024,4911929,Alonza Barnett,QB,James Madison,Sun Belt,passing,INT,4
2024,4911929,Alonza Barnett,QB,James Madison,Sun Belt,passing,PCT,0.599
2024,4911929,Alonza Barnett,QB,James Madison,Sun Belt,passing,TD,26
2024,4911929,Alonza Barnett,QB,James Madison,Sun Belt,passing,YDS,2596
2024,4911929,Alonza Barnett,QB,James Madison,Sun Belt,passing,YPA,7.3
2024,4911961,Jack Lausch,QB,Northwestern,Big Ten,passing,ATT,296
2024,4911961,Jack Lausch,QB,Northwestern,Big Ten,passing,COMPLETIONS,159
2024,4911961,Jack Lausch,QB,Northwestern,Big Ten,passing,INT,8
2024,4911961,Jack Lausch,QB,Northwestern,Big Ten,passing,PCT,0.537
2024,4911961,Jack Lausch,QB,Northwestern,Big Ten,passing,TD,7
2024,4911961,Jack Lausch,QB,Northwestern,Big Ten,passing,YDS,1714
2024,4911961,Jack Lausch,QB,Northwestern,Big Ten,passing,YPA,5.8
2024,4912119,Tucker Kilcrease,QB,Troy,Sun Belt,passing,ATT,49
2024,4912119,Tucker Kilcrease,QB,Troy,Sun Belt,passing,COMPLETIONS,27
2024,4912119,Tucker Kilcrease,QB,Troy,Sun Belt,passing,INT,1
2024,4912119,Tucker Kilcrease,QB,Troy,Sun Belt,passing,PCT,0.551
2024,4912119,Tucker Kilcrease,QB,Troy,Sun Belt,passing,TD,3
2024,4912119,Tucker Kilcrease,QB,Troy,Sun Belt,passing,YDS,373
2024,4912119,Tucker Kilcrease,QB,Troy,Sun Belt,passing,YPA,7.6
2024,4912286,Iverson Hooks,WR,UAB,American Athletic,passing,ATT,1
2024,4912286,Iverson Hooks,WR,UAB,American Athletic,passing,COMPLETIONS,1
2024,4912286,Iverson Hooks,WR,UAB,American Athletic,passing,INT,0
2024,4912286,Iverson Hooks,WR,UAB,American Athletic,passing,PCT,1.000
2024,4912286,Iverson Hooks,WR,UAB,American Athletic,passing,TD,0
2024,4912286,Iverson Hooks,WR,UAB,American Athletic,passing,YDS,71
2024,4912286,Iverson Hooks,WR,UAB,American Athletic,passing,YPA,71.0
2024,4912334,David Chapeau,PK,Central Michigan,Mid-American,passing,ATT,1
2024,4912334,David Chapeau,PK,Central Michigan,Mid-American,passing,COMPLETIONS,1
2024,4912334,David Chapeau,PK,Central Michigan,Mid-American,passing,INT,0
2024,4912334,David Chapeau,PK,Central Michigan,Mid-American,passing,PCT,1.000
2024,4912334,David Chapeau,PK,Central Michigan,Mid-American,passing,TD,0
2024,4912334,David Chapeau,PK,Central Michigan,Mid-American,passing,YDS,23
2024,4912334,David Chapeau,PK,Central Michigan,Mid-American,passing,YPA,23.0
2024,4912647,Austin Novosad,QB,Oregon,Big Ten,passing,ATT,2
2024,4912647,Austin Novosad,QB,Oregon,Big Ten,passing,COMPLETIONS,2
2024,4912647,Austin Novosad,QB,Oregon,Big Ten,passing,INT,0
2024,4912647,Austin Novosad,QB,Oregon,Big Ten,passing,PCT,1.000
2024,4912647,Austin Novosad,QB,Oregon,Big Ten,passing,TD,0
2024,4912647,Austin Novosad,QB,Oregon,Big Ten,passing,YDS,7
2024,4912647,Austin Novosad,QB,Oregon,Big Ten,passing,YPA,3.5
2024,4913758,Dijon Jennings,QB,Weber State,Big Sky,passing,ATT,3
2024,4913758,Dijon Jennings,QB,Weber State,Big Sky,passing,COMPLETIONS,2
2024,4913758,Dijon Jennings,QB,Weber State,Big Sky,passing,INT,0
2024,4913758,Dijon Jennings,QB,Weber State,Big Sky,passing,PCT,0.667
2024,4913758,Dijon Jennings,QB,Weber State,Big Sky,passing,TD,0
2024,4913758,Dijon Jennings,QB,Weber State,Big Sky,passing,YDS,11
2024,4913758,Dijon Jennings,QB,Weber State,Big Sky,passing,YPA,3.7
2024,4915980,John Mateer,QB,Washington State,Pac-12,passing,ATT,347
2024,4915980,John Mateer,QB,Washington State,Pac-12,passing,COMPLETIONS,224
2024,4915980,John Mateer,QB,Washington State,Pac-12,passing,INT,7
2024,4915980,John Mateer,QB,Washington State,Pac-12,passing,PCT,0.646
2024,4915980,John Mateer,QB,Washington State,Pac-12,passing,TD,29
2024,4915980,John Mateer,QB,Washington State,Pac-12,passing,YDS,3139
2024,4915980,John Mateer,QB,Washington State,Pac-12,passing,YPA,9.0
2024,4916436,E.J. Warner,QB,Rice,American Athletic,passing,ATT,438
2024,4916436,E.J. Warner,QB,Rice,American Athletic,passing,COMPLETIONS,271
2024,4916436,E.J. Warner,QB,Rice,American Athletic,passing,INT,13
2024,4916436,E.J. Warner,QB,Rice,American Athletic,passing,PCT,0.619
2024,4916436,E.J. Warner,QB,Rice,American Athletic,passing,TD,17
2024,4916436,E.J. Warner,QB,Rice,American Athletic,passing,YDS,2710
2024,4916436,E.J. Warner,QB,Rice,American Athletic,passing,YPA,6.2
2024,4916888,Bert Emanuel Jr.,QB,Central Michigan,Mid-American,passing,ATT,6
2024,4916888,Bert Emanuel Jr.,QB,Central Michigan,Mid-American,passing,COMPLETIONS,4
2024,4916888,Bert Emanuel Jr.,QB,Central Michigan,Mid-American,passing,INT,0
2024,4916888,Bert Emanuel Jr.,QB,Central Michigan,Mid-American,passing,PCT,0.667
2024,4916888,Bert Emanuel Jr.,QB,Central Michigan,Mid-American,passing,TD,2
2024,4916888,Bert Emanuel Jr.,QB,Central Michigan,Mid-American,passing,YDS,99
2024,4916888,Bert Emanuel Jr.,QB,Central Michigan,Mid-American,passing,YPA,16.5
2024,4916941,Coy Eakin,WR,Texas Tech,Big 12,passing,ATT,2
2024,4916941,Coy Eakin,WR,Texas Tech,Big 12,passing,COMPLETIONS,1
2024,4916941,Coy Eakin,WR,Texas Tech,Big 12,passing,INT,0
2024,4916941,Coy Eakin,WR,Texas Tech,Big 12,passing,PCT,0.500
2024,4916941,Coy Eakin,WR,Texas Tech,Big 12,passing,TD,1
2024,4916941,Coy Eakin,WR,Texas Tech,Big 12,passing,YDS,20
2024,4916941,Coy Eakin,WR,Texas Tech,Big 12,passing,YPA,10.0
2024,4917054,David Amador,WR,UTSA,American Athletic,passing,ATT,1
2024,4917054,David Amador,WR,UTSA,American Athletic,passing,COMPLETIONS,1
2024,4917054,David Amador,WR,UTSA,American Athletic,passing,INT,0
2024,4917054,David Amador,WR,UTSA,American Athletic,passing,PCT,1.000
2024,4917054,David Amador,WR,UTSA,American Athletic,passing,TD,0
2024,4917054,David Amador,WR,UTSA,American Athletic,passing,YDS,27
2024,4917054,David Amador,WR,UTSA,American Athletic,passing,YPA,27.0
2024,4917093,Ryan Staub,QB,Colorado,Big 12,passing,ATT,4
2024,4917093,Ryan Staub,QB,Colorado,Big 12,passing,COMPLETIONS,0
2024,4917093,Ryan Staub,QB,Colorado,Big 12,passing,INT,0
2024,4917093,Ryan Staub,QB,Colorado,Big 12,passing,PCT,0.000
2024,4917093,Ryan Staub,QB,Colorado,Big 12,passing,TD,0
2024,4917093,Ryan Staub,QB,Colorado,Big 12,passing,YDS,0
2024,4917093,Ryan Staub,QB,Colorado,Big 12,passing,YPA,0.0
2024,4917305,Cam'Ron McCoy,QB,Jackson State,SWAC,passing,ATT,38
2024,4917305,Cam'Ron McCoy,QB,Jackson State,SWAC,passing,COMPLETIONS,18
2024,4917305,Cam'Ron McCoy,QB,Jackson State,SWAC,passing,INT,1
2024,4917305,Cam'Ron McCoy,QB,Jackson State,SWAC,passing,PCT,0.474
2024,4917305,Cam'Ron McCoy,QB,Jackson State,SWAC,passing,TD,4
2024,4917305,Cam'Ron McCoy,QB,Jackson State,SWAC,passing,YDS,310
2024,4917305,Cam'Ron McCoy,QB,Jackson State,SWAC,passing,YPA,8.2
2024,4917421,Nevan Cremascoli,QB,South Dakota,MVFC,passing,ATT,5
2024,4917421,Nevan Cremascoli,QB,South Dakota,MVFC,passing,COMPLETIONS,2
2024,4917421,Nevan Cremascoli,QB,South Dakota,MVFC,passing,INT,1
2024,4917421,Nevan Cremascoli,QB,South Dakota,MVFC,passing,PCT,0.400
2024,4917421,Nevan Cremascoli,QB,South Dakota,MVFC,passing,TD,2
2024,4917421,Nevan Cremascoli,QB,South Dakota,MVFC,passing,YDS,104
2024,4917421,Nevan Cremascoli,QB,South Dakota,MVFC,passing,YPA,20.8
2024,4918099,Kenny Minchey,QB,Notre Dame,FBS Independents,passing,ATT,1
2024,4918099,Kenny Minchey,QB,Notre Dame,FBS Independents,passing,COMPLETIONS,1
2024,4918099,Kenny Minchey,QB,Notre Dame,FBS Independents,passing,INT,0
2024,4918099,Kenny Minchey,QB,Notre Dame,FBS Independents,passing,PCT,1.000
2024,4918099,Kenny Minchey,QB,Notre Dame,FBS Independents,passing,TD,0
2024,4918099,Kenny Minchey,QB,Notre Dame,FBS Independents,passing,YDS,4
2024,4918099,Kenny Minchey,QB,Notre Dame,FBS Independents,passing,YPA,4.0
2024,4918108,Jordan Napier,WR,San Diego State,Mountain West,passing,ATT,2
2024,4918108,Jordan Napier,WR,San Diego State,Mountain West,passing,COMPLETIONS,1
2024,4918108,Jordan Napier,WR,San Diego State,Mountain West,passing,INT,0
2024,4918108,Jordan Napier,WR,San Diego State,Mountain West,passing,PCT,0.500
2024,4918108,Jordan Napier,WR,San Diego State,Mountain West,passing,TD,1
2024,4918108,Jordan Napier,WR,San Diego State,Mountain West,passing,YDS,27
2024,4918108,Jordan Napier,WR,San Diego State,Mountain West,passing,YPA,13.5
2024,4920153,William Watson III,QB,Virginia Tech,ACC,passing,ATT,58
2024,4920153,William Watson III,QB,Virginia Tech,ACC,passing,COMPLETIONS,34
2024,4920153,William Watson III,QB,Virginia Tech,ACC,passing,INT,2
2024,4920153,William Watson III,QB,Virginia Tech,ACC,passing,PCT,0.586
2024,4920153,William Watson III,QB,Virginia Tech,ACC,passing,TD,1
2024,4920153,William Watson III,QB,Virginia Tech,ACC,passing,YDS,481
2024,4920153,William Watson III,QB,Virginia Tech,ACC,passing,YPA,8.3
2024,4920156,Dylan Rizk,QB,UCF,Big 12,passing,ATT,118
2024,4920156,Dylan Rizk,QB,UCF,Big 12,passing,COMPLETIONS,73
2024,4920156,Dylan Rizk,QB,UCF,Big 12,passing,INT,2
2024,4920156,Dylan Rizk,QB,UCF,Big 12,passing,PCT,0.619
2024,4920156,Dylan Rizk,QB,UCF,Big 12,passing,TD,5
2024,4920156,Dylan Rizk,QB,UCF,Big 12,passing,YDS,915
2024,4920156,Dylan Rizk,QB,UCF,Big 12,passing,YPA,7.8
2024,4920158,Brock Glenn,QB,Florida State,ACC,passing,ATT,114
2024,4920158,Brock Glenn,QB,Florida State,ACC,passing,COMPLETIONS,51
2024,4920158,Brock Glenn,QB,Florida State,ACC,passing,INT,5
2024,4920158,Brock Glenn,QB,Florida State,ACC,passing,PCT,0.447
2024,4920158,Brock Glenn,QB,Florida State,ACC,passing,TD,4
2024,4920158,Brock Glenn,QB,Florida State,ACC,passing,YDS,597
2024,4920158,Brock Glenn,QB,Florida State,ACC,passing,YPA,5.2
2024,4920192,Carson Conklin,QB,Sacramento State,Big Sky,passing,ATT,406
2024,4920192,Carson Conklin,QB,Sacramento State,Big Sky,passing,COMPLETIONS,255
2024,4920192,Carson Conklin,QB,Sacramento State,Big Sky,passing,INT,8
2024,4920192,Carson Conklin,QB,Sacramento State,Big Sky,passing,PCT,0.628
2024,4920192,Carson Conklin,QB,Sacramento State,Big Sky,passing,TD,27
2024,4920192,Carson Conklin,QB,Sacramento State,Big Sky,passing,YDS,2759
2024,4920192,Carson Conklin,QB,Sacramento State,Big Sky,passing,YPA,6.8
2024,4920193,Ethan Crawford,QB,Southern Miss,Sun Belt,passing,ATT,120
2024,4920193,Ethan Crawford,QB,Southern Miss,Sun Belt,passing,COMPLETIONS,50
2024,4920193,Ethan Crawford,QB,Southern Miss,Sun Belt,passing,INT,7
2024,4920193,Ethan Crawford,QB,Southern Miss,Sun Belt,passing,PCT,0.417
2024,4920193,Ethan Crawford,QB,Southern Miss,Sun Belt,passing,TD,0
2024,4920193,Ethan Crawford,QB,Southern Miss,Sun Belt,passing,YDS,849
2024,4920193,Ethan Crawford,QB,Southern Miss,Sun Belt,passing,YPA,7.1
2024,4920196,Javance Tupou'ata-Johnson,QB,San Diego State,Mountain West,passing,ATT,39
2024,4920196,Javance Tupou'ata-Johnson,QB,San Diego State,Mountain West,passing,COMPLETIONS,20
2024,4920196,Javance Tupou'ata-Johnson,QB,San Diego State,Mountain West,passing,INT,2
2024,4920196,Javance Tupou'ata-Johnson,QB,San Diego State,Mountain West,passing,PCT,0.513
2024,4920196,Javance Tupou'ata-Johnson,QB,San Diego State,Mountain West,passing,TD,2
2024,4920196,Javance Tupou'ata-Johnson,QB,San Diego State,Mountain West,passing,YDS,222
2024,4920196,Javance Tupou'ata-Johnson,QB,San Diego State,Mountain West,passing,YPA,5.7
2024,4920227,Giovanni Lopez,QB,South Alabama,Sun Belt,passing,ATT,311
2024,4920227,Giovanni Lopez,QB,South Alabama,Sun Belt,passing,COMPLETIONS,205
2024,4920227,Giovanni Lopez,QB,South Alabama,Sun Belt,passing,INT,5
2024,4920227,Giovanni Lopez,QB,South Alabama,Sun Belt,passing,PCT,0.659
2024,4920227,Giovanni Lopez,QB,South Alabama,Sun Belt,passing,TD,18
2024,4920227,Giovanni Lopez,QB,South Alabama,Sun Belt,passing,YDS,2557
2024,4920227,Giovanni Lopez,QB,South Alabama,Sun Belt,passing,YPA,8.2
2024,4920901,Darius Taylor,RB,Minnesota,Big Ten,passing,ATT,1
2024,4920901,Darius Taylor,RB,Minnesota,Big Ten,passing,COMPLETIONS,1
2024,4920901,Darius Taylor,RB,Minnesota,Big Ten,passing,INT,0
2024,4920901,Darius Taylor,RB,Minnesota,Big Ten,passing,PCT,1.000
2024,4920901,Darius Taylor,RB,Minnesota,Big Ten,passing,TD,1
2024,4920901,Darius Taylor,RB,Minnesota,Big Ten,passing,YDS,10
2024,4920901,Darius Taylor,RB,Minnesota,Big Ten,passing,YPA,10.0
2024,4921306,Mikey Matthews,WR,California,ACC,passing,ATT,1
2024,4921306,Mikey Matthews,WR,California,ACC,passing,COMPLETIONS,0
2024,4921306,Mikey Matthews,WR,California,ACC,passing,INT,0
2024,4921306,Mikey Matthews,WR,California,ACC,passing,PCT,0.000
2024,4921306,Mikey Matthews,WR,California,ACC,passing,TD,0
2024,4921306,Mikey Matthews,WR,California,ACC,passing,YDS,0
2024,4921306,Mikey Matthews,WR,California,ACC,passing,YPA,0.0
2024,4923050,Israel Carter,QB,South Florida,American Athletic,passing,ATT,14
2024,4923050,Israel Carter,QB,South Florida,American Athletic,passing,COMPLETIONS,11
2024,4923050,Israel Carter,QB,South Florida,American Athletic,passing,INT,0
2024,4923050,Israel Carter,QB,South Florida,American Athletic,passing,PCT,0.786
2024,4923050,Israel Carter,QB,South Florida,American Athletic,passing,TD,4
2024,4923050,Israel Carter,QB,South Florida,American Athletic,passing,YDS,195
2024,4923050,Israel Carter,QB,South Florida,American Athletic,passing,YPA,13.9
2024,4949488,Jacobe Robinson,QB,Boston College,ACC,passing,ATT,3
2024,4949488,Jacobe Robinson,QB,Boston College,ACC,passing,COMPLETIONS,2
2024,4949488,Jacobe Robinson,QB,Boston College,ACC,passing,INT,0
2024,4949488,Jacobe Robinson,QB,Boston College,ACC,passing,PCT,0.667
2024,4949488,Jacobe Robinson,QB,Boston College,ACC,passing,TD,0
2024,4949488,Jacobe Robinson,QB,Boston College,ACC,passing,YDS,23
2024,4949488,Jacobe Robinson,QB,Boston College,ACC,passing,YPA,7.7
2024,4954456,Kasen Weisman,QB,Florida Atlantic,American Athletic,passing,ATT,73
2024,4954456,Kasen Weisman,QB,Florida Atlantic,American Athletic,passing,COMPLETIONS,39
2024,4954456,Kasen Weisman,QB,Florida Atlantic,American Athletic,passing,INT,3
2024,4954456,Kasen Weisman,QB,Florida Atlantic,American Athletic,passing,PCT,0.534
2024,4954456,Kasen Weisman,QB,Florida Atlantic,American Athletic,passing,TD,2
2024,4954456,Kasen Weisman,QB,Florida Atlantic,American Athletic,passing,YDS,416
2024,4954456,Kasen Weisman,QB,Florida Atlantic,American Athletic,passing,YPA,5.7
2024,5010409,Jayden Mandal,QB,Fresno State,Mountain West,passing,ATT,9
2024,5010409,Jayden Mandal,QB,Fresno State,Mountain West,passing,COMPLETIONS,4
2024,5010409,Jayden Mandal,QB,Fresno State,Mountain West,passing,INT,2
2024,5010409,Jayden Mandal,QB,Fresno State,Mountain West,passing,PCT,0.444
2024,5010409,Jayden Mandal,QB,Fresno State,Mountain West,passing,TD,0
2024,5010409,Jayden Mandal,QB,Fresno State,Mountain West,passing,YDS,39
2024,5010409,Jayden Mandal,QB,Fresno State,Mountain West,passing,YPA,4.3
2024,5044387,Anthony Colandrea,QB,Virginia,ACC,passing,ATT,320
2024,5044387,Anthony Colandrea,QB,Virginia,ACC,passing,COMPLETIONS,198
2024,5044387,Anthony Colandrea,QB,Virginia,ACC,passing,INT,11
2024,5044387,Anthony Colandrea,QB,Virginia,ACC,passing,PCT,0.619
2024,5044387,Anthony Colandrea,QB,Virginia,ACC,passing,TD,13
2024,5044387,Anthony Colandrea,QB,Virginia,ACC,passing,YDS,2125
2024,5044387,Anthony Colandrea,QB,Virginia,ACC,passing,YPA,6.6
2024,5054036,Jackson Brousseau,QB,Colorado State,Mountain West,passing,ATT,6
2024,5054036,Jackson Brousseau,QB,Colorado State,Mountain West,passing,COMPLETIONS,3
2024,5054036,Jackson Brousseau,QB,Colorado State,Mountain West,passing,INT,1
2024,5054036,Jackson Brousseau,QB,Colorado State,Mountain West,passing,PCT,0.500
2024,5054036,Jackson Brousseau,QB,Colorado State,Mountain West,passing,TD,0
2024,5054036,Jackson Brousseau,QB,Colorado State,Mountain West,passing,YDS,15
2024,5054036,Jackson Brousseau,QB,Colorado State,Mountain West,passing,YPA,2.5
2024,5074245,Broc Lowry,QB,Western Michigan,Mid-American,passing,ATT,8
2024,5074245,Broc Lowry,QB,Western Michigan,Mid-American,passing,COMPLETIONS,4
2024,5074245,Broc Lowry,QB,Western Michigan,Mid-American,passing,INT,0
2024,5074245,Broc Lowry,QB,Western Michigan,Mid-American,passing,PCT,0.500
2024,5074245,Broc Lowry,QB,Western Michigan,Mid-American,passing,TD,0
2024,5074245,Broc Lowry,QB,Western Michigan,Mid-American,passing,YDS,21
2024,5074245,Broc Lowry,QB,Western Michigan,Mid-American,passing,YPA,2.6
2024,5075392,Keldric Luster,QB,SMU,ACC,passing,ATT,3
2024,5075392,Keldric Luster,QB,SMU,ACC,passing,COMPLETIONS,1
2024,5075392,Keldric Luster,QB,SMU,ACC,passing,INT,0
2024,5075392,Keldric Luster,QB,SMU,ACC,passing,PCT,0.333
2024,5075392,Keldric Luster,QB,SMU,ACC,passing,TD,0
2024,5075392,Keldric Luster,QB,SMU,ACC,passing,YDS,0
2024,5075392,Keldric Luster,QB,SMU,ACC,passing,YPA,0.0
2024,5075571,John-Keawe Sagapolutele,QB,Hawai'i,Mountain West,passing,ATT,7
2024,5075571,John-Keawe Sagapolutele,QB,Hawai'i,Mountain West,passing,COMPLETIONS,4
2024,5075571,John-Keawe Sagapolutele,QB,Hawai'i,Mountain West,passing,INT,2
2024,5075571,John-Keawe Sagapolutele,QB,Hawai'i,Mountain West,passing,PCT,0.571
2024,5075571,John-Keawe Sagapolutele,QB,Hawai'i,Mountain West,passing,TD,0
2024,5075571,John-Keawe Sagapolutele,QB,Hawai'i,Mountain West,passing,YDS,42
2024,5075571,John-Keawe Sagapolutele,QB,Hawai'i,Mountain West,passing,YPA,6.0
2024,5075800,Emory Williams,QB,Miami,ACC,passing,ATT,26
2024,5075800,Emory Williams,QB,Miami,ACC,passing,COMPLETIONS,16
2024,5075800,Emory Williams,QB,Miami,ACC,passing,INT,1
2024,5075800,Emory Williams,QB,Miami,ACC,passing,PCT,0.615
2024,5075800,Emory Williams,QB,Miami,ACC,passing,TD,1
2024,5075800,Emory Williams,QB,Miami,ACC,passing,YDS,187
2024,5075800,Emory Williams,QB,Miami,ACC,passing,YPA,7.2
2024,5075805,Aidan Chiles,QB,Michigan State,Big Ten,passing,ATT,324
2024,5075805,Aidan Chiles,QB,Michigan State,Big Ten,passing,COMPLETIONS,192
2024,5075805,Aidan Chiles,QB,Michigan State,Big Ten,passing,INT,12
2024,5075805,Aidan Chiles,QB,Michigan State,Big Ten,passing,PCT,0.593
2024,5075805,Aidan Chiles,QB,Michigan State,Big Ten,passing,TD,13
2024,5075805,Aidan Chiles,QB,Michigan State,Big Ten,passing,YDS,2415
2024,5075805,Aidan Chiles,QB,Michigan State,Big Ten,passing,YPA,7.5
2024,5076106,Marquis Johnson,WR,Missouri,SEC,passing,ATT,1
2024,5076106,Marquis Johnson,WR,Missouri,SEC,passing,COMPLETIONS,0
2024,5076106,Marquis Johnson,WR,Missouri,SEC,passing,INT,0
2024,5076106,Marquis Johnson,WR,Missouri,SEC,passing,PCT,0.000
2024,5076106,Marquis Johnson,WR,Missouri,SEC,passing,TD,0
2024,5076106,Marquis Johnson,WR,Missouri,SEC,passing,YDS,0
2024,5076106,Marquis Johnson,WR,Missouri,SEC,passing,YPA,0.0
2024,5076949,Evan Bullock,QB,Louisiana Tech,Conference USA,passing,ATT,302
2024,5076949,Evan Bullock,QB,Louisiana Tech,Conference USA,passing,COMPLETIONS,199
2024,5076949,Evan Bullock,QB,Louisiana Tech,Conference USA,passing,INT,3
2024,5076949,Evan Bullock,QB,Louisiana Tech,Conference USA,passing,PCT,0.659
2024,5076949,Evan Bullock,QB,Louisiana Tech,Conference USA,passing,TD,14
2024,5076949,Evan Bullock,QB,Louisiana Tech,Conference USA,passing,YDS,2107
2024,5076949,Evan Bullock,QB,Louisiana Tech,Conference USA,passing,YPA,7.0
2024,5077502,Carson Hansen,RB,Iowa State,Big 12,passing,ATT,1
2024,5077502,Carson Hansen,RB,Iowa State,Big 12,passing,COMPLETIONS,1
2024,5077502,Carson Hansen,RB,Iowa State,Big 12,passing,INT,0
2024,5077502,Carson Hansen,RB,Iowa State,Big 12,passing,PCT,1.000
2024,5077502,Carson Hansen,RB,Iowa State,Big 12,passing,TD,0
2024,5077502,Carson Hansen,RB,Iowa State,Big 12,passing,YDS,26
2024,5077502,Carson Hansen,RB,Iowa State,Big 12,passing,YPA,26.0
2024,5077806,Tucker McDonald,QB,UConn,FBS Independents,passing,ATT,5
2024,5077806,Tucker McDonald,QB,UConn,FBS Independents,passing,COMPLETIONS,3
2024,5077806,Tucker McDonald,QB,UConn,FBS Independents,passing,INT,0
2024,5077806,Tucker McDonald,QB,UConn,FBS Independents,passing,PCT,0.600
2024,5077806,Tucker McDonald,QB,UConn,FBS Independents,passing,TD,0
2024,5077806,Tucker McDonald,QB,UConn,FBS Independents,passing,YDS,20
2024,5077806,Tucker McDonald,QB,UConn,FBS Independents,passing,YPA,4.0
2024,5078251,Justin Marshall,RB,Colorado State,Mountain West,passing,ATT,5
2024,5078251,Justin Marshall,RB,Colorado State,Mountain West,passing,COMPLETIONS,2
2024,5078251,Justin Marshall,RB,Colorado State,Mountain West,passing,INT,1
2024,5078251,Justin Marshall,RB,Colorado State,Mountain West,passing,PCT,0.400
2024,5078251,Justin Marshall,RB,Colorado State,Mountain West,passing,TD,0
2024,5078251,Justin Marshall,RB,Colorado State,Mountain West,passing,YDS,19
2024,5078251,Justin Marshall,RB,Colorado State,Mountain West,passing,YPA,3.8
2024,5078810,Sam Leavitt,QB,Arizona State,Big 12,passing,ATT,350
