team,season,week,games_played,wins,losses,win_rate,points_for,points_against,margin,points_per_game,points_allowed_per_game,margin_per_game,home_wins,home_losses,away_wins,away_losses
Post University,2024,5,1,0,1,0.0,27.0,28.0,-1.0,27.0,28.0,-1.0,0,0,0,1
Post University,2024,6,2,0,2,0.0,34.0,63.0,-29.0,17.0,31.5,-14.5,0,0,0,2
Post University,2024,8,3,0,3,0.0,62.0,119.0,-57.0,20.666666666666668,39.666666666666664,-19.0,0,0,0,3
Post University,2024,10,4,0,4,0.0,82.0,174.0,-92.0,20.5,43.5,-23.0,0,0,0,4
Prairie View A&M,2022,4,1,0,1,0.0,13.0,21.0,-8.0,13.0,21.0,-8.0,0,0,0,1
Prairie View A&M,2022,5,2,1,1,0.5,38.0,36.0,2.0,19.0,18.0,1.0,0,0,1,1
Prairie View A&M,2022,8,3,2,1,0.6666666666666666,72.0,50.0,22.0,24.0,16.666666666666668,7.333333333333333,0,0,2,1
Prairie View A&M,2022,11,4,3,1,0.75,126.0,71.0,55.0,31.5,17.75,13.75,0,0,3,1
Prairie View A&M,2022,12,5,4,1,0.8,181.0,95.0,86.0,36.2,19.0,17.2,0,0,4,1
Prairie View A&M,2023,3,1,1,0,1.0,37.0,34.0,3.0,37.0,34.0,3.0,0,0,1,0
Prairie View A&M,2023,4,2,1,1,0.5,37.0,103.0,-66.0,18.5,51.5,-33.0,0,0,1,1
Prairie View A&M,2023,7,3,2,1,0.6666666666666666,60.0,123.0,-63.0,20.0,41.0,-21.0,0,0,2,1
Prairie View A&M,2023,9,4,2,2,0.5,60.0,153.0,-93.0,15.0,38.25,-23.25,0,0,2,2
Prairie View A&M,2023,11,5,2,3,0.4,67.0,198.0,-131.0,13.4,39.6,-26.2,0,0,2,3
Prairie View A&M,2023,14,6,3,3,0.5,94.0,219.0,-125.0,15.666666666666666,36.5,-20.833333333333332,0,0,3,3
Prairie View A&M,2024,3,1,1,0,1.0,37.0,31.0,6.0,37.0,31.0,6.0,0,0,1,0
Prairie View A&M,2024,6,2,1,1,0.5,37.0,71.0,-34.0,18.5,35.5,-17.0,0,0,1,1
Prairie View A&M,2024,7,3,1,2,0.3333333333333333,65.0,127.0,-62.0,21.666666666666668,42.333333333333336,-20.666666666666668,0,0,1,2
Prairie View A&M,2024,10,4,1,3,0.25,82.0,148.0,-66.0,20.5,37.0,-16.5,0,0,1,3
Prairie View A&M,2024,13,5,2,3,0.4,99.0,164.0,-65.0,19.8,32.8,-13.0,0,0,2,3
Presbyterian,2022,3,1,0,1,0.0,0.0,63.0,-63.0,0.0,63.0,-63.0,0,0,0,1
Presbyterian,2022,5,2,0,2,0.0,21.0,140.0,-119.0,10.5,70.0,-59.5,0,0,0,2
Presbyterian,2022,7,3,0,3,0.0,31.0,154.0,-123.0,10.333333333333334,51.333333333333336,-41.0,0,0,0,3
Presbyterian,2022,9,4,0,4,0.0,34.0,182.0,-148.0,8.5,45.5,-37.0,0,0,0,4
Presbyterian,2022,12,5,0,5,0.0,41.0,219.0,-178.0,8.2,43.8,-35.6,0,0,0,5
Presbyterian,2023,3,1,0,1,0.0,10.0,41.0,-31.0,10.0,41.0,-31.0,0,0,0,1
Presbyterian,2023,5,2,1,1,0.5,33.0,61.0,-28.0,16.5,30.5,-14.0,0,0,1,1
Presbyterian,2023,7,3,1,2,0.3333333333333333,50.0,88.0,-38.0,16.666666666666668,29.333333333333332,-12.666666666666666,0,0,1,2
Presbyterian,2023,9,4,2,2,0.5,70.0,105.0,-35.0,17.5,26.25,-8.75,0,0,2,2
Presbyterian,2023,11,5,2,3,0.4,98.0,150.0,-52.0,19.6,30.0,-10.4,0,0,2,3
Presbyterian,2024,2,1,0,1,0.0,10.0,63.0,-53.0,10.0,63.0,-53.0,0,0,0,1
Presbyterian,2024,6,2,1,1,0.5,41.0,77.0,-36.0,20.5,38.5,-18.0,0,0,1,1
Presbyterian,2024,7,3,1,2,0.3333333333333333,62.0,104.0,-42.0,20.666666666666668,34.666666666666664,-14.0,0,0,1,2
Presbyterian,2024,9,4,1,3,0.25,69.0,118.0,-49.0,17.25,29.5,-12.25,0,0,1,3
Presbyterian,2024,12,5,2,3,0.4,111.0,132.0,-21.0,22.2,26.4,-4.2,0,0,2,3
Princeton,2022,5,1,1,0,1.0,39.0,14.0,25.0,39.0,14.0,25.0,0,0,1,0
Princeton,2022,6,2,2,0,1.0,63.0,20.0,43.0,31.5,10.0,21.5,0,0,2,0
Princeton,2022,8,3,3,0,1.0,86.0,22.0,64.0,28.666666666666668,7.333333333333333,21.333333333333332,0,0,3,0
Princeton,2022,11,4,4,0,1.0,123.0,32.0,91.0,30.75,8.0,22.75,0,0,4,0
Princeton,2023,7,1,1,0,1.0,23.0,12.0,11.0,23.0,12.0,11.0,0,0,1,0
Princeton,2023,9,2,1,1,0.5,50.0,40.0,10.0,25.0,20.0,5.0,0,0,1,1
Princeton,2023,10,3,2,1,0.6666666666666666,64.0,43.0,21.0,21.333333333333332,14.333333333333334,7.0,0,0,2,1
Princeton,2023,12,4,2,2,0.5,85.0,66.0,19.0,21.25,16.5,4.75,0,0,2,2
Princeton,2024,6,1,0,1,0.0,20.0,35.0,-15.0,20.0,35.0,-15.0,0,0,0,1
Princeton,2024,7,2,0,2,0.0,37.0,69.0,-32.0,18.5,34.5,-16.0,0,0,0,2
Princeton,2024,9,3,0,3,0.0,44.0,103.0,-59.0,14.666666666666666,34.333333333333336,-19.666666666666668,0,0,0,3
Princeton,2024,12,4,0,4,0.0,57.0,148.0,-91.0,14.25,37.0,-22.75,0,0,0,4
Puget Sound,2022,3,1,0,1,0.0,15.0,41.0,-26.0,15.0,41.0,-26.0,0,0,0,1
Puget Sound,2022,5,2,0,2,0.0,42.0,76.0,-34.0,21.0,38.0,-17.0,0,0,0,2
Puget Sound,2022,7,3,0,3,0.0,44.0,148.0,-104.0,14.666666666666666,49.333333333333336,-34.666666666666664,0,0,0,3
Puget Sound,2022,9,4,0,4,0.0,51.0,199.0,-148.0,12.75,49.75,-37.0,0,0,0,4
Puget Sound,2022,11,5,0,5,0.0,51.0,258.0,-207.0,10.2,51.6,-41.4,0,0,0,5
Puget Sound,2023,7,1,0,1,0.0,14.0,28.0,-14.0,14.0,28.0,-14.0,0,0,0,1
Puget Sound,2023,9,2,0,2,0.0,35.0,91.0,-56.0,17.5,45.5,-28.0,0,0,0,2
Puget Sound,2023,10,3,1,2,0.3333333333333333,75.0,112.0,-37.0,25.0,37.333333333333336,-12.333333333333334,0,0,1,2
Puget Sound,2024,4,1,0,1,0.0,21.0,59.0,-38.0,21.0,59.0,-38.0,0,0,0,1
Puget Sound,2024,7,2,1,1,0.5,70.0,100.0,-30.0,35.0,50.0,-15.0,0,0,1,1
Puget Sound,2024,9,3,1,2,0.3333333333333333,84.0,140.0,-56.0,28.0,46.666666666666664,-18.666666666666668,0,0,1,2
Puget Sound,2024,12,4,1,3,0.25,97.0,202.0,-105.0,24.25,50.5,-26.25,0,0,1,3
Purdue,2022,5,1,0,1,0.0,29.0,32.0,-3.0,29.0,32.0,-3.0,0,0,0,1
Purdue,2022,6,2,1,1,0.5,49.0,42.0,7.0,24.5,21.0,3.5,0,0,1,1
Purdue,2022,8,3,2,1,0.6666666666666666,80.0,71.0,9.0,26.666666666666668,23.666666666666668,3.0,0,0,2,1
Purdue,2022,11,4,2,2,0.5,104.0,106.0,-2.0,26.0,26.5,-0.5,0,0,2,2
Purdue,2022,13,5,3,2,0.6,135.0,130.0,5.0,27.0,26.0,1.0,0,0,3,2
Purdue,2022,14,6,4,2,0.6666666666666666,165.0,146.0,19.0,27.5,24.333333333333332,3.1666666666666665,0,0,4,2
Purdue,2023,6,1,1,0,1.0,24.0,17.0,7.0,24.0,17.0,7.0,0,0,1,0
Purdue,2023,9,2,1,1,0.5,38.0,37.0,1.0,19.0,18.5,0.5,0,0,1,1
Purdue,2023,10,3,1,2,0.3333333333333333,52.0,68.0,-16.0,17.333333333333332,22.666666666666668,-5.333333333333333,0,0,1,2
Purdue,2023,12,4,1,3,0.25,65.0,109.0,-44.0,16.25,27.25,-11.0,0,0,1,3
Purdue,2024,6,1,0,1,0.0,21.0,38.0,-17.0,21.0,38.0,-17.0,0,0,0,1
Purdue,2024,7,2,0,2,0.0,27.0,90.0,-63.0,13.5,45.0,-31.5,0,0,0,2
Purdue,2024,11,3,0,3,0.0,76.0,140.0,-64.0,25.333333333333332,46.666666666666664,-21.333333333333332,0,0,0,3
Purdue,2024,13,4,0,4,0.0,76.0,185.0,-109.0,19.0,46.25,-27.25,0,0,0,4
Purdue,2024,14,5,0,5,0.0,93.0,209.0,-116.0,18.6,41.8,-23.2,0,0,0,5
Quincy,2022,5,1,1,0,1.0,28.0,13.0,15.0,28.0,13.0,15.0,0,0,1,0
Quincy,2022,7,2,1,1,0.5,52.0,44.0,8.0,26.0,22.0,4.0,0,0,1,1
Quincy,2022,8,3,2,1,0.6666666666666666,115.0,106.0,9.0,38.333333333333336,35.333333333333336,3.0,0,0,2,1
Quincy,2022,10,4,2,2,0.5,153.0,158.0,-5.0,38.25,39.5,-1.25,0,0,2,2
Quincy,2023,7,1,0,1,0.0,27.0,33.0,-6.0,27.0,33.0,-6.0,0,0,0,1
Quincy,2023,11,2,1,1,0.5,68.0,61.0,7.0,34.0,30.5,3.5,0,0,1,1
Quincy,2024,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
Quincy,2024,6,2,1,1,0.5,21.0,14.0,7.0,10.5,7.0,3.5,0,0,1,1
Quincy,2024,7,3,2,1,0.6666666666666666,55.0,24.0,31.0,18.333333333333332,8.0,10.333333333333334,0,0,2,1
Quincy,2024,11,4,2,2,0.5,65.0,71.0,-6.0,16.25,17.75,-1.5,0,0,2,2
Quincy,2024,12,5,3,2,0.6,99.0,96.0,3.0,19.8,19.2,0.6,0,0,3,2
Randolph-Macon,2022,6,1,1,0,1.0,41.0,7.0,34.0,41.0,7.0,34.0,0,0,1,0
Randolph-Macon,2022,8,2,2,0,1.0,96.0,14.0,82.0,48.0,7.0,41.0,0,0,2,0
Randolph-Macon,2022,9,3,3,0,1.0,131.0,35.0,96.0,43.666666666666664,11.666666666666666,32.0,0,0,3,0
Randolph-Macon,2022,11,4,4,0,1.0,166.0,56.0,110.0,41.5,14.0,27.5,0,0,4,0
Randolph-Macon,2022,13,5,5,0,1.0,204.0,73.0,131.0,40.8,14.6,26.2,0,0,5,0
Randolph-Macon,2023,3,1,1,0,1.0,51.0,9.0,42.0,51.0,9.0,42.0,0,0,1,0
Randolph-Macon,2023,5,2,2,0,1.0,102.0,19.0,83.0,51.0,9.5,41.5,0,0,2,0
Randolph-Macon,2023,7,3,3,0,1.0,172.0,33.0,139.0,57.333333333333336,11.0,46.333333333333336,0,0,3,0
Randolph-Macon,2023,10,4,4,0,1.0,210.0,36.0,174.0,52.5,9.0,43.5,0,0,4,0
Randolph-Macon,2023,14,5,5,0,1.0,259.0,52.0,207.0,51.8,10.4,41.4,0,0,5,0
Randolph-Macon,2023,15,6,6,0,1.0,298.0,88.0,210.0,49.666666666666664,14.666666666666666,35.0,0,0,6,0
Randolph-Macon,2024,6,1,1,0,1.0,47.0,21.0,26.0,47.0,21.0,26.0,0,0,1,0
Randolph-Macon,2024,8,2,2,0,1.0,69.0,42.0,27.0,34.5,21.0,13.5,0,0,2,0
Randolph-Macon,2024,10,3,3,0,1.0,118.0,52.0,66.0,39.333333333333336,17.333333333333332,22.0,0,0,3,0
Randolph-Macon,2024,12,4,4,0,1.0,138.0,59.0,79.0,34.5,14.75,19.75,0,0,4,0
Randolph-Macon,2024,15,5,5,0,1.0,165.0,65.0,100.0,33.0,13.0,20.0,0,0,5,0
Reading,2022,3,1,1,0,1.0,38.0,35.0,3.0,38.0,35.0,3.0,0,0,1,0
Reading,2022,7,2,1,1,0.5,56.0,75.0,-19.0,28.0,37.5,-9.5,0,0,1,1
Reading,2022,8,3,2,1,0.6666666666666666,75.0,91.0,-16.0,25.0,30.333333333333332,-5.333333333333333,0,0,2,1
Reading,2022,10,4,2,2,0.5,85.0,133.0,-48.0,21.25,33.25,-12.0,0,0,2,2
Reading,2023,2,1,0,1,0.0,6.0,38.0,-32.0,6.0,38.0,-32.0,0,0,0,1
Reading,2023,4,2,0,2,0.0,29.0,68.0,-39.0,14.5,34.0,-19.5,0,0,0,2
Reading,2023,8,3,0,3,0.0,44.0,103.0,-59.0,14.666666666666666,34.333333333333336,-19.666666666666668,0,0,0,3
Reading,2023,9,4,0,4,0.0,60.0,144.0,-84.0,15.0,36.0,-21.0,0,0,0,4
Reading,2023,11,5,0,5,0.0,86.0,178.0,-92.0,17.2,35.6,-18.4,0,0,0,5
Reading,2024,3,1,0,1,0.0,14.0,45.0,-31.0,14.0,45.0,-31.0,0,0,0,1
Reading,2024,5,2,0,2,0.0,21.0,87.0,-66.0,10.5,43.5,-33.0,0,0,0,2
Reading,2024,9,3,0,3,0.0,41.0,121.0,-80.0,13.666666666666666,40.333333333333336,-26.666666666666668,0,0,0,3
Reading,2024,10,4,0,4,0.0,65.0,155.0,-90.0,16.25,38.75,-22.5,0,0,0,4
Redlands,2022,2,1,0,1,0.0,31.0,38.0,-7.0,31.0,38.0,-7.0,0,0,0,1
Redlands,2022,3,2,0,2,0.0,51.0,59.0,-8.0,25.5,29.5,-4.0,0,0,0,2
Redlands,2022,6,3,0,3,0.0,54.0,80.0,-26.0,18.0,26.666666666666668,-8.666666666666666,0,0,0,3
Redlands,2022,7,4,1,3,0.25,89.0,94.0,-5.0,22.25,23.5,-1.25,0,0,1,3
Redlands,2022,10,5,1,4,0.2,117.0,132.0,-15.0,23.4,26.4,-3.0,0,0,1,4
Redlands,2023,4,1,1,0,1.0,24.0,14.0,10.0,24.0,14.0,10.0,0,0,1,0
Redlands,2023,5,2,2,0,1.0,62.0,35.0,27.0,31.0,17.5,13.5,0,0,2,0
Redlands,2023,8,3,3,0,1.0,86.0,42.0,44.0,28.666666666666668,14.0,14.666666666666666,0,0,3,0
Redlands,2023,10,4,3,1,0.75,103.0,73.0,30.0,25.75,18.25,7.5,0,0,3,1
Redlands,2024,7,1,0,1,0.0,0.0,45.0,-45.0,0.0,45.0,-45.0,0,0,0,1
Redlands,2024,8,2,0,2,0.0,7.0,55.0,-48.0,3.5,27.5,-24.0,0,0,0,2
Redlands,2024,10,3,1,2,0.3333333333333333,24.0,70.0,-46.0,8.0,23.333333333333332,-15.333333333333334,0,0,1,2
Redlands,2024,12,4,2,2,0.5,55.0,91.0,-36.0,13.75,22.75,-9.0,0,0,2,2
Rensselaer,2022,5,1,0,1,0.0,0.0,3.0,-3.0,0.0,3.0,-3.0,0,0,0,1
Rensselaer,2022,6,2,1,1,0.5,31.0,6.0,25.0,15.5,3.0,12.5,0,0,1,1
Rensselaer,2022,9,3,2,1,0.6666666666666666,73.0,20.0,53.0,24.333333333333332,6.666666666666667,17.666666666666668,0,0,2,1
Rensselaer,2023,3,1,1,0,1.0,38.0,27.0,11.0,38.0,27.0,11.0,0,0,1,0
Rensselaer,2023,8,2,2,0,1.0,63.0,27.0,36.0,31.5,13.5,18.0,0,0,2,0
Rensselaer,2023,10,3,3,0,1.0,100.0,34.0,66.0,33.333333333333336,11.333333333333334,22.0,0,0,3,0
Rensselaer,2023,11,4,3,1,0.75,121.0,65.0,56.0,30.25,16.25,14.0,0,0,3,1
Rensselaer,2024,5,1,1,0,1.0,32.0,25.0,7.0,32.0,25.0,7.0,0,0,1,0
Rensselaer,2024,6,2,1,1,0.5,52.0,53.0,-1.0,26.0,26.5,-0.5,0,0,1,1
Rensselaer,2024,8,3,1,2,0.3333333333333333,59.0,67.0,-8.0,19.666666666666668,22.333333333333332,-2.6666666666666665,0,0,1,2
Rensselaer,2024,11,4,1,3,0.25,73.0,100.0,-27.0,18.25,25.0,-6.75,0,0,1,3
Rhode Island,2022,2,1,1,0,1.0,35.0,14.0,21.0,35.0,14.0,21.0,0,0,1,0
Rhode Island,2022,4,2,2,0,1.0,70.0,35.0,35.0,35.0,17.5,17.5,0,0,2,0
Rhode Island,2022,8,3,2,1,0.6666666666666666,94.0,80.0,14.0,31.333333333333332,26.666666666666668,4.666666666666667,0,0,2,1
Rhode Island,2022,9,4,3,1,0.75,142.0,126.0,16.0,35.5,31.5,4.0,0,0,3,1
Rhode Island,2022,11,5,3,2,0.6,172.0,157.0,15.0,34.4,31.4,3.0,0,0,3,2
Rhode Island,2023,3,1,0,1,0.0,35.0,42.0,-7.0,35.0,42.0,-7.0,0,0,0,1
Rhode Island,2023,4,2,1,1,0.5,69.0,59.0,10.0,34.5,29.5,5.0,0,0,1,1
Rhode Island,2023,6,3,1,2,0.3333333333333333,78.0,94.0,-16.0,26.0,31.333333333333332,-5.333333333333333,0,0,1,2
Rhode Island,2023,8,4,2,2,0.5,112.0,124.0,-12.0,28.0,31.0,-3.0,0,0,2,2
Rhode Island,2023,12,5,2,3,0.4,122.0,159.0,-37.0,24.4,31.8,-7.4,0,0,2,3
Rhode Island,2024,4,1,0,1,0.0,0.0,48.0,-48.0,0.0,48.0,-48.0,0,0,0,1
Rhode Island,2024,6,2,1,1,0.5,28.0,69.0,-41.0,14.0,34.5,-20.5,0,0,1,1
Rhode Island,2024,8,3,2,1,0.6666666666666666,74.0,113.0,-39.0,24.666666666666668,37.666666666666664,-13.0,0,0,2,1
Rhode Island,2024,11,4,3,1,0.75,100.0,122.0,-22.0,25.0,30.5,-5.5,0,0,3,1
Rhode Island,2024,13,5,3,2,0.6,121.0,146.0,-25.0,24.2,29.2,-5.0,0,0,3,2
Rhode Island,2024,15,6,4,2,0.6666666666666666,156.0,167.0,-11.0,26.0,27.833333333333332,-1.8333333333333333,0,0,4,2
Rhodes College,2022,2,1,0,1,0.0,28.0,34.0,-6.0,28.0,34.0,-6.0,0,0,0,1
Rhodes College,2022,6,2,1,1,0.5,51.0,41.0,10.0,25.5,20.5,5.0,0,0,1,1
Rhodes College,2022,8,3,1,2,0.3333333333333333,51.0,75.0,-24.0,17.0,25.0,-8.0,0,0,1,2
Rhodes College,2022,10,4,2,2,0.5,82.0,82.0,0.0,20.5,20.5,0.0,0,0,2,2
Rhodes College,2023,4,1,1,0,1.0,47.0,0.0,47.0,47.0,0.0,47.0,0,0,1,0
Rhodes College,2023,6,2,1,1,0.5,61.0,63.0,-2.0,30.5,31.5,-1.0,0,0,1,1
Rhodes College,2023,8,3,2,1,0.6666666666666666,98.0,70.0,28.0,32.666666666666664,23.333333333333332,9.333333333333334,0,0,2,1
Rhodes College,2023,11,4,2,2,0.5,147.0,120.0,27.0,36.75,30.0,6.75,0,0,2,2
Rhodes College,2024,4,1,1,0,1.0,49.0,13.0,36.0,49.0,13.0,36.0,0,0,1,0
Rhodes College,2024,7,2,1,1,0.5,70.0,48.0,22.0,35.0,24.0,11.0,0,0,1,1
Rhodes College,2024,9,3,1,2,0.3333333333333333,92.0,93.0,-1.0,30.666666666666668,31.0,-0.3333333333333333,0,0,1,2
Rhodes College,2024,11,4,1,3,0.25,99.0,124.0,-25.0,24.75,31.0,-6.25,0,0,1,3
Rice,2022,4,2,0,2,0.0,38.0,104.0,-66.0,19.0,52.0,-33.0,0,0,0,2
Rice,2022,7,3,0,3,0.0,65.0,138.0,-73.0,21.666666666666668,46.0,-24.333333333333332,0,0,0,3
Rice,2022,8,4,0,4,0.0,79.0,155.0,-76.0,19.75,38.75,-19.0,0,0,0,4
Rice,2022,11,5,1,4,0.2,121.0,196.0,-75.0,24.2,39.2,-15.0,0,0,1,4
Rice,2022,13,6,1,5,0.16666666666666666,131.0,241.0,-110.0,21.833333333333332,40.166666666666664,-18.333333333333332,0,0,1,5
Rice,2023,4,1,0,1,0.0,10.0,37.0,-27.0,10.0,37.0,-27.0,0,0,0,1
Rice,2023,8,2,0,2,0.0,39.0,79.0,-40.0,19.5,39.5,-20.0,0,0,0,2
Rice,2023,11,3,1,2,0.3333333333333333,81.0,89.0,-8.0,27.0,29.666666666666668,-2.6666666666666665,0,0,1,2
Rice,2023,12,4,1,3,0.25,95.0,123.0,-28.0,23.75,30.75,-7.0,0,0,1,3
Rice,2024,4,1,0,1,0.0,7.0,33.0,-26.0,7.0,33.0,-26.0,0,0,0,1
Rice,2024,8,2,0,2,0.0,21.0,70.0,-49.0,10.5,35.0,-24.5,0,0,0,2
Rice,2024,9,3,0,3,0.0,31.0,94.0,-63.0,10.333333333333334,31.333333333333332,-21.0,0,0,0,3
Rice,2024,11,4,0,4,0.0,41.0,111.0,-70.0,10.25,27.75,-17.5,0,0,0,4
Rice,2024,13,5,0,5,0.0,61.0,138.0,-77.0,12.2,27.6,-15.4,0,0,0,5
Richmond,2022,3,1,0,1,0.0,17.0,34.0,-17.0,17.0,34.0,-17.0,0,0,0,1
Richmond,2022,5,2,1,1,0.5,47.0,40.0,7.0,23.5,20.0,3.5,0,0,1,1
Richmond,2022,8,3,1,2,0.3333333333333333,74.0,70.0,4.0,24.666666666666668,23.333333333333332,1.3333333333333333,0,0,1,2
Richmond,2022,9,4,2,2,0.5,115.0,80.0,35.0,28.75,20.0,8.75,0,0,2,2
Richmond,2022,11,5,3,2,0.6,146.0,101.0,45.0,29.2,20.2,9.0,0,0,3,2
Richmond,2022,14,6,4,2,0.6666666666666666,167.0,114.0,53.0,27.833333333333332,19.0,8.833333333333334,0,0,4,2
Richmond,2023,4,1,0,1,0.0,14.0,45.0,-31.0,14.0,45.0,-31.0,0,0,0,1
Richmond,2023,7,2,1,1,0.5,34.0,64.0,-30.0,17.0,32.0,-15.0,0,0,1,1
Richmond,2023,8,3,2,1,0.6666666666666666,58.0,81.0,-23.0,19.333333333333332,27.0,-7.666666666666667,0,0,2,1
Richmond,2023,12,4,3,1,0.75,91.0,91.0,0.0,22.75,22.75,0.0,0,0,3,1
Richmond,2023,14,5,4,1,0.8,118.0,117.0,1.0,23.6,23.4,0.2,0,0,4,1
Richmond,2024,4,1,0,1,0.0,13.0,34.0,-21.0,13.0,34.0,-21.0,0,0,0,1
Richmond,2024,5,2,1,1,0.5,51.0,58.0,-7.0,25.5,29.0,-3.5,0,0,1,1
Richmond,2024,9,3,2,1,0.6666666666666666,78.0,75.0,3.0,26.0,25.0,1.0,0,0,2,1
Richmond,2024,11,4,3,1,0.75,119.0,89.0,30.0,29.75,22.25,7.5,0,0,3,1
Richmond,2024,12,5,4,1,0.8,146.0,113.0,33.0,29.2,22.6,6.6,0,0,4,1
Ripon,2022,5,1,1,0,1.0,49.0,14.0,35.0,49.0,14.0,35.0,0,0,1,0
Ripon,2022,7,2,2,0,1.0,72.0,35.0,37.0,36.0,17.5,18.5,0,0,2,0
Ripon,2022,10,3,3,0,1.0,88.0,49.0,39.0,29.333333333333332,16.333333333333332,13.0,0,0,3,0
Ripon,2023,2,1,0,1,0.0,7.0,23.0,-16.0,7.0,23.0,-16.0,0,0,0,1
Ripon,2023,6,2,1,1,0.5,38.0,35.0,3.0,19.0,17.5,1.5,0,0,1,1
Ripon,2023,7,3,2,1,0.6666666666666666,48.0,38.0,10.0,16.0,12.666666666666666,3.3333333333333335,0,0,2,1
Ripon,2023,10,4,2,2,0.5,54.0,59.0,-5.0,13.5,14.75,-1.25,0,0,2,2
Ripon,2023,11,5,3,2,0.6,106.0,76.0,30.0,21.2,15.2,6.0,0,0,3,2
Ripon,2024,4,1,0,1,0.0,41.0,42.0,-1.0,41.0,42.0,-1.0,0,0,0,1
Ripon,2024,6,2,0,2,0.0,55.0,86.0,-31.0,27.5,43.0,-15.5,0,0,0,2
Ripon,2024,9,3,0,3,0.0,89.0,123.0,-34.0,29.666666666666668,41.0,-11.333333333333334,0,0,0,3
Ripon,2024,10,4,0,4,0.0,89.0,189.0,-100.0,22.25,47.25,-25.0,0,0,0,4
Robert Morris,2022,5,1,0,1,0.0,14.0,31.0,-17.0,14.0,31.0,-17.0,0,0,0,1
Robert Morris,2022,7,2,0,2,0.0,23.0,45.0,-22.0,11.5,22.5,-11.0,0,0,0,2
Robert Morris,2022,9,3,0,3,0.0,33.0,86.0,-53.0,11.0,28.666666666666668,-17.666666666666668,0,0,0,3
Robert Morris,2022,10,4,0,4,0.0,36.0,128.0,-92.0,9.0,32.0,-23.0,0,0,0,4
Robert Morris,2022,11,5,0,5,0.0,57.0,162.0,-105.0,11.4,32.4,-21.0,0,0,0,5
Robert Morris,2023,3,1,0,1,0.0,7.0,42.0,-35.0,7.0,42.0,-35.0,0,0,0,1
Robert Morris,2023,6,2,0,2,0.0,35.0,90.0,-55.0,17.5,45.0,-27.5,0,0,0,2
Robert Morris,2023,7,3,0,3,0.0,51.0,121.0,-70.0,17.0,40.333333333333336,-23.333333333333332,0,0,0,3
Robert Morris,2023,10,4,0,4,0.0,75.0,164.0,-89.0,18.75,41.0,-22.25,0,0,0,4
Robert Morris,2024,4,1,0,1,0.0,14.0,36.0,-22.0,14.0,36.0,-22.0,0,0,0,1
Robert Morris,2024,5,2,1,1,0.5,35.0,50.0,-15.0,17.5,25.0,-7.5,0,0,1,1
Robert Morris,2024,11,3,1,2,0.3333333333333333,42.0,81.0,-39.0,14.0,27.0,-13.0,0,0,1,2
Robert Morris,2024,12,4,1,3,0.25,48.0,112.0,-64.0,12.0,28.0,-16.0,0,0,1,3
Rockford,2022,3,1,0,1,0.0,30.0,40.0,-10.0,30.0,40.0,-10.0,0,0,0,1
Rockford,2022,6,2,0,2,0.0,44.0,71.0,-27.0,22.0,35.5,-13.5,0,0,0,2
Rockford,2022,7,3,0,3,0.0,57.0,108.0,-51.0,19.0,36.0,-17.0,0,0,0,3
Rockford,2022,11,4,0,4,0.0,92.0,160.0,-68.0,23.0,40.0,-17.0,0,0,0,4
Rockford,2023,3,1,0,1,0.0,27.0,34.0,-7.0,27.0,34.0,-7.0,0,0,0,1
Rockford,2023,5,2,0,2,0.0,55.0,69.0,-14.0,27.5,34.5,-7.0,0,0,0,2
Rockford,2023,6,3,0,3,0.0,75.0,121.0,-46.0,25.0,40.333333333333336,-15.333333333333334,0,0,0,3
Rockford,2023,10,4,0,4,0.0,81.0,179.0,-98.0,20.25,44.75,-24.5,0,0,0,4
Rockford,2024,3,1,1,0,1.0,43.0,17.0,26.0,43.0,17.0,26.0,0,0,1,0
Rockford,2024,4,2,2,0,1.0,74.0,41.0,33.0,37.0,20.5,16.5,0,0,2,0
Rockford,2024,7,3,2,1,0.6666666666666666,81.0,75.0,6.0,27.0,25.0,2.0,0,0,2,1
Rockford,2024,8,4,3,1,0.75,155.0,120.0,35.0,38.75,30.0,8.75,0,0,3,1
Rockford,2024,12,5,3,2,0.6,155.0,189.0,-34.0,31.0,37.8,-6.8,0,0,3,2
Roosevelt,2024,5,1,0,1,0.0,23.0,31.0,-8.0,23.0,31.0,-8.0,0,0,0,1
Roosevelt,2024,6,2,0,2,0.0,31.0,55.0,-24.0,15.5,27.5,-12.0,0,0,0,2
Roosevelt,2024,8,3,0,3,0.0,44.0,110.0,-66.0,14.666666666666666,36.666666666666664,-22.0,0,0,0,3
Roosevelt,2024,11,4,1,3,0.25,60.0,120.0,-60.0,15.0,30.0,-15.0,0,0,1,3
Rose-Hulman,2022,5,1,0,1,0.0,14.0,17.0,-3.0,14.0,17.0,-3.0,0,0,0,1
Rose-Hulman,2022,7,2,1,1,0.5,59.0,24.0,35.0,29.5,12.0,17.5,0,0,1,1
Rose-Hulman,2022,10,3,2,1,0.6666666666666666,107.0,44.0,63.0,35.666666666666664,14.666666666666666,21.0,0,0,2,1
Rose-Hulman,2022,11,4,3,1,0.75,154.0,61.0,93.0,38.5,15.25,23.25,0,0,3,1
Rose-Hulman,2023,3,1,1,0,1.0,30.0,28.0,2.0,30.0,28.0,2.0,0,0,1,0
