season,id,name,position,team,conference,usage
2024,4899470,Ja'Koby Banks,WR,Memphis,AAC,"{'overall': 0.031, 'pass': 0.019, 'rush': 0.047, 'firstDown': 0.043, 'secondDown': 0.024, 'thirdDown': 0.024, 'standardDowns': 0.033, 'passingDowns': 0.026}"
2024,4899472,Chris Culliver,WR,North Carolina,ACC,"{'overall': 0.033, 'pass': 0.056, 'rush': 0.006, 'firstDown': 0.033, 'secondDown': 0.035, 'thirdDown': 0.033, 'standardDowns': 0.028, 'passingDowns': 0.042}"
2024,4899668,Nathan Jones,TE,Minnesota,B1G,"{'overall': 0.014, 'pass': 0.029, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.091, 'standardDowns': 0, 'passingDowns': 0.059}"
2024,4899704,Jordan King,WR,California,ACC,"{'overall': 0.023, 'pass': 0.04, 'rush': 0, 'firstDown': 0.037, 'secondDown': 0.014, 'thirdDown': 0, 'standardDowns': 0.025, 'passingDowns': 0.016}"
2024,4900025,Kanye Roberts,RB,App State,SBC,"{'overall': 0.166, 'pass': 0.022, 'rush': 0.33, 'firstDown': 0.179, 'secondDown': 0.189, 'thirdDown': 0.115, 'standardDowns': 0.181, 'passingDowns': 0.139}"
2024,4900146,Cartevious Norton,RB,Charlotte,AAC,"{'overall': 0.184, 'pass': 0.006, 'rush': 0.39, 'firstDown': 0.223, 'secondDown': 0.195, 'thirdDown': 0.108, 'standardDowns': 0.239, 'passingDowns': 0.082}"
2024,4900146,Cartevious Norton,RB,Charlotte,,"{'overall': 0.184, 'pass': 0.006, 'rush': 0.39, 'firstDown': 0.223, 'secondDown': 0.195, 'thirdDown': 0.108, 'standardDowns': 0.239, 'passingDowns': 0.082}"
2024,4900152,Zyion Claville,WR,Texas Southern,,"{'overall': 0.047, 'pass': 0.083, 'rush': 0, 'firstDown': 0, 'secondDown': 0.083, 'thirdDown': 0.1, 'standardDowns': 0.069, 'passingDowns': 0}"
2024,4900351,Noah Bennee,TE,Weber State,,"{'overall': 0.019, 'pass': 0.043, 'rush': 0, 'firstDown': 0.023, 'secondDown': 0.021, 'thirdDown': 0.011, 'standardDowns': 0.021, 'passingDowns': 0.014}"
2024,4900640,Kyle Parker,WR,LSU,SEC,"{'overall': 0.02, 'pass': 0.032, 'rush': 0, 'firstDown': 0.01, 'secondDown': 0.03, 'thirdDown': 0.027, 'standardDowns': 0.013, 'passingDowns': 0.038}"
2024,4900771,Marquis Gillis,RB,Delaware State,,"{'overall': 0.048, 'pass': 0.029, 'rush': 0.08, 'firstDown': 0, 'secondDown': 0.158, 'thirdDown': 0, 'standardDowns': 0.053, 'passingDowns': 0.042}"
2024,4900879,Jacquon Gibson,WR,Massachusetts,Ind,"{'overall': 0.04, 'pass': 0.094, 'rush': 0, 'firstDown': 0.023, 'secondDown': 0.064, 'thirdDown': 0.046, 'standardDowns': 0.024, 'passingDowns': 0.077}"
2024,4900903,Senika McKie,WR,Coastal Carolina,SBC,"{'overall': 0.035, 'pass': 0.081, 'rush': 0, 'firstDown': 0.03, 'secondDown': 0.037, 'thirdDown': 0.033, 'standardDowns': 0.03, 'passingDowns': 0.045}"
2024,4900934,Stephen Kittleman,QB,Tulsa,AAC,"{'overall': 0.034, 'pass': 0.033, 'rush': 0.036, 'firstDown': 0.049, 'secondDown': 0.021, 'thirdDown': 0.029, 'standardDowns': 0.045, 'passingDowns': 0.017}"
2024,4905244,Andrew Savaiinaea,TE,Nevada,MWC,"{'overall': 0.03, 'pass': 0.052, 'rush': 0, 'firstDown': 0.034, 'secondDown': 0.048, 'thirdDown': 0, 'standardDowns': 0.029, 'passingDowns': 0.034}"
2024,4905594,Jawaun Northington,RB,Murray State,,"{'overall': 0.162, 'pass': 0.031, 'rush': 0.265, 'firstDown': 0.157, 'secondDown': 0.179, 'thirdDown': 0.14, 'standardDowns': 0.173, 'passingDowns': 0.141}"
2024,4905609,Fredrick Moore,WR,Michigan,B1G,"{'overall': 0.039, 'pass': 0.078, 'rush': 0.017, 'firstDown': 0.016, 'secondDown': 0.056, 'thirdDown': 0.058, 'standardDowns': 0.023, 'passingDowns': 0.071}"
2024,4906094,Nick Munson,WR,Ball State,MAC,"{'overall': 0.016, 'pass': 0.023, 'rush': 0, 'firstDown': 0, 'secondDown': 0.024, 'thirdDown': 0.034, 'standardDowns': 0, 'passingDowns': 0.042}"
2024,4907543,Marcus Sanders Jr.,WR,Georgia Southern,SBC,"{'overall': 0.019, 'pass': 0.029, 'rush': 0.008, 'firstDown': 0.029, 'secondDown': 0.006, 'thirdDown': 0.02, 'standardDowns': 0.02, 'passingDowns': 0.018}"
2024,4907573,Dalen Cobb,WR,Georgia Southern,SBC,"{'overall': 0.072, 'pass': 0.117, 'rush': 0.022, 'firstDown': 0.083, 'secondDown': 0.071, 'thirdDown': 0.056, 'standardDowns': 0.066, 'passingDowns': 0.084}"
2024,4907671,Anthony Evans III,WR,Georgia,SEC,"{'overall': 0.037, 'pass': 0.048, 'rush': 0.021, 'firstDown': 0.063, 'secondDown': 0.018, 'thirdDown': 0.015, 'standardDowns': 0.04, 'passingDowns': 0.029}"
2024,4907735,Michael Buckley,WR,New Mexico,MWC,"{'overall': 0.06, 'pass': 0.111, 'rush': 0, 'firstDown': 0.063, 'secondDown': 0.048, 'thirdDown': 0.08, 'standardDowns': 0.053, 'passingDowns': 0.077}"
2024,4907786,Rocky Beers,TE,Florida International,CUSA,"{'overall': 0.068, 'pass': 0.125, 'rush': 0, 'firstDown': 0.045, 'secondDown': 0.1, 'thirdDown': 0.077, 'standardDowns': 0.083, 'passingDowns': 0.043}"
2024,4909483,Jordin Parker,WR,Western Michigan,MAC,"{'overall': 0.037, 'pass': 0.073, 'rush': 0.01, 'firstDown': 0.038, 'secondDown': 0.018, 'thirdDown': 0.077, 'standardDowns': 0.031, 'passingDowns': 0.052}"
2024,4909541,Ty Harding,WR,Massachusetts,Ind,"{'overall': 0.041, 'pass': 0.093, 'rush': 0.006, 'firstDown': 0.048, 'secondDown': 0.029, 'thirdDown': 0.029, 'standardDowns': 0.036, 'passingDowns': 0.051}"
2024,4910238,Keyshaun Pipkin,WR,Northern Illinois,MAC,"{'overall': 0.015, 'pass': 0.032, 'rush': 0, 'firstDown': 0.022, 'secondDown': 0.015, 'thirdDown': 0, 'standardDowns': 0.014, 'passingDowns': 0.019}"
2024,4910239,Justus Ross-Simmons,WR,Syracuse,ACC,"{'overall': 0.024, 'pass': 0.041, 'rush': 0, 'firstDown': 0.029, 'secondDown': 0.025, 'thirdDown': 0.014, 'standardDowns': 0.027, 'passingDowns': 0.018}"
2024,4910682,Jamal Hailey,RB,Western Michigan,MAC,"{'overall': 0.036, 'pass': 0, 'rush': 0.058, 'firstDown': 0.049, 'secondDown': 0.037, 'thirdDown': 0, 'standardDowns': 0.05, 'passingDowns': 0}"
2024,4910711,Justin Holmes,TE,Marshall,SBC,"{'overall': 0.016, 'pass': 0.031, 'rush': 0, 'firstDown': 0, 'secondDown': 0.05, 'thirdDown': 0, 'standardDowns': 0.029, 'passingDowns': 0}"
2024,4911851,Lequint Allen,RB,Syracuse,ACC,"{'overall': 0.298, 'pass': 0.118, 'rush': 0.601, 'firstDown': 0.373, 'secondDown': 0.295, 'thirdDown': 0.158, 'standardDowns': 0.352, 'passingDowns': 0.179}"
2024,4911888,Mike Higgins,TE,Rutgers,B1G,"{'overall': 0.021, 'pass': 0.042, 'rush': 0, 'firstDown': 0.021, 'secondDown': 0.039, 'thirdDown': 0, 'standardDowns': 0.012, 'passingDowns': 0.041}"
2024,4911906,Kanen Hamlett,TE,App State,SBC,"{'overall': 0.019, 'pass': 0.041, 'rush': 0, 'firstDown': 0, 'secondDown': 0.042, 'thirdDown': 0.027, 'standardDowns': 0.022, 'passingDowns': 0.014}"
2024,4911914,Andrew Paul,RB,Jacksonville State,CUSA,"{'overall': 0.056, 'pass': 0.004, 'rush': 0.082, 'firstDown': 0.063, 'secondDown': 0.045, 'thirdDown': 0.039, 'standardDowns': 0.064, 'passingDowns': 0.032}"
2024,4911929,Alonza Barnett,QB,James Madison,SBC,"{'overall': 0.583, 'pass': 0.992, 'rush': 0.224, 'firstDown': 0.518, 'secondDown': 0.545, 'thirdDown': 0.768, 'standardDowns': 0.52, 'passingDowns': 0.721}"
2024,4911932,Joshua Thompson,WR,Georgia Southern,SBC,"{'overall': 0.021, 'pass': 0.038, 'rush': 0, 'firstDown': 0.045, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.033, 'passingDowns': 0}"
2024,4911961,Jack Lausch,QB,Northwestern,B1G,"{'overall': 0.608, 'pass': 0.889, 'rush': 0.252, 'firstDown': 0.549, 'secondDown': 0.614, 'thirdDown': 0.712, 'standardDowns': 0.537, 'passingDowns': 0.742}"
2024,4911971,Jahiem White,RB,West Virginia,B12,"{'overall': 0.186, 'pass': 0.048, 'rush': 0.295, 'firstDown': 0.233, 'secondDown': 0.191, 'thirdDown': 0.119, 'standardDowns': 0.215, 'passingDowns': 0.129}"
2024,4912041,Kendrick Rucker,TE,Louisiana Tech,CUSA,"{'overall': 0.014, 'pass': 0.033, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.063, 'standardDowns': 0, 'passingDowns': 0.045}"
2024,4912052,Justin Joly,TE,NC State,ACC,"{'overall': 0.057, 'pass': 0.112, 'rush': 0, 'firstDown': 0.035, 'secondDown': 0.074, 'thirdDown': 0.047, 'standardDowns': 0.048, 'passingDowns': 0.078}"
2024,4912067,Chase Sowell,WR,East Carolina,AAC,"{'overall': 0.059, 'pass': 0.117, 'rush': 0.004, 'firstDown': 0.041, 'secondDown': 0.069, 'thirdDown': 0.089, 'standardDowns': 0.043, 'passingDowns': 0.095}"
2024,4912119,Tucker Kilcrease,QB,Troy,SBC,"{'overall': 0.254, 'pass': 0.319, 'rush': 0.193, 'firstDown': 0.207, 'secondDown': 0.255, 'thirdDown': 0.307, 'standardDowns': 0.218, 'passingDowns': 0.325}"
2024,4912130,Trell Harris,WR,Virginia,ACC,"{'overall': 0.056, 'pass': 0.103, 'rush': 0, 'firstDown': 0.051, 'secondDown': 0.07, 'thirdDown': 0.019, 'standardDowns': 0.058, 'passingDowns': 0.051}"
2024,4912135,Justius Lowe,WR,Oregon,B1G,"{'overall': 0.043, 'pass': 0.082, 'rush': 0, 'firstDown': 0.067, 'secondDown': 0.022, 'thirdDown': 0.018, 'standardDowns': 0.049, 'passingDowns': 0.026}"
2024,4912164,Jordyn Williams,WR,Central Michigan,MAC,"{'overall': 0.045, 'pass': 0.084, 'rush': 0, 'firstDown': 0.045, 'secondDown': 0.048, 'thirdDown': 0.024, 'standardDowns': 0.063, 'passingDowns': 0}"
2024,4912186,Trey Johnson,WR,Bowling Green,MAC,"{'overall': 0.016, 'pass': 0.033, 'rush': 0, 'firstDown': 0, 'secondDown': 0.056, 'thirdDown': 0, 'standardDowns': 0, 'passingDowns': 0.063}"
2024,4912218,Cyrus Allen,WR,Texas A&M,SEC,"{'overall': 0.04, 'pass': 0.095, 'rush': 0, 'firstDown': 0.033, 'secondDown': 0.047, 'thirdDown': 0.049, 'standardDowns': 0.027, 'passingDowns': 0.068}"
2024,4912240,Tylan Hines,RB,Hawai'i,MWC,"{'overall': 0.081, 'pass': 0.046, 'rush': 0.144, 'firstDown': 0.087, 'secondDown': 0.102, 'thirdDown': 0.034, 'standardDowns': 0.092, 'passingDowns': 0.06}"
2024,4912254,Jordan McCants,WR,Jacksonville State,CUSA,"{'overall': 0.024, 'pass': 0.062, 'rush': 0.002, 'firstDown': 0.025, 'secondDown': 0.028, 'thirdDown': 0.017, 'standardDowns': 0.018, 'passingDowns': 0.039}"
2024,4912265,J.C. Sivley,TE,UAB,AAC,"{'overall': 0.01, 'pass': 0.016, 'rush': 0, 'firstDown': 0, 'secondDown': 0.032, 'thirdDown': 0, 'standardDowns': 0.014, 'passingDowns': 0}"
2024,4912275,Christian Washington,RB,Coastal Carolina,SBC,"{'overall': 0.16, 'pass': 0.015, 'rush': 0.265, 'firstDown': 0.2, 'secondDown': 0.158, 'thirdDown': 0.087, 'standardDowns': 0.182, 'passingDowns': 0.116}"
2024,4912281,Taven Curry,RB,UL Monroe,SBC,"{'overall': 0.078, 'pass': 0.018, 'rush': 0.113, 'firstDown': 0.055, 'secondDown': 0.048, 'thirdDown': 0.151, 'standardDowns': 0.068, 'passingDowns': 0.098}"
2024,4912286,Iverson Hooks,WR,UAB,AAC,"{'overall': 0.042, 'pass': 0.068, 'rush': 0, 'firstDown': 0.063, 'secondDown': 0.041, 'thirdDown': 0.013, 'standardDowns': 0.043, 'passingDowns': 0.041}"
2024,4912342,Wayne Knight,RB,James Madison,SBC,"{'overall': 0.102, 'pass': 0.037, 'rush': 0.158, 'firstDown': 0.095, 'secondDown': 0.131, 'thirdDown': 0.087, 'standardDowns': 0.096, 'passingDowns': 0.115}"
2024,4912346,Jayden Mines,WR,James Madison,SBC,"{'overall': 0.014, 'pass': 0, 'rush': 0.024, 'firstDown': 0.031, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.022, 'passingDowns': 0}"
2024,4912361,Devan Williams,WR,Houston,B12,"{'overall': 0.028, 'pass': 0.066, 'rush': 0.003, 'firstDown': 0.014, 'secondDown': 0.032, 'thirdDown': 0.046, 'standardDowns': 0.021, 'passingDowns': 0.042}"
2024,4912453,Lucky Sutton,RB,San Diego State,MWC,"{'overall': 0.028, 'pass': 0, 'rush': 0.059, 'firstDown': 0.011, 'secondDown': 0.031, 'thirdDown': 0.022, 'standardDowns': 0.014, 'passingDowns': 0.051}"
2024,4912647,Austin Novosad,QB,Oregon,B1G,"{'overall': 0.03, 'pass': 0.069, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.091, 'standardDowns': 0.037, 'passingDowns': 0}"
2024,4912864,Raheim Jeter,QB,East Carolina,AAC,"{'overall': 0.016, 'pass': 0, 'rush': 0.028, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.067, 'standardDowns': 0, 'passingDowns': 0.045}"
2024,4913159,Jaylen Anderson,RB,West Virginia,B12,"{'overall': 0.036, 'pass': 0.01, 'rush': 0.051, 'firstDown': 0.035, 'secondDown': 0.045, 'thirdDown': 0.033, 'standardDowns': 0.04, 'passingDowns': 0.029}"
2024,4913758,Dijon Jennings,QB,Weber State,,"{'overall': 0.036, 'pass': 0.018, 'rush': 0.054, 'firstDown': 0.043, 'secondDown': 0.041, 'thirdDown': 0.021, 'standardDowns': 0.034, 'passingDowns': 0.04}"
2024,4914830,Easton Messer,WR,Western Kentucky,CUSA,"{'overall': 0.081, 'pass': 0.136, 'rush': 0.017, 'firstDown': 0.077, 'secondDown': 0.072, 'thirdDown': 0.101, 'standardDowns': 0.071, 'passingDowns': 0.102}"
2024,4914980,Cole Turner,WR,Clemson,ACC,"{'overall': 0.031, 'pass': 0.047, 'rush': 0.013, 'firstDown': 0.026, 'secondDown': 0.039, 'thirdDown': 0.027, 'standardDowns': 0.031, 'passingDowns': 0.031}"
2024,4915376,Jackson McGohan,TE,Wisconsin,B1G,"{'overall': 0.014, 'pass': 0.031, 'rush': 0, 'firstDown': 0, 'secondDown': 0.042, 'thirdDown': 0, 'standardDowns': 0.019, 'passingDowns': 0}"
2024,4915837,Grayson Loftis,QB,Duke,ACC,"{'overall': 0.017, 'pass': 0, 'rush': 0.038, 'firstDown': 0, 'secondDown': 0.053, 'thirdDown': 0, 'standardDowns': 0.013, 'passingDowns': 0.025}"
2024,4915980,John Mateer,QB,Washington State,PAC,"{'overall': 0.655, 'pass': 0.976, 'rush': 0.358, 'firstDown': 0.551, 'secondDown': 0.726, 'thirdDown': 0.809, 'standardDowns': 0.574, 'passingDowns': 0.863}"
2024,4916306,Bobby Golden,WR,Akron,MAC,"{'overall': 0.06, 'pass': 0.1, 'rush': 0.007, 'firstDown': 0.05, 'secondDown': 0.061, 'thirdDown': 0.066, 'standardDowns': 0.053, 'passingDowns': 0.073}"
2024,4916436,E.J. Warner,QB,Rice,AAC,"{'overall': 0.627, 'pass': 0.944, 'rush': 0.095, 'firstDown': 0.513, 'secondDown': 0.697, 'thirdDown': 0.736, 'standardDowns': 0.534, 'passingDowns': 0.782}"
2024,4916460,Miles Marshall,TE,Southern Illinois,,"{'overall': 0.016, 'pass': 0.027, 'rush': 0, 'firstDown': 0, 'secondDown': 0.023, 'thirdDown': 0, 'standardDowns': 0.013, 'passingDowns': 0.02}"
2024,4916885,Jaylen Jenkins,RB,Texas State,SBC,"{'overall': 0.013, 'pass': 0, 'rush': 0.025, 'firstDown': 0.014, 'secondDown': 0.021, 'thirdDown': 0, 'standardDowns': 0.009, 'passingDowns': 0.023}"
2024,4916888,Bert Emanuel Jr.,QB,Central Michigan,MAC,"{'overall': 0.162, 'pass': 0.07, 'rush': 0.234, 'firstDown': 0.189, 'secondDown': 0.197, 'thirdDown': 0.079, 'standardDowns': 0.183, 'passingDowns': 0.121}"
2024,4916941,Coy Eakin,WR,Texas Tech,B12,"{'overall': 0.057, 'pass': 0.104, 'rush': 0, 'firstDown': 0.052, 'secondDown': 0.068, 'thirdDown': 0.053, 'standardDowns': 0.05, 'passingDowns': 0.071}"
2024,4917048,Dom Henry,WR,Florida Atlantic,AAC,"{'overall': 0.041, 'pass': 0.111, 'rush': 0, 'firstDown': 0.051, 'secondDown': 0, 'thirdDown': 0.1, 'standardDowns': 0.033, 'passingDowns': 0.071}"
2024,4917054,David Amador,WR,UTSA,AAC,"{'overall': 0.106, 'pass': 0.199, 'rush': 0.012, 'firstDown': 0.086, 'secondDown': 0.13, 'thirdDown': 0.111, 'standardDowns': 0.102, 'passingDowns': 0.115}"
2024,4917093,Ryan Staub,QB,Colorado,B12,"{'overall': 0.035, 'pass': 0.032, 'rush': 0.039, 'firstDown': 0.022, 'secondDown': 0.048, 'thirdDown': 0.047, 'standardDowns': 0.042, 'passingDowns': 0.017}"
2024,4917172,Chris Brooks Jr.,WR,Wisconsin,B1G,"{'overall': 0.018, 'pass': 0.032, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.1, 'standardDowns': 0.024, 'passingDowns': 0}"
2024,4917270,Harry Lodge,TE,Wake Forest,ACC,"{'overall': 0.019, 'pass': 0.037, 'rush': 0, 'firstDown': 0.02, 'secondDown': 0.017, 'thirdDown': 0.026, 'standardDowns': 0.018, 'passingDowns': 0.023}"
2024,4917288,Charles Kellom,RB,Akron,MAC,"{'overall': 0.141, 'pass': 0.059, 'rush': 0.257, 'firstDown': 0.18, 'secondDown': 0.125, 'thirdDown': 0.098, 'standardDowns': 0.176, 'passingDowns': 0.075}"
2024,4917296,Jacob Barrick,TE,Jacksonville State,CUSA,"{'overall': 0.014, 'pass': 0.046, 'rush': 0, 'firstDown': 0.005, 'secondDown': 0.022, 'thirdDown': 0.027, 'standardDowns': 0.007, 'passingDowns': 0.036}"
2024,4917305,Cam'Ron McCoy,QB,Jackson State,,"{'overall': 0.097, 'pass': 0.138, 'rush': 0.072, 'firstDown': 0.096, 'secondDown': 0.092, 'thirdDown': 0.109, 'standardDowns': 0.098, 'passingDowns': 0.094}"
2024,4917310,Zylan Perry,RB,Louisiana,SBC,"{'overall': 0.146, 'pass': 0.023, 'rush': 0.26, 'firstDown': 0.2, 'secondDown': 0.121, 'thirdDown': 0.086, 'standardDowns': 0.171, 'passingDowns': 0.082}"
2024,4917338,Connor Vaughn,TE,Tulsa,AAC,"{'overall': 0.016, 'pass': 0.031, 'rush': 0, 'firstDown': 0.021, 'secondDown': 0.015, 'thirdDown': 0.01, 'standardDowns': 0.017, 'passingDowns': 0.014}"
2024,4917349,Jamari Hawkins,WR,Memphis,AAC,"{'overall': 0.017, 'pass': 0.013, 'rush': 0.022, 'firstDown': 0.01, 'secondDown': 0.015, 'thirdDown': 0.027, 'standardDowns': 0.01, 'passingDowns': 0.035}"
2024,4917421,Nevan Cremascoli,QB,South Dakota,,"{'overall': 0.03, 'pass': 0.019, 'rush': 0.038, 'firstDown': 0.027, 'secondDown': 0.024, 'thirdDown': 0.056, 'standardDowns': 0.025, 'passingDowns': 0.045}"
2024,4917422,Quinn Fracassi,WR,Eastern Michigan,MAC,"{'overall': 0.013, 'pass': 0.027, 'rush': 0, 'firstDown': 0.015, 'secondDown': 0, 'thirdDown': 0.037, 'standardDowns': 0.009, 'passingDowns': 0.022}"
2024,4917427,Tanner Koziol,TE,Ball State,MAC,"{'overall': 0.126, 'pass': 0.216, 'rush': 0.003, 'firstDown': 0.122, 'secondDown': 0.132, 'thirdDown': 0.142, 'standardDowns': 0.125, 'passingDowns': 0.128}"
2024,4917436,Nick Presley,WR,Ball State,MAC,"{'overall': 0.014, 'pass': 0.02, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.059, 'standardDowns': 0, 'passingDowns': 0.04}"
2024,4917619,Khamari Anderson,TE,Kentucky,SEC,"{'overall': 0.019, 'pass': 0.038, 'rush': 0, 'firstDown': 0.025, 'secondDown': 0.012, 'thirdDown': 0.02, 'standardDowns': 0.023, 'passingDowns': 0.011}"
2024,4917621,Micah Gifford,WR,Baylor,B12,"{'overall': 0.014, 'pass': 0.036, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.067, 'standardDowns': 0, 'passingDowns': 0.038}"
2024,4917627,Dakota Williams,WR,Louisiana Tech,CUSA,"{'overall': 0.028, 'pass': 0.027, 'rush': 0.029, 'firstDown': 0.045, 'secondDown': 0.029, 'thirdDown': 0, 'standardDowns': 0.041, 'passingDowns': 0}"
2024,4917942,Frank Covey IV,WR,Northwestern,B1G,"{'overall': 0.031, 'pass': 0.058, 'rush': 0, 'firstDown': 0.024, 'secondDown': 0.042, 'thirdDown': 0.016, 'standardDowns': 0.031, 'passingDowns': 0.03}"
2024,4917945,Aidan Mizell,WR,Florida,SEC,"{'overall': 0.045, 'pass': 0.1, 'rush': 0, 'firstDown': 0.053, 'secondDown': 0.029, 'thirdDown': 0.045, 'standardDowns': 0.047, 'passingDowns': 0.04}"
2024,4917949,Quinten Joyner,RB,USC,B1G,"{'overall': 0.094, 'pass': 0.022, 'rush': 0.202, 'firstDown': 0.11, 'secondDown': 0.092, 'thirdDown': 0.067, 'standardDowns': 0.112, 'passingDowns': 0.049}"
2024,4917981,AJ Newberry,RB,Vanderbilt,SEC,"{'overall': 0.071, 'pass': 0.025, 'rush': 0.104, 'firstDown': 0.076, 'secondDown': 0.078, 'thirdDown': 0.055, 'standardDowns': 0.081, 'passingDowns': 0.05}"
2024,4918094,Damian Henderson II,RB,Colorado State,MWC,"{'overall': 0.075, 'pass': 0.026, 'rush': 0.129, 'firstDown': 0.062, 'secondDown': 0.091, 'thirdDown': 0.097, 'standardDowns': 0.091, 'passingDowns': 0.043}"
2024,4918099,Kenny Minchey,QB,Notre Dame,Ind,"{'overall': 0.043, 'pass': 0.034, 'rush': 0.049, 'firstDown': 0.057, 'secondDown': 0.043, 'thirdDown': 0, 'standardDowns': 0.065, 'passingDowns': 0}"
2024,4918103,Cam Cook,RB,TCU,B12,"{'overall': 0.175, 'pass': 0.051, 'rush': 0.337, 'firstDown': 0.186, 'secondDown': 0.218, 'thirdDown': 0.092, 'standardDowns': 0.19, 'passingDowns': 0.141}"
2024,4918105,Jaylen Johnson,RB,South Florida,AAC,"{'overall': 0.095, 'pass': 0, 'rush': 0.128, 'firstDown': 0.063, 'secondDown': 0.15, 'thirdDown': 0.111, 'standardDowns': 0.113, 'passingDowns': 0}"
2024,4918108,Jordan Napier,WR,San Diego State,MWC,"{'overall': 0.084, 'pass': 0.153, 'rush': 0.009, 'firstDown': 0.088, 'secondDown': 0.06, 'thirdDown': 0.108, 'standardDowns': 0.077, 'passingDowns': 0.096}"
2024,4918110,Roderick Robinson II,RB,Georgia,SEC,"{'overall': 0.087, 'pass': 0.047, 'rush': 0.154, 'firstDown': 0.061, 'secondDown': 0.182, 'thirdDown': 0, 'standardDowns': 0.074, 'passingDowns': 0.133}"
2024,4918111,A'Marion Peterson,RB,USC,B1G,"{'overall': 0.091, 'pass': 0.027, 'rush': 0.165, 'firstDown': 0.092, 'secondDown': 0.087, 'thirdDown': 0.069, 'standardDowns': 0.084, 'passingDowns': 0.119}"
2024,4918121,Cole Adams,WR,Alabama,SEC,"{'overall': 0.025, 'pass': 0.051, 'rush': 0, 'firstDown': 0.025, 'secondDown': 0.013, 'thirdDown': 0.049, 'standardDowns': 0.028, 'passingDowns': 0.015}"
2024,4918126,LJ Martin,RB,BYU,B12,"{'overall': 0.234, 'pass': 0.054, 'rush': 0.387, 'firstDown': 0.221, 'secondDown': 0.277, 'thirdDown': 0.186, 'standardDowns': 0.254, 'passingDowns': 0.189}"
2024,4918412,Harvey Broussard,WR,Louisiana,SBC,"{'overall': 0.041, 'pass': 0.087, 'rush': 0, 'firstDown': 0.043, 'secondDown': 0.037, 'thirdDown': 0.048, 'standardDowns': 0.038, 'passingDowns': 0.048}"
2024,4918414,Dylan Edwards,RB,Kansas State,B12,"{'overall': 0.122, 'pass': 0.06, 'rush': 0.179, 'firstDown': 0.166, 'secondDown': 0.127, 'thirdDown': 0.038, 'standardDowns': 0.14, 'passingDowns': 0.084}"
2024,4918417,Ayden Greene,WR,Virginia Tech,ACC,"{'overall': 0.049, 'pass': 0.08, 'rush': 0.024, 'firstDown': 0.051, 'secondDown': 0.046, 'thirdDown': 0.046, 'standardDowns': 0.047, 'passingDowns': 0.052}"
2024,4918421,Tiger Bachmeier,WR,Stanford,ACC,"{'overall': 0.029, 'pass': 0.05, 'rush': 0.004, 'firstDown': 0.009, 'secondDown': 0.049, 'thirdDown': 0.026, 'standardDowns': 0.021, 'passingDowns': 0.043}"
2024,4918422,Kai Black,WR,Iowa State,B12,"{'overall': 0.014, 'pass': 0.038, 'rush': 0, 'firstDown': 0.029, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.017, 'passingDowns': 0}"
2024,4918437,Christian Davis,RB,Ball State,MAC,"{'overall': 0.044, 'pass': 0.006, 'rush': 0.11, 'firstDown': 0.053, 'secondDown': 0.071, 'thirdDown': 0, 'standardDowns': 0.045, 'passingDowns': 0.044}"
2024,4920127,Marquez Taylor,RB,UTEP,CUSA,"{'overall': 0.014, 'pass': 0, 'rush': 0.029, 'firstDown': 0.034, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.024, 'passingDowns': 0}"
2024,4920135,Kalib Hicks,RB,Oklahoma,SEC,"{'overall': 0.013, 'pass': 0, 'rush': 0.034, 'firstDown': 0.033, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.02, 'passingDowns': 0}"
2024,4920140,Nathan Leacock,WR,Tennessee,SEC,"{'overall': 0.011, 'pass': 0.022, 'rush': 0, 'firstDown': 0, 'secondDown': 0.036, 'thirdDown': 0, 'standardDowns': 0, 'passingDowns': 0.048}"
2024,4920147,Paul Billups II,WR,North Carolina,ACC,"{'overall': 0.02, 'pass': 0.048, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.048, 'standardDowns': 0.007, 'passingDowns': 0.05}"
2024,4920153,William Watson III,QB,Virginia Tech,ACC,"{'overall': 0.361, 'pass': 0.648, 'rush': 0.169, 'firstDown': 0.342, 'secondDown': 0.326, 'thirdDown': 0.426, 'standardDowns': 0.313, 'passingDowns': 0.456}"
2024,4920156,Dylan Rizk,QB,UCF,B12,"{'overall': 0.344, 'pass': 0.69, 'rush': 0.087, 'firstDown': 0.281, 'secondDown': 0.333, 'thirdDown': 0.514, 'standardDowns': 0.266, 'passingDowns': 0.539}"
