season,id,name,position,team,conference,usage
2024,4565878,James Bomba,TE,Indiana,B1G,"{'overall': 0.015, 'pass': 0.048, 'rush': 0, 'firstDown': 0, 'secondDown': 0.05, 'thirdDown': 0, 'standardDowns': 0.017, 'passingDowns': 0}"
2024,4565879,Diante Vines,WR,Old Dominion,SBC,"{'overall': 0.05, 'pass': 0.11, 'rush': 0, 'firstDown': 0.019, 'secondDown': 0.074, 'thirdDown': 0.074, 'standardDowns': 0.037, 'passingDowns': 0.077}"
2024,4565889,Omarion Dollison,WR,James Madison,SBC,"{'overall': 0.054, 'pass': 0.118, 'rush': 0, 'firstDown': 0.048, 'secondDown': 0.052, 'thirdDown': 0.081, 'standardDowns': 0.049, 'passingDowns': 0.066}"
2024,4565892,Navy Shuler,QB,Tennessee,SEC,"{'overall': 0.034, 'pass': 0.052, 'rush': 0.022, 'firstDown': 0.056, 'secondDown': 0, 'thirdDown': 0.037, 'standardDowns': 0.037, 'passingDowns': 0.025}"
2024,4566153,Blaine Green,WR,Stephen F. Austin,,"{'overall': 0.07, 'pass': 0.137, 'rush': 0, 'firstDown': 0.07, 'secondDown': 0.082, 'thirdDown': 0.062, 'standardDowns': 0.062, 'passingDowns': 0.091}"
2024,4566157,Luke Floriea,WR,Kent State,MAC,"{'overall': 0.08, 'pass': 0.163, 'rush': 0.003, 'firstDown': 0.077, 'secondDown': 0.077, 'thirdDown': 0.087, 'standardDowns': 0.082, 'passingDowns': 0.077}"
2024,4566195,Marshall Lang,TE,Northwestern,B1G,"{'overall': 0.032, 'pass': 0.053, 'rush': 0.005, 'firstDown': 0.022, 'secondDown': 0.029, 'thirdDown': 0.051, 'standardDowns': 0.028, 'passingDowns': 0.039}"
2024,4566198,Lake McRee,TE,USC,B1G,"{'overall': 0.041, 'pass': 0.065, 'rush': 0.004, 'firstDown': 0.036, 'secondDown': 0.059, 'thirdDown': 0.018, 'standardDowns': 0.045, 'passingDowns': 0.033}"
2024,4566700,Brandon Niemenski,TE,Long Island University,,"{'overall': 0.028, 'pass': 0.047, 'rush': 0.011, 'firstDown': 0.012, 'secondDown': 0.052, 'thirdDown': 0, 'standardDowns': 0.025, 'passingDowns': 0.033}"
2024,4567031,Michael Kern,QB,Wake Forest,ACC,"{'overall': 0.149, 'pass': 0.25, 'rush': 0.034, 'firstDown': 0.143, 'secondDown': 0.133, 'thirdDown': 0.197, 'standardDowns': 0.129, 'passingDowns': 0.188}"
2024,4567033,Donavon Greene,WR,Wake Forest,ACC,"{'overall': 0.057, 'pass': 0.105, 'rush': 0, 'firstDown': 0.053, 'secondDown': 0.074, 'thirdDown': 0.049, 'standardDowns': 0.054, 'passingDowns': 0.065}"
2024,4567040,Cameron Hite,TE,Wake Forest,ACC,"{'overall': 0.026, 'pass': 0.052, 'rush': 0, 'firstDown': 0.028, 'secondDown': 0.022, 'thirdDown': 0.022, 'standardDowns': 0.028, 'passingDowns': 0.023}"
2024,4567044,Taylor Morin,WR,Wake Forest,ACC,"{'overall': 0.081, 'pass': 0.154, 'rush': 0.005, 'firstDown': 0.078, 'secondDown': 0.081, 'thirdDown': 0.083, 'standardDowns': 0.073, 'passingDowns': 0.1}"
2024,4567149,KJ Jefferson,QB,UCF,B12,"{'overall': 0.439, 'pass': 0.879, 'rush': 0.196, 'firstDown': 0.419, 'secondDown': 0.419, 'thirdDown': 0.507, 'standardDowns': 0.373, 'passingDowns': 0.659}"
2024,4567217,Ja'Varrius Johnson,WR,UCF,B12,"{'overall': 0.029, 'pass': 0.05, 'rush': 0.013, 'firstDown': 0.028, 'secondDown': 0.043, 'thirdDown': 0.01, 'standardDowns': 0.029, 'passingDowns': 0.028}"
2024,4567234,Tyler Fromm,TE,Georgia Southern,SBC,"{'overall': 0.032, 'pass': 0.06, 'rush': 0.003, 'firstDown': 0.034, 'secondDown': 0.036, 'thirdDown': 0.025, 'standardDowns': 0.038, 'passingDowns': 0.02}"
2024,4567235,Luke Deal,TE,Auburn,SEC,"{'overall': 0.015, 'pass': 0.029, 'rush': 0, 'firstDown': 0.02, 'secondDown': 0.015, 'thirdDown': 0, 'standardDowns': 0.013, 'passingDowns': 0.018}"
2024,4567241,Kinkead Dent,QB,UT Martin,,"{'overall': 0.423, 'pass': 0.768, 'rush': 0.138, 'firstDown': 0.325, 'secondDown': 0.431, 'thirdDown': 0.599, 'standardDowns': 0.357, 'passingDowns': 0.543}"
2024,4567244,Jadon Jackson,WR,Kansas State,B12,"{'overall': 0.037, 'pass': 0.072, 'rush': 0.006, 'firstDown': 0.041, 'secondDown': 0.021, 'thirdDown': 0.05, 'standardDowns': 0.034, 'passingDowns': 0.044}"
2024,4567253,Darion Williamson,WR,Florida State,ACC,"{'overall': 0.034, 'pass': 0.058, 'rush': 0, 'firstDown': 0.008, 'secondDown': 0.06, 'thirdDown': 0.048, 'standardDowns': 0.027, 'passingDowns': 0.045}"
2024,4567400,Nay'Quan Wright,RB,South Florida,AAC,"{'overall': 0.141, 'pass': 0.047, 'rush': 0.237, 'firstDown': 0.147, 'secondDown': 0.161, 'thirdDown': 0.107, 'standardDowns': 0.153, 'passingDowns': 0.118}"
2024,4567415,Trent Whittemore,WR,UCF,B12,"{'overall': 0.018, 'pass': 0.043, 'rush': 0, 'firstDown': 0.03, 'secondDown': 0.014, 'thirdDown': 0, 'standardDowns': 0.018, 'passingDowns': 0.017}"
2024,4567495,Quavon Beckford,WR,Tuskegee,,"{'overall': 0.014, 'pass': 0.024, 'rush': 0, 'firstDown': 0, 'secondDown': 0.045, 'thirdDown': 0, 'standardDowns': 0, 'passingDowns': 0.034}"
2024,4567507,Rodrigues Clark,RB,Southern Miss,SBC,"{'overall': 0.188, 'pass': 0.034, 'rush': 0.336, 'firstDown': 0.206, 'secondDown': 0.217, 'thirdDown': 0.128, 'standardDowns': 0.221, 'passingDowns': 0.133}"
2024,4567525,Javon Ivory,WR,South Alabama,SBC,"{'overall': 0.017, 'pass': 0.036, 'rush': 0, 'firstDown': 0.02, 'secondDown': 0.024, 'thirdDown': 0, 'standardDowns': 0.012, 'passingDowns': 0.026}"
2024,4567532,Devin Boddie Jr.,WR,Wyoming,MWC,"{'overall': 0.025, 'pass': 0.044, 'rush': 0.008, 'firstDown': 0, 'secondDown': 0.038, 'thirdDown': 0.05, 'standardDowns': 0, 'passingDowns': 0.065}"
2024,4567543,Justin Ball,TE,Mississippi State,SEC,"{'overall': 0.024, 'pass': 0.049, 'rush': 0, 'firstDown': 0.019, 'secondDown': 0.009, 'thirdDown': 0.026, 'standardDowns': 0.021, 'passingDowns': 0.031}"
2024,4567545,Jayden Harrison,WR,Notre Dame,Ind,"{'overall': 0.028, 'pass': 0.06, 'rush': 0, 'firstDown': 0.026, 'secondDown': 0.022, 'thirdDown': 0.047, 'standardDowns': 0.025, 'passingDowns': 0.033}"
2024,4567596,Christan Horn,WR,App State,SBC,"{'overall': 0.041, 'pass': 0.078, 'rush': 0, 'firstDown': 0.035, 'secondDown': 0.041, 'thirdDown': 0.061, 'standardDowns': 0.037, 'passingDowns': 0.048}"
2024,4567707,Grayson James,QB,Boston College,ACC,"{'overall': 0.488, 'pass': 0.952, 'rush': 0.115, 'firstDown': 0.27, 'secondDown': 0.562, 'thirdDown': 0.753, 'standardDowns': 0.36, 'passingDowns': 0.777}"
2024,4567736,Taji Hudson,WR,James Madison,SBC,"{'overall': 0.018, 'pass': 0.031, 'rush': 0.007, 'firstDown': 0.009, 'secondDown': 0.011, 'thirdDown': 0.05, 'standardDowns': 0.016, 'passingDowns': 0.022}"
2024,4567747,Garrett Nussmeier,QB,LSU,SEC,"{'overall': 0.615, 'pass': 0.98, 'rush': 0.061, 'firstDown': 0.563, 'secondDown': 0.581, 'thirdDown': 0.763, 'standardDowns': 0.567, 'passingDowns': 0.711}"
2024,4567750,Emeka Egbuka,WR,Ohio State,B1G,"{'overall': 0.101, 'pass': 0.196, 'rush': 0.016, 'firstDown': 0.1, 'secondDown': 0.078, 'thirdDown': 0.144, 'standardDowns': 0.101, 'passingDowns': 0.101}"
2024,4567784,Jacolby George,WR,Miami,ACC,"{'overall': 0.068, 'pass': 0.12, 'rush': 0.005, 'firstDown': 0.065, 'secondDown': 0.082, 'thirdDown': 0.055, 'standardDowns': 0.068, 'passingDowns': 0.069}"
2024,4568024,Josh Williams,RB,LSU,SEC,"{'overall': 0.168, 'pass': 0.064, 'rush': 0.325, 'firstDown': 0.174, 'secondDown': 0.17, 'thirdDown': 0.151, 'standardDowns': 0.184, 'passingDowns': 0.134}"
2024,4568075,Juan Davis,TE,Texas,SEC,"{'overall': 0.016, 'pass': 0.031, 'rush': 0, 'firstDown': 0.029, 'secondDown': 0.011, 'thirdDown': 0, 'standardDowns': 0.021, 'passingDowns': 0.006}"
2024,4568237,Matt Smith,TE,Massachusetts,Ind,"{'overall': 0.034, 'pass': 0.067, 'rush': 0, 'firstDown': 0.029, 'secondDown': 0.034, 'thirdDown': 0.053, 'standardDowns': 0.035, 'passingDowns': 0.033}"
2024,4568312,Jordan Houston,RB,Marshall,SBC,"{'overall': 0.153, 'pass': 0.045, 'rush': 0.229, 'firstDown': 0.196, 'secondDown': 0.148, 'thirdDown': 0.081, 'standardDowns': 0.171, 'passingDowns': 0.111}"
2024,4568316,DeMarcus Jones II,RB,NC State,ACC,"{'overall': 0.058, 'pass': 0.031, 'rush': 0.081, 'firstDown': 0.059, 'secondDown': 0.043, 'thirdDown': 0.1, 'standardDowns': 0.038, 'passingDowns': 0.118}"
2024,4568336,Zach Gibson,QB,Georgia State,SBC,"{'overall': 0.475, 'pass': 0.658, 'rush': 0.2, 'firstDown': 0.348, 'secondDown': 0.542, 'thirdDown': 0.625, 'standardDowns': 0.388, 'passingDowns': 0.656}"
2024,4568406,Calvin Hill,RB,Houston Christian,,"{'overall': 0.12, 'pass': 0.009, 'rush': 0.226, 'firstDown': 0.169, 'secondDown': 0.098, 'thirdDown': 0.067, 'standardDowns': 0.159, 'passingDowns': 0.056}"
2024,4568411,Cornelious Brown,QB,Alabama A&M,,"{'overall': 0.281, 'pass': 0.484, 'rush': 0.099, 'firstDown': 0.243, 'secondDown': 0.287, 'thirdDown': 0.378, 'standardDowns': 0.238, 'passingDowns': 0.379}"
2024,4568421,Darius Lewis,WR,North Greenville,,"{'overall': 0.015, 'pass': 0.038, 'rush': 0, 'firstDown': 0.038, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.024, 'passingDowns': 0}"
2024,4568425,Beau Johnson,TE,Georgia Southern,SBC,"{'overall': 0.026, 'pass': 0.052, 'rush': 0, 'firstDown': 0.025, 'secondDown': 0.036, 'thirdDown': 0.015, 'standardDowns': 0.032, 'passingDowns': 0.011}"
2024,4568443,J'Wan Evans,RB,Northern Arizona,,"{'overall': 0.099, 'pass': 0.031, 'rush': 0.159, 'firstDown': 0.099, 'secondDown': 0.114, 'thirdDown': 0.074, 'standardDowns': 0.102, 'passingDowns': 0.092}"
2024,4568490,RJ Harvey,RB,UCF,B12,"{'overall': 0.303, 'pass': 0.054, 'rush': 0.476, 'firstDown': 0.381, 'secondDown': 0.262, 'thirdDown': 0.205, 'standardDowns': 0.353, 'passingDowns': 0.173}"
2024,4568649,Ethan Hall,TE,Tulsa,AAC,"{'overall': 0.021, 'pass': 0.031, 'rush': 0.009, 'firstDown': 0.011, 'secondDown': 0.026, 'thirdDown': 0.018, 'standardDowns': 0.026, 'passingDowns': 0.012}"
2024,4568658,Daniel Carter,RB,Pittsburgh,ACC,"{'overall': 0.049, 'pass': 0.009, 'rush': 0.113, 'firstDown': 0.052, 'secondDown': 0.065, 'thirdDown': 0.02, 'standardDowns': 0.055, 'passingDowns': 0.037}"
2024,4568687,Sincere Brown,WR,Campbell,,"{'overall': 0.081, 'pass': 0.17, 'rush': 0, 'firstDown': 0.071, 'secondDown': 0.075, 'thirdDown': 0.118, 'standardDowns': 0.076, 'passingDowns': 0.091}"
2024,4568694,Daniel Hishaw Jr.,RB,Kansas,B12,"{'overall': 0.129, 'pass': 0.015, 'rush': 0.212, 'firstDown': 0.136, 'secondDown': 0.119, 'thirdDown': 0.134, 'standardDowns': 0.138, 'passingDowns': 0.106}"
2024,4569001,Cameron Ross,WR,James Madison,SBC,"{'overall': 0.056, 'pass': 0.11, 'rush': 0.01, 'firstDown': 0.054, 'secondDown': 0.052, 'thirdDown': 0.071, 'standardDowns': 0.047, 'passingDowns': 0.076}"
2024,4569013,Jacob Flynn,WR,Stonehill,,"{'overall': 0.033, 'pass': 0.068, 'rush': 0.006, 'firstDown': 0.028, 'secondDown': 0.035, 'thirdDown': 0.029, 'standardDowns': 0.023, 'passingDowns': 0.051}"
2024,4569086,Charles Ross,WR,USC,B1G,"{'overall': 0.011, 'pass': 0.021, 'rush': 0, 'firstDown': 0.02, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.013, 'passingDowns': 0}"
2024,4569181,Kyle Maxwell,WR,Washington State,PAC,"{'overall': 0.02, 'pass': 0.042, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.125, 'standardDowns': 0, 'passingDowns': 0.083}"
2024,4569184,Trenton Bourguet,QB,Arizona State,B12,"{'overall': 0.047, 'pass': 0.12, 'rush': 0, 'firstDown': 0.031, 'secondDown': 0.05, 'thirdDown': 0, 'standardDowns': 0.061, 'passingDowns': 0}"
2024,4569262,Alex Honig,TE,UConn,Ind,"{'overall': 0.03, 'pass': 0.071, 'rush': 0, 'firstDown': 0.045, 'secondDown': 0.03, 'thirdDown': 0, 'standardDowns': 0.043, 'passingDowns': 0}"
2024,4569281,Nick Rempert,WR,North Texas,AAC,"{'overall': 0.025, 'pass': 0.033, 'rush': 0.01, 'firstDown': 0.033, 'secondDown': 0.006, 'thirdDown': 0.041, 'standardDowns': 0.028, 'passingDowns': 0.017}"
2024,4569343,Rahmon Hart Jr.,WR,Stony Brook,,"{'overall': 0.013, 'pass': 0.029, 'rush': 0, 'firstDown': 0.01, 'secondDown': 0.026, 'thirdDown': 0, 'standardDowns': 0.017, 'passingDowns': 0}"
2024,4569372,Dalevon Campbell,WR,South Carolina,SEC,"{'overall': 0.023, 'pass': 0.053, 'rush': 0, 'firstDown': 0.02, 'secondDown': 0.038, 'thirdDown': 0.01, 'standardDowns': 0.018, 'passingDowns': 0.035}"
2024,4569414,Chase Artopoeus,QB,Chattanooga,,"{'overall': 0.409, 'pass': 0.849, 'rush': 0.081, 'firstDown': 0.35, 'secondDown': 0.447, 'thirdDown': 0.477, 'standardDowns': 0.351, 'passingDowns': 0.529}"
2024,4569422,Christian Grubb,RB,Portland State,,"{'overall': 0.041, 'pass': 0.005, 'rush': 0.064, 'firstDown': 0.053, 'secondDown': 0.035, 'thirdDown': 0.029, 'standardDowns': 0.052, 'passingDowns': 0.018}"
2024,4569431,Mike Martinez,TE,Idaho,,"{'overall': 0.038, 'pass': 0.099, 'rush': 0, 'firstDown': 0.036, 'secondDown': 0.026, 'thirdDown': 0.068, 'standardDowns': 0.03, 'passingDowns': 0.058}"
2024,4569452,Winston Wright,WR,East Carolina,AAC,"{'overall': 0.088, 'pass': 0.143, 'rush': 0.033, 'firstDown': 0.105, 'secondDown': 0.073, 'thirdDown': 0.071, 'standardDowns': 0.085, 'passingDowns': 0.096}"
2024,4569481,Anthony Watkins,RB,Tulsa,AAC,"{'overall': 0.127, 'pass': 0.035, 'rush': 0.224, 'firstDown': 0.161, 'secondDown': 0.124, 'thirdDown': 0.08, 'standardDowns': 0.147, 'passingDowns': 0.089}"
2024,4569507,Cade McDonald,WR,Miami (OH),MAC,"{'overall': 0.096, 'pass': 0.178, 'rush': 0.003, 'firstDown': 0.093, 'secondDown': 0.119, 'thirdDown': 0.072, 'standardDowns': 0.09, 'passingDowns': 0.108}"
2024,4569508,Evan Morris,TE,UCF,B12,"{'overall': 0.012, 'pass': 0.024, 'rush': 0, 'firstDown': 0.015, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.009, 'passingDowns': 0.02}"
2024,4569535,Jacob Clark,QB,Missouri State,,"{'overall': 0.584, 'pass': 0.936, 'rush': 0.145, 'firstDown': 0.462, 'secondDown': 0.63, 'thirdDown': 0.794, 'standardDowns': 0.49, 'passingDowns': 0.785}"
2024,4569547,Nick Kallerup,TE,Minnesota,B1G,"{'overall': 0.025, 'pass': 0.046, 'rush': 0, 'firstDown': 0.01, 'secondDown': 0.04, 'thirdDown': 0.022, 'standardDowns': 0.01, 'passingDowns': 0.053}"
2024,4569557,Miki Suguturaga,TE,Utah,B12,"{'overall': 0.016, 'pass': 0.038, 'rush': 0, 'firstDown': 0.033, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.02, 'passingDowns': 0}"
2024,4569594,Cameron Davis,RB,Washington,B1G,"{'overall': 0.087, 'pass': 0.034, 'rush': 0.15, 'firstDown': 0.098, 'secondDown': 0.077, 'thirdDown': 0.071, 'standardDowns': 0.104, 'passingDowns': 0.037}"
2024,4569598,Dylan Morris,QB,James Madison,SBC,"{'overall': 0.016, 'pass': 0.031, 'rush': 0, 'firstDown': 0, 'secondDown': 0.05, 'thirdDown': 0, 'standardDowns': 0.021, 'passingDowns': 0}"
2024,4569615,Thomas Gordon,TE,Northwestern,B1G,"{'overall': 0.036, 'pass': 0.066, 'rush': 0, 'firstDown': 0.028, 'secondDown': 0.038, 'thirdDown': 0.054, 'standardDowns': 0.031, 'passingDowns': 0.046}"
2024,4569653,Shane Calhoun,TE,Texas A&M,SEC,"{'overall': 0.016, 'pass': 0.038, 'rush': 0, 'firstDown': 0.022, 'secondDown': 0.017, 'thirdDown': 0, 'standardDowns': 0.021, 'passingDowns': 0}"
2024,4569727,Louis Hansen,TE,UConn,Ind,"{'overall': 0.038, 'pass': 0.084, 'rush': 0, 'firstDown': 0.037, 'secondDown': 0.048, 'thirdDown': 0.028, 'standardDowns': 0.038, 'passingDowns': 0.038}"
2024,4569896,Alex Brown,WR,Wyoming,MWC,"{'overall': 0.015, 'pass': 0.033, 'rush': 0, 'firstDown': 0.039, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.024, 'passingDowns': 0}"
2024,4569948,Keanu Hill,TE,BYU,B12,"{'overall': 0.03, 'pass': 0.059, 'rush': 0, 'firstDown': 0.03, 'secondDown': 0.014, 'thirdDown': 0.04, 'standardDowns': 0.028, 'passingDowns': 0.035}"
2024,4569988,Enoch Nawahine,RB,BYU,B12,"{'overall': 0.098, 'pass': 0.007, 'rush': 0.167, 'firstDown': 0.107, 'secondDown': 0.113, 'thirdDown': 0.051, 'standardDowns': 0.11, 'passingDowns': 0.076}"
2024,4570037,Terrance Ferguson,TE,Oregon,B1G,"{'overall': 0.062, 'pass': 0.122, 'rush': 0, 'firstDown': 0.059, 'secondDown': 0.047, 'thirdDown': 0.076, 'standardDowns': 0.06, 'passingDowns': 0.067}"
2024,4570038,Sam Hart,TE,Colorado,B12,"{'overall': 0.013, 'pass': 0.021, 'rush': 0, 'firstDown': 0, 'secondDown': 0.02, 'thirdDown': 0.034, 'standardDowns': 0.011, 'passingDowns': 0.019}"
2024,4570045,John Dunmore,WR,Towson,,"{'overall': 0.061, 'pass': 0.11, 'rush': 0.01, 'firstDown': 0.052, 'secondDown': 0.061, 'thirdDown': 0.084, 'standardDowns': 0.049, 'passingDowns': 0.093}"
2024,4570048,Michael Johnson Jr.,QB,Syracuse,ACC,"{'overall': 0.076, 'pass': 0.088, 'rush': 0.057, 'firstDown': 0.023, 'secondDown': 0.067, 'thirdDown': 0.176, 'standardDowns': 0.032, 'passingDowns': 0.167}"
2024,4570057,Cole Snyder,QB,Eastern Michigan,MAC,"{'overall': 0.611, 'pass': 0.936, 'rush': 0.246, 'firstDown': 0.589, 'secondDown': 0.59, 'thirdDown': 0.71, 'standardDowns': 0.547, 'passingDowns': 0.748}"
2024,4570071,Julius Davis,RB,Montana State,,"{'overall': 0.171, 'pass': 0, 'rush': 0.245, 'firstDown': 0.2, 'secondDown': 0.211, 'thirdDown': 0.063, 'standardDowns': 0.198, 'passingDowns': 0.104}"
2024,4570088,Connor Genal,QB,Morehead State,,"{'overall': 0.369, 'pass': 0.701, 'rush': 0.089, 'firstDown': 0.296, 'secondDown': 0.321, 'thirdDown': 0.553, 'standardDowns': 0.278, 'passingDowns': 0.493}"
2024,4570115,Samario Rudolph,WR,Jacksonville State,CUSA,"{'overall': 0.023, 'pass': 0.064, 'rush': 0.008, 'firstDown': 0.018, 'secondDown': 0.027, 'thirdDown': 0.031, 'standardDowns': 0.019, 'passingDowns': 0.037}"
2024,4570132,Ryan Davis,WR,New Mexico,MWC,"{'overall': 0.074, 'pass': 0.149, 'rush': 0.003, 'firstDown': 0.103, 'secondDown': 0.052, 'thirdDown': 0.048, 'standardDowns': 0.071, 'passingDowns': 0.082}"
2024,4570154,Preston Brown,QB,Catawba,,"{'overall': 0.667, 'pass': 1, 'rush': 0.13, 'firstDown': 0.571, 'secondDown': 0.579, 'thirdDown': 1, 'standardDowns': 0.564, 'passingDowns': 0.857}"
2024,4570190,Jake Bailey,WR,SMU,ACC,"{'overall': 0.04, 'pass': 0.102, 'rush': 0, 'firstDown': 0.032, 'secondDown': 0.033, 'thirdDown': 0.076, 'standardDowns': 0.024, 'passingDowns': 0.077}"
2024,4570218,Jonah Panoke,WR,Hawai'i,MWC,"{'overall': 0.049, 'pass': 0.077, 'rush': 0, 'firstDown': 0.064, 'secondDown': 0.035, 'thirdDown': 0.037, 'standardDowns': 0.055, 'passingDowns': 0.036}"
2024,4570242,Nick Nash,WR,San José State,MWC,"{'overall': 0.136, 'pass': 0.211, 'rush': 0.007, 'firstDown': 0.136, 'secondDown': 0.117, 'thirdDown': 0.178, 'standardDowns': 0.142, 'passingDowns': 0.125}"
2024,4570250,Trevor Wilson,WR,Kansas,B12,"{'overall': 0.039, 'pass': 0.074, 'rush': 0.016, 'firstDown': 0.042, 'secondDown': 0.049, 'thirdDown': 0.018, 'standardDowns': 0.035, 'passingDowns': 0.049}"
2024,4570259,Daniel Richardson,QB,Florida A&M,,"{'overall': 0.47, 'pass': 0.79, 'rush': 0.103, 'firstDown': 0.413, 'secondDown': 0.456, 'thirdDown': 0.614, 'standardDowns': 0.434, 'passingDowns': 0.536}"
2024,4570270,Adam Jones,WR,Arkansas State,SBC,"{'overall': 0.033, 'pass': 0.064, 'rush': 0, 'firstDown': 0.018, 'secondDown': 0.052, 'thirdDown': 0.03, 'standardDowns': 0.025, 'passingDowns': 0.05}"
2024,4570286,Tyler Foster,TE,Oklahoma State,B12,"{'overall': 0.014, 'pass': 0.026, 'rush': 0, 'firstDown': 0, 'secondDown': 0.043, 'thirdDown': 0, 'standardDowns': 0.007, 'passingDowns': 0.031}"
2024,4570296,Dalen Cambre,WR,Louisiana,SBC,"{'overall': 0.028, 'pass': 0.061, 'rush': 0, 'firstDown': 0.012, 'secondDown': 0.036, 'thirdDown': 0.057, 'standardDowns': 0.016, 'passingDowns': 0.058}"
2024,4570309,Justin Stephens,TE,Toledo,MAC,"{'overall': 0.014, 'pass': 0.037, 'rush': 0, 'firstDown': 0, 'secondDown': 0.04, 'thirdDown': 0, 'standardDowns': 0, 'passingDowns': 0.071}"
2024,4570507,Devin Voisin,WR,South Alabama,SBC,"{'overall': 0.039, 'pass': 0.082, 'rush': 0, 'firstDown': 0.047, 'secondDown': 0.028, 'thirdDown': 0.043, 'standardDowns': 0.043, 'passingDowns': 0.028}"
2024,4570516,Joshua Carter,RB,Eastern Kentucky,,"{'overall': 0.3, 'pass': 0.061, 'rush': 0.471, 'firstDown': 0.348, 'secondDown': 0.333, 'thirdDown': 0.155, 'standardDowns': 0.344, 'passingDowns': 0.192}"
2024,4570554,Chandler Rogers,QB,California,ACC,"{'overall': 0.09, 'pass': 0.087, 'rush': 0.093, 'firstDown': 0.059, 'secondDown': 0.08, 'thirdDown': 0.15, 'standardDowns': 0.055, 'passingDowns': 0.155}"
2024,4570580,Sean Brown,TE,Jacksonville State,CUSA,"{'overall': 0.021, 'pass': 0.064, 'rush': 0, 'firstDown': 0.004, 'secondDown': 0.034, 'thirdDown': 0.041, 'standardDowns': 0.016, 'passingDowns': 0.034}"
2024,4570636,Malick Meiga,WR,Coastal Carolina,SBC,"{'overall': 0.022, 'pass': 0.052, 'rush': 0, 'firstDown': 0.021, 'secondDown': 0.019, 'thirdDown': 0.034, 'standardDowns': 0.019, 'passingDowns': 0.027}"
2024,4570667,Terez Traynor,WR,Charlotte,AAC,"{'overall': 0.019, 'pass': 0.037, 'rush': 0, 'firstDown': 0.023, 'secondDown': 0, 'thirdDown': 0.037, 'standardDowns': 0.014, 'passingDowns': 0.028}"
2024,4570667,Terez Traynor,WR,Charlotte,,"{'overall': 0.019, 'pass': 0.037, 'rush': 0, 'firstDown': 0.023, 'secondDown': 0, 'thirdDown': 0.037, 'standardDowns': 0.014, 'passingDowns': 0.028}"
2024,4570683,Kam Brown,WR,Purdue,B1G,"{'overall': 0.018, 'pass': 0.033, 'rush': 0, 'firstDown': 0, 'secondDown': 0.036, 'thirdDown': 0.024, 'standardDowns': 0.01, 'passingDowns': 0.032}"
2024,4570738,Ke'Shawn Williams,WR,Indiana,B1G,"{'overall': 0.056, 'pass': 0.119, 'rush': 0.005, 'firstDown': 0.045, 'secondDown': 0.071, 'thirdDown': 0.067, 'standardDowns': 0.049, 'passingDowns': 0.075}"
2024,4570740,Bryce Butler,TE,Ohio,MAC,"{'overall': 0.014, 'pass': 0.038, 'rush': 0, 'firstDown': 0.03, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.019, 'passingDowns': 0}"
2024,4570743,Santino Marucci,QB,New Mexico State,CUSA,"{'overall': 0.284, 'pass': 0.56, 'rush': 0.093, 'firstDown': 0.228, 'secondDown': 0.258, 'thirdDown': 0.446, 'standardDowns': 0.234, 'passingDowns': 0.393}"
2024,4570839,Jaelin Benefield,RB,Southern Illinois,,"{'overall': 0.09, 'pass': 0.02, 'rush': 0.157, 'firstDown': 0.099, 'secondDown': 0.132, 'thirdDown': 0.021, 'standardDowns': 0.103, 'passingDowns': 0.068}"
2024,4570846,Anthony Manaves,TE,Eastern Illinois,,"{'overall': 0.03, 'pass': 0.045, 'rush': 0, 'firstDown': 0.029, 'secondDown': 0.018, 'thirdDown': 0.029, 'standardDowns': 0.018, 'passingDowns': 0.051}"
2024,4570921,Ryan Simpson,WR,Montana,,"{'overall': 0.015, 'pass': 0.03, 'rush': 0, 'firstDown': 0.022, 'secondDown': 0.015, 'thirdDown': 0, 'standardDowns': 0.014, 'passingDowns': 0.019}"
2024,4571021,Shamar Garrett,RB,Utah Tech,,"{'overall': 0.093, 'pass': 0.124, 'rush': 0.048, 'firstDown': 0.112, 'secondDown': 0.101, 'thirdDown': 0.046, 'standardDowns': 0.1, 'passingDowns': 0.081}"
2024,4571070,Hayes Sutton,WR,Middle Tennessee,CUSA,"{'overall': 0.033, 'pass': 0.055, 'rush': 0, 'firstDown': 0.026, 'secondDown': 0.021, 'thirdDown': 0.052, 'standardDowns': 0.033, 'passingDowns': 0.034}"
2024,4571076,Da'Shon Davis,WR,Tennessee State,,"{'overall': 0.029, 'pass': 0.055, 'rush': 0, 'firstDown': 0.026, 'secondDown': 0.034, 'thirdDown': 0.026, 'standardDowns': 0.025, 'passingDowns': 0.038}"
2024,4571114,JJ Jenkins,WR,Buffalo,MAC,"{'overall': 0.059, 'pass': 0.136, 'rush': 0, 'firstDown': 0.059, 'secondDown': 0.076, 'thirdDown': 0.039, 'standardDowns': 0.059, 'passingDowns': 0.058}"
2024,4571178,William Enneking,TE,Butler,,"{'overall': 0.035, 'pass': 0.085, 'rush': 0, 'firstDown': 0.03, 'secondDown': 0.03, 'thirdDown': 0.047, 'standardDowns': 0.026, 'passingDowns': 0.061}"
