id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,opponent_talent,opponent_talent_tier,talent_difference,opponent_conference,opponent_classification,opponent_capacity,opponent_grass,opponent_dome,opponent_latitude,opponent_longitude,opponent_elevation,opponent_year_constructed,historical_tennessee_wins,historical_opponent_wins,historical_ties,historical_total_games,historical_tennessee_win_pct,is_sec_opponent,is_power5_opponent,is_fcs_opponent,venue_age,has_historical_rivalry,tennessee_won,tennessee_point_differential,is_home_game,talent_home_interaction,talent_week_interaction,historical_home_interaction,talent_squared,week_squared,attendance_squared,talent_ratio,historical_ratio,capacity_ratio,opponent_tier_encoded,is_early_season,is_mid_season,is_late_season,is_postseason,tennessee_points_rolling,opponent_points_rolling,distance_from_tennessee,is_cold_weather,is_warm_weather,is_modern_venue,is_old_venue,conference_strength
401520333,2023,8,regular,2023-10-21T19:30:00.000Z,False,True,False,True,100077.0,3657,Bryant-Denny Stadium,333,Alabama,fbs,SEC,34,"[0, 7, 17, 10]",0.9222522399569928,1966,1989,2633,Tennessee,fbs,SEC,20,"[13, 7, 0, 0]",0.0777477600430072,1902.0,1879.0,5.8723324465,,,950,Elite,-90,SEC,fbs,,,,,,,,15,45,2,62,0.24193548387096775,True,True,False,23,True,False,-14,False,0,7600,0.0,902500,64,10015405929.0,1.1163337250293772,0.23809523809523808,,5,False,True,False,False,4.666666666666667,833.3333333333334,,False,False,False,False,0.9
401520353,2023,9,regular,2023-10-28T23:00:00.000Z,False,True,False,True,61665.0,3683,Kroger Field,96,Kentucky,fbs,SEC,27,"[0, 17, 7, 3]",0.1207265435092687,1591,1600,2633,Tennessee,fbs,SEC,33,"[10, 13, 3, 7]",0.8792734564907313,1879.0,1870.0,6.6269983796,,,750,Average,110,SEC,fbs,,,,,,,,35,15,0,50,0.7,True,True,False,23,True,True,6,False,0,6750,0.0,562500,81,3802572225.0,0.881316098707403,0.6862745098039216,,3,False,True,False,False,-0.3333333333333333,843.3333333333334,,False,False,False,False,0.9
401520377,2023,10,regular,2023-11-04T16:00:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,59,"[14, 21, 21, 3]",0.998967252274206,1870,1948,41,UConn,fbs,FBS Independents,3,"[3, 0, 0, 0]",0.0010327477257939,1187.0,1109.0,4.7489806381,,,550,FCS,310,FBS Independents,fbs,,,,,,,,0,0,0,0,0.0,False,False,False,23,False,True,56,True,550,5500,0.0,302500,100,10386667225.0,0.6462984723854289,0.0,,1,False,False,True,False,16.0,750.0,,False,False,False,False,0.6
401520391,2023,11,regular,2023-11-11T20:30:00.000Z,False,True,False,True,62621.0,3838,Memorial Stadium,142,Missouri,fbs,SEC,36,"[0, 13, 9, 14]",0.9984466978462764,1643,1761,2633,Tennessee,fbs,SEC,7,"[0, 7, 0, 0]",0.0015533021537237,1948.0,1830.0,4.8016436885,,,740,Average,120,SEC,fbs,,,,,,,,8,12,0,20,0.4,True,True,False,23,True,False,-29,False,0,8140,0.0,547600,121,3921389641.0,0.8695652173913043,0.38095238095238093,,3,False,False,True,False,11.0,680.0,,False,False,False,False,0.9
401520419,2023,12,regular,2023-11-18T20:30:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,10,"[7, 3, 0, 0]",0.0016689121047523,1830,1787,61,Georgia,fbs,SEC,38,"[10, 14, 14, 0]",0.9983310878952476,2115.0,2158.0,2.0415694144,,,960,Elite,-100,SEC,fbs,,,,,,,,12,38,1,51,0.23529411764705882,True,True,False,23,True,False,-28,True,960,11520,0.23529411764705882,921600,144,10386667225.0,1.128084606345476,0.23076923076923078,,5,False,False,True,False,-0.3333333333333333,750.0,,False,False,False,False,0.9
401520442,2023,13,regular,2023-11-25T20:30:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,48,"[14, 17, 14, 3]",0.993727541165205,1787,1786,238,Vanderbilt,fbs,SEC,24,"[7, 3, 0, 14]",0.0062724588347949,1175.0,1176.0,5.8917547354,,,650,Weak,210,SEC,fbs,,,,,,,,40,10,0,50,0.8,True,True,False,23,True,True,24,True,650,8450,0.8,422500,169,10386667225.0,0.763807285546416,0.7843137254901961,,2,False,False,True,False,-11.0,783.3333333333334,,False,False,False,False,0.9
401628330,2024,1,regular,2024-08-31T16:45:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,69,"[24, 21, 10, 14]",0.9989676752583596,1751,1751,236,Chattanooga,fcs,Southern,3,"[0, 0, 3, 0]",0.0010323247416405,,,2.0752113158,,,380,FCS,490,Southern,fcs,,,,,,,,0,0,0,0,0.0,False,False,False,24,False,True,66,True,380,380,0.0,144400,1,10386667225.0,0.44653349001175086,0.0,,1,True,False,False,False,66.0,380.0,,False,False,False,False,0.2
401677177,2024,1,postseason,2024-12-22T01:00:00.000Z,False,True,False,False,102819.0,3861,Ohio Stadium,194,Ohio State,fbs,Big Ten,42,"[21, 0, 14, 7]",0.9989018538173468,2099,2147,2633,Tennessee,fbs,SEC,17,"[0, 10, 0, 7]",0.0010981461826532,1963.0,1915.0,3.1029131242,,College Football Playoff First Round Game Presented by Allstate,940,Elite,-70,Big Ten,fbs,,,,,,,,1,2,0,3,0.3333333333333333,False,True,False,24,False,False,-25,False,0,940,0.0,883600,1,10571746761.0,1.1045828437132785,0.25,,5,True,False,False,True,20.5,660.0,,False,False,False,False,0.85
401628346,2024,2,regular,2024-09-07T23:30:00.000Z,False,True,True,False,72730.0,3628,Bank of America Stadium,152,NC State,fbs,ACC,10,"[0, 3, 7, 0]",0.0013081611453792,1606,1512,2633,Tennessee,fbs,SEC,51,"[7, 13, 17, 14]",0.9986918388546208,1751.0,1845.0,2.6876723747,,Duke’s Mayo Classic,760,Average,110,ACC,fbs,,,,,,,,2,1,0,3,0.6666666666666666,False,True,False,24,False,True,41,False,0,1520,0.0,577600,4,5289652900.0,0.8930669800235017,0.5,,3,True,False,False,False,27.333333333333332,693.3333333333334,,False,False,False,False,0.75
401628360,2024,3,regular,2024-09-14T23:45:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,71,"[37, 28, 3, 3]",0.9989675661261332,1845,1964,2309,Kent State,fbs,Mid-American,0,"[0, 0, 0, 0]",0.0010324338738667,1108.0,989.0,2.464570702,,,590,FCS,280,Mid-American,fbs,,,,,,,,0,0,0,0,0.0,False,False,False,24,False,True,71,True,590,1770,0.0,348100,9,10386667225.0,0.6933019976498237,0.0,,1,True,False,False,False,29.0,763.3333333333334,,False,False,False,False,0.5
401628369,2024,4,regular,2024-09-21T23:30:00.000Z,False,True,False,True,84701.0,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,fbs,SEC,15,"[3, 0, 0, 12]",0.0901736935837856,1848,1837,2633,Tennessee,fbs,SEC,25,"[10, 9, 3, 3]",0.9098263064162144,1964.0,1975.0,4.1458506038,,,880,Strong,-10,SEC,fbs,,,,,,,,3,2,0,5,0.6,True,True,False,24,False,True,10,False,0,3520,0.0,774400,16,7174259401.0,1.0340775558166861,0.5,,4,True,False,False,False,40.666666666666664,743.3333333333334,,False,False,False,False,0.9
401628379,2024,6,regular,2024-10-05T23:30:00.000Z,False,True,False,True,75573.0,3887,Razorback Stadium,8,Arkansas,fbs,SEC,19,"[3, 0, 7, 9]",0.853422504219712,1485,1513,2633,Tennessee,fbs,SEC,14,"[0, 0, 14, 0]",0.146577495780288,1975.0,1947.0,9.4409572777,,,730,Average,140,SEC,fbs,,,,,,,,15,10,0,25,0.6,True,True,False,24,True,False,-5,False,0,4380,0.0,532900,36,5711278329.0,0.8578143360752056,0.5769230769230769,,3,False,True,False,False,25.333333333333332,733.3333333333334,,False,False,False,False,0.9
401628391,2024,7,regular,2024-10-12T23:00:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,23,"[0, 0, 10, 7, 6]",0.7931088508179842,1947,1936,57,Florida,fbs,SEC,17,"[3, 0, 7, 7, 0]",0.2068911491820158,1537.0,1548.0,7.2760140012,,,820,Strong,50,SEC,fbs,,,,,,,,20,30,0,50,0.4,True,True,False,24,True,True,6,True,820,5740,0.4,672400,49,10386667225.0,0.963572267920094,0.39215686274509803,,4,False,True,False,False,3.6666666666666665,810.0,,False,False,False,False,0.9
401628397,2024,8,regular,2024-10-19T19:30:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,24,"[0, 0, 14, 10]",0.93418705022276,1936,1950,333,Alabama,fbs,SEC,17,"[0, 7, 3, 7]",0.06581294977724,2010.0,1996.0,9.9902493945,,,950,Elite,-80,SEC,fbs,,,,,,,,15,45,2,62,0.24193548387096775,True,True,False,24,True,True,7,True,950,7600,0.24193548387096775,902500,64,10386667225.0,1.1163337250293772,0.23809523809523808,,5,False,True,False,False,2.6666666666666665,833.3333333333334,,False,False,False,False,0.9
401628412,2024,10,regular,2024-11-02T23:45:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,28,"[0, 7, 14, 7]",0.957040303957247,1950,1939,96,Kentucky,fbs,SEC,18,"[7, 3, 0, 8]",0.0429596960427529,1526.0,1537.0,8.1829708813,,,750,Average,120,SEC,fbs,,,,,,,,35,15,0,50,0.7,True,True,False,24,True,True,10,True,750,7500,0.7,562500,100,10386667225.0,0.881316098707403,0.6862745098039216,,3,False,False,True,False,7.666666666666667,840.0,,False,False,False,False,0.9
401628416,2024,11,regular,2024-11-10T00:00:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,33,"[7, 13, 10, 3]",0.9685622489341696,1939,1930,344,Mississippi State,fbs,SEC,14,"[0, 7, 7, 0]",0.0314377510658304,1353.0,1362.0,8.3072896155,,,750,Average,120,SEC,fbs,,,,,,,,20,15,0,35,0.5714285714285714,True,True,False,24,True,True,19,True,750,8250,0.5714285714285714,562500,121,10386667225.0,0.881316098707403,0.5555555555555556,,3,False,False,True,False,12.0,816.6666666666666,,False,False,False,False,0.9
401628421,2024,12,regular,2024-11-17T00:30:00.000Z,False,True,False,True,93033.0,3917,Sanford Stadium,61,Georgia,fbs,SEC,31,"[0, 17, 7, 7]",0.9403962789332208,2007,2029,2633,Tennessee,fbs,SEC,17,"[10, 7, 0, 0]",0.0596037210667791,1930.0,1908.0,6.9384073058,,,960,Elite,-90,SEC,fbs,,,,,,,,12,38,1,51,0.23529411764705882,True,True,False,24,True,False,-14,False,0,11520,0.0,921600,144,8655139089.0,1.128084606345476,0.23076923076923078,,5,False,False,True,False,5.0,820.0,,False,False,False,False,0.9
401628435,2024,13,regular,2024-11-23T18:00:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,56,"[0, 28, 21, 7]",0.9986035506607548,1908,1979,2638,UTEP,fbs,Conference USA,0,"[0, 0, 0, 0]",0.001396449339245,1165.0,1094.0,5.7425869558,,,570,FCS,300,Conference USA,fbs,,,,,,,,0,0,0,0,0.0,False,False,False,24,False,True,56,True,570,7410,0.0,324900,169,10386667225.0,0.6698002350176263,0.0,,1,False,False,True,False,20.333333333333332,760.0,,False,False,False,False,0.4
401628446,2024,14,regular,2024-11-30T17:00:00.000Z,False,True,False,True,28934.0,3973,FirstBank Stadium,238,Vanderbilt,fbs,SEC,23,"[17, 0, 0, 6]",0.0007556686111774,1453,1469,2633,Tennessee,fbs,SEC,36,"[7, 17, 9, 3]",0.9992443313888226,1979.0,1963.0,3.8925994934,,,650,Weak,220,SEC,fbs,,,,,,,,40,10,0,50,0.8,True,True,False,24,True,True,13,False,0,9100,0.0,422500,196,837176356.0,0.763807285546416,0.7843137254901961,,2,False,False,True,False,18.333333333333332,726.6666666666666,,False,False,False,False,0.9
