id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,opponent_games,opponent_wins,opponent_losses,opponent_win_pct,opponent_ppg,opponent_papg,opponent_ypg,opponent_yapg,opponent_pass_ypg,opponent_rush_ypg,opponent_pass_yapg,opponent_rush_yapg,opponent_turnovers,opponent_turnovers_forced,opponent_penalties,opponent_penalty_yards,tennessee_games,tennessee_wins,tennessee_losses,tennessee_win_pct,tennessee_ppg,tennessee_papg,tennessee_ypg,tennessee_yapg,tennessee_pass_ypg,tennessee_rush_ypg,tennessee_pass_yapg,tennessee_rush_yapg,tennessee_turnovers,tennessee_turnovers_forced,tennessee_penalties,tennessee_penalty_yards,opponent_off_eff,opponent_def_eff,opponent_special_eff,opponent_overall_eff,opponent_off_explosiveness,opponent_def_explosiveness,opponent_off_field_pos,opponent_def_field_pos,opponent_off_havoc,opponent_def_havoc,opponent_pass_eff,opponent_pass_def_eff,opponent_rush_eff,opponent_rush_def_eff,tennessee_off_eff,tennessee_def_eff,tennessee_special_eff,tennessee_overall_eff,tennessee_off_explosiveness,tennessee_def_explosiveness,tennessee_off_field_pos,tennessee_def_field_pos,tennessee_off_havoc,tennessee_def_havoc,tennessee_pass_eff,tennessee_pass_def_eff,tennessee_rush_eff,tennessee_rush_def_eff,tennessee_won,tennessee_point_differential,is_home_game,ppg_difference,papg_difference,ypg_difference,yapg_difference,turnover_difference,efficiency_difference,elo_home_interaction,week_home_interaction,attendance_home_interaction,week_squared,elo_difference_squared,attendance_squared,ppg_ratio,papg_ratio,ypg_ratio,yapg_ratio,is_early_season,is_mid_season,is_late_season,is_postseason,tennessee_points_rolling,opponent_points_rolling,conference_strength,is_cold_weather,is_warm_weather,is_modern_venue,is_old_venue
401520333,2023,8,regular,2023-10-21T19:30:00.000Z,False,True,False,True,100077.0,3657,Bryant-Denny Stadium,333,Alabama,fbs,SEC,34,"[0, 7, 17, 10]",0.9222522399569928,1966,1989,2633,Tennessee,fbs,SEC,20,"[13, 7, 0, 0]",0.0777477600430072,1902.0,1879.0,5.8723324465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-14,False,0,0,0,0,0,0,0.0,0,0.0,64,4096.0,10015405929.0,,,,,False,True,False,False,4.666666666666667,,0.9,False,False,True,False
401520353,2023,9,regular,2023-10-28T23:00:00.000Z,False,True,False,True,61665.0,3683,Kroger Field,96,Kentucky,fbs,SEC,27,"[0, 17, 7, 3]",0.1207265435092687,1591,1600,2633,Tennessee,fbs,SEC,33,"[10, 13, 3, 7]",0.8792734564907313,1879.0,1870.0,6.6269983796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,6,False,0,0,0,0,0,0,-0.0,0,0.0,81,82944.0,3802572225.0,,,,,False,True,False,False,-0.3333333333333333,,0.9,False,False,True,False
401520377,2023,10,regular,2023-11-04T16:00:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,59,"[14, 21, 21, 3]",0.998967252274206,1870,1948,41,UConn,fbs,FBS Independents,3,"[3, 0, 0, 0]",0.0010327477257939,1187.0,1109.0,4.7489806381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,56,True,0,0,0,0,0,0,683.0,10,101915.0,100,466489.0,10386667225.0,,,,,False,False,True,False,16.0,,0.6,True,False,True,False
401520391,2023,11,regular,2023-11-11T20:30:00.000Z,False,True,False,True,62621.0,3838,Memorial Stadium,142,Missouri,fbs,SEC,36,"[0, 13, 9, 14]",0.9984466978462764,1643,1761,2633,Tennessee,fbs,SEC,7,"[0, 7, 0, 0]",0.0015533021537237,1948.0,1830.0,4.8016436885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-29,False,0,0,0,0,0,0,-0.0,0,0.0,121,93025.0,3921389641.0,,,,,False,False,True,False,11.0,,0.9,True,False,True,False
401520419,2023,12,regular,2023-11-18T20:30:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,10,"[7, 3, 0, 0]",0.0016689121047523,1830,1787,61,Georgia,fbs,SEC,38,"[10, 14, 14, 0]",0.9983310878952476,2115.0,2158.0,2.0415694144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-28,True,0,0,0,0,0,0,-285.0,12,101915.0,144,81225.0,10386667225.0,,,,,False,False,True,False,-0.3333333333333333,,0.9,True,False,True,False
401520442,2023,13,regular,2023-11-25T20:30:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,48,"[14, 17, 14, 3]",0.993727541165205,1787,1786,238,Vanderbilt,fbs,SEC,24,"[7, 3, 0, 14]",0.0062724588347949,1175.0,1176.0,5.8917547354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24,True,0,0,0,0,0,0,612.0,13,101915.0,169,374544.0,10386667225.0,,,,,False,False,True,False,-11.0,,0.9,True,False,True,False
401628330,2024,1,regular,2024-08-31T16:45:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,69,"[24, 21, 10, 14]",0.9989676752583596,1751,1751,236,Chattanooga,fcs,Southern,3,"[0, 0, 3, 0]",0.0010323247416405,,,2.0752113158,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,True,66,True,0,0,0,0,0,0,,1,101915.0,1,,10386667225.0,,,,,True,False,False,False,66.0,0.0,0.2,False,True,True,False
401677177,2024,1,postseason,2024-12-22T01:00:00.000Z,False,True,False,False,102819.0,3861,Ohio Stadium,194,Ohio State,fbs,Big Ten,42,"[21, 0, 14, 7]",0.9989018538173468,2099,2147,2633,Tennessee,fbs,SEC,17,"[0, 10, 0, 7]",0.0010981461826532,1963.0,1915.0,3.1029131242,,College Football Playoff First Round Game Presented by Allstate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-25,False,0,0,0,0,0,0,0.0,0,0.0,1,18496.0,10571746761.0,,,,,True,False,False,True,20.5,0.0,0.9,False,True,True,False
401628346,2024,2,regular,2024-09-07T23:30:00.000Z,False,True,True,False,72730.0,3628,Bank of America Stadium,152,NC State,fbs,ACC,10,"[0, 3, 7, 0]",0.0013081611453792,1606,1512,2633,Tennessee,fbs,SEC,51,"[7, 13, 17, 14]",0.9986918388546208,1751.0,1845.0,2.6876723747,,Duke’s Mayo Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,41,False,0,0,0,0,0,0,-0.0,0,0.0,4,21025.0,5289652900.0,,,,,True,False,False,False,27.333333333333332,0.0,0.9,False,True,True,False
401628360,2024,3,regular,2024-09-14T23:45:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,71,"[37, 28, 3, 3]",0.9989675661261332,1845,1964,2309,Kent State,fbs,Mid-American,0,"[0, 0, 0, 0]",0.0010324338738667,1108.0,989.0,2.464570702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,71,True,0,0,0,0,0,0,737.0,3,101915.0,9,543169.0,10386667225.0,,,,,True,False,False,False,29.0,,0.5,False,True,True,False
401628369,2024,4,regular,2024-09-21T23:30:00.000Z,False,True,False,True,84701.0,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,fbs,SEC,15,"[3, 0, 0, 12]",0.0901736935837856,1848,1837,2633,Tennessee,fbs,SEC,25,"[10, 9, 3, 3]",0.9098263064162144,1964.0,1975.0,4.1458506038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,10,False,0,0,0,0,0,0,-0.0,0,0.0,16,13456.0,7174259401.0,,,,,True,False,False,False,40.666666666666664,,0.9,False,True,True,False
401628379,2024,6,regular,2024-10-05T23:30:00.000Z,False,True,False,True,75573.0,3887,Razorback Stadium,8,Arkansas,fbs,SEC,19,"[3, 0, 7, 9]",0.853422504219712,1485,1513,2633,Tennessee,fbs,SEC,14,"[0, 0, 14, 0]",0.146577495780288,1975.0,1947.0,9.4409572777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-5,False,0,0,0,0,0,0,-0.0,0,0.0,36,240100.0,5711278329.0,,,,,False,True,False,False,25.333333333333332,,0.9,False,False,True,False
401628391,2024,7,regular,2024-10-12T23:00:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,23,"[0, 0, 10, 7, 6]",0.7931088508179842,1947,1936,57,Florida,fbs,SEC,17,"[3, 0, 7, 7, 0]",0.2068911491820158,1537.0,1548.0,7.2760140012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,6,True,0,0,0,0,0,0,410.0,7,101915.0,49,168100.0,10386667225.0,,,,,False,True,False,False,3.6666666666666665,,0.9,False,False,True,False
401628397,2024,8,regular,2024-10-19T19:30:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,24,"[0, 0, 14, 10]",0.93418705022276,1936,1950,333,Alabama,fbs,SEC,17,"[0, 7, 3, 7]",0.06581294977724,2010.0,1996.0,9.9902493945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,7,True,0,0,0,0,0,0,-74.0,8,101915.0,64,5476.0,10386667225.0,,,,,False,True,False,False,2.6666666666666665,,0.9,False,False,True,False
401628412,2024,10,regular,2024-11-02T23:45:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,28,"[0, 7, 14, 7]",0.957040303957247,1950,1939,96,Kentucky,fbs,SEC,18,"[7, 3, 0, 8]",0.0429596960427529,1526.0,1537.0,8.1829708813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,10,True,0,0,0,0,0,0,424.0,10,101915.0,100,179776.0,10386667225.0,,,,,False,False,True,False,7.666666666666667,,0.9,True,False,True,False
