season,seasonType,week,polls
2025,regular,1,"[{'poll': 'Coaches Poll', 'ranks': [{'rank': 1, 'school': 'Texas', 'conference': 'SEC', 'firstPlaceVotes': 28, 'points': 1606}, {'rank': 2, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 20, 'points': 1565}, {'rank': 3, 'school': 'Penn State', 'conference': 'Big Ten', 'firstPlaceVotes': 14, 'points': 1525}, {'rank': 4, 'school': 'Georgia', 'conference': 'SEC', 'firstPlaceVotes': 3, 'points': 1466}, {'rank': 5, 'school': 'Notre Dame', 'conference': 'FBS Independents', 'firstPlaceVotes': 0, 'points': 1360}, {'rank': 6, 'school': 'Clemson', 'conference': 'ACC', 'firstPlaceVotes': 2, 'points': 1324}, {'rank': 7, 'school': 'Oregon', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1307}, {'rank': 8, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1210}, {'rank': 9, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1056}, {'rank': 10, 'school': 'Miami', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 823}, {'rank': 11, 'school': 'Arizona State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 806}, {'rank': 12, 'school': 'Illinois', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 734}, {'rank': 13, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 665}, {'rank': 14, 'school': 'Michigan', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 580}, {'rank': 15, 'school': 'Ole Miss', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 573}, {'rank': 16, 'school': 'SMU', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 555}, {'rank': 17, 'school': 'Florida', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 498}, {'rank': 18, 'school': 'Tennessee', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 492}, {'rank': 19, 'school': 'Indiana', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 460}, {'rank': 20, 'school': 'Kansas State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 438}, {'rank': 21, 'school': 'Iowa State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 392}, {'rank': 21, 'school': 'Texas A&M', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 392}, {'rank': 23, 'school': 'BYU', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 287}, {'rank': 24, 'school': 'Texas Tech', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 261}, {'rank': 25, 'school': 'Boise State', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 246}]}, {'poll': 'FCS Coaches Poll', 'ranks': [{'rank': 1, 'school': 'North Dakota State', 'conference': 'MVFC', 'firstPlaceVotes': 26, 'points': 650}, {'rank': 2, 'school': 'Montana State', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 612}, {'rank': 3, 'school': 'South Dakota State', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 581}, {'rank': 4, 'school': 'Incarnate Word', 'conference': 'Southland', 'firstPlaceVotes': 0, 'points': 541}, {'rank': 5, 'school': 'South Dakota', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 521}, {'rank': 6, 'school': 'Illinois State', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 466}, {'rank': 7, 'school': 'UC Davis', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 456}, {'rank': 8, 'school': 'Tarleton State', 'conference': 'UAC', 'firstPlaceVotes': 0, 'points': 454}, {'rank': 9, 'school': 'Montana', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 447}, {'rank': 10, 'school': 'Rhode Island', 'conference': 'CAA', 'firstPlaceVotes': 0, 'points': 416}, {'rank': 11, 'school': 'Mercer', 'conference': 'Southern', 'firstPlaceVotes': 0, 'points': 396}, {'rank': 12, 'school': 'Idaho', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 371}, {'rank': 13, 'school': 'Villanova', 'conference': 'CAA', 'firstPlaceVotes': 0, 'points': 338}, {'rank': 14, 'school': 'Sacramento State', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 265}, {'rank': 15, 'school': 'Lehigh', 'conference': 'Patriot', 'firstPlaceVotes': 0, 'points': 207}, {'rank': 16, 'school': 'Abilene Christian', 'conference': 'UAC', 'firstPlaceVotes': 0, 'points': 203}, {'rank': 17, 'school': 'Jackson State', 'conference': 'SWAC', 'firstPlaceVotes': 0, 'points': 200}, {'rank': 18, 'school': 'Northern Arizona', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 168}, {'rank': 19, 'school': 'Western Carolina', 'conference': 'Southern', 'firstPlaceVotes': 0, 'points': 147}, {'rank': 20, 'school': 'Southern Illinois', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 132}, {'rank': 21, 'school': 'Monmouth', 'conference': 'CAA', 'firstPlaceVotes': 0, 'points': 116}, {'rank': 22, 'school': 'Richmond', 'conference': 'Patriot', 'firstPlaceVotes': 0, 'points': 111}, {'rank': 22, 'school': 'Tennessee Tech', 'conference': 'Big South-OVC', 'firstPlaceVotes': 0, 'points': 111}, {'rank': 24, 'school': 'Stephen F. Austin', 'conference': 'Southland', 'firstPlaceVotes': 0, 'points': 82}, {'rank': 25, 'school': 'Stony Brook', 'conference': 'CAA', 'firstPlaceVotes': 0, 'points': 69}]}, {'poll': 'AFCA Division III Coaches Poll', 'ranks': [{'rank': 1, 'school': 'North Central College', 'conference': 'CCIW', 'firstPlaceVotes': 51, 'points': 1275}, {'rank': 2, 'school': 'University of Mount Union', 'conference': 'Ohio', 'firstPlaceVotes': 0, 'points': 1218}, {'rank': 3, 'school': 'Johns Hopkins University', 'conference': 'Centennial', 'firstPlaceVotes': 0, 'points': 1097}, {'rank': 4, 'school': ""Saint John's (MN)"", 'conference': 'Minnesota', 'firstPlaceVotes': 0, 'points': 1058}, {'rank': 5, 'school': 'Susquehanna', 'conference': 'Landmark Conference', 'firstPlaceVotes': 0, 'points': 1016}, {'rank': 6, 'school': 'Hardin-Simmons', 'conference': 'American Southwest', 'firstPlaceVotes': 0, 'points': 975}, {'rank': 7, 'school': 'Salisbury', 'conference': 'New Jersey', 'firstPlaceVotes': 0, 'points': 870}, {'rank': 8, 'school': 'Mary Hardin-Baylor', 'conference': 'American Southwest', 'firstPlaceVotes': 0, 'points': 861}, {'rank': 9, 'school': 'Wartburg', 'conference': 'American Rivers', 'firstPlaceVotes': 0, 'points': 811}, {'rank': 10, 'school': 'Wisconsin-Lacrosse', 'conference': 'Wisconsin', 'firstPlaceVotes': 0, 'points': 763}, {'rank': 11, 'school': 'Cortland', 'conference': 'Empire 8', 'firstPlaceVotes': 0, 'points': 742}, {'rank': 12, 'school': 'Bethel (MN)', 'conference': 'Minnesota', 'firstPlaceVotes': 0, 'points': 706}, {'rank': 13, 'school': 'Springfield', 'conference': 'NEWMAC', 'firstPlaceVotes': 0, 'points': 627}, {'rank': 14, 'school': 'Wisconsin-Platteville', 'conference': 'Wisconsin', 'firstPlaceVotes': 0, 'points': 609}, {'rank': 15, 'school': 'Linfield College', 'conference': 'Northwest', 'firstPlaceVotes': 0, 'points': 516}, {'rank': 16, 'school': 'Depauw', 'conference': 'North Coast', 'firstPlaceVotes': 0, 'points': 490}, {'rank': 17, 'school': 'Wheaton', 'conference': 'CCIW', 'firstPlaceVotes': 0, 'points': 423}, {'rank': 18, 'school': 'Carnegie Mellon', 'conference': ""Presidents'"", 'firstPlaceVotes': 0, 'points': 382}, {'rank': 19, 'school': 'Wisconsin-River Falls', 'conference': 'Wisconsin', 'firstPlaceVotes': 0, 'points': 354}, {'rank': 20, 'school': 'Hope College', 'conference': 'Michigan', 'firstPlaceVotes': 0, 'points': 332}, {'rank': 21, 'school': 'Randolph-Macon', 'conference': 'Old Dominion', 'firstPlaceVotes': 0, 'points': 254}, {'rank': 22, 'school': 'Wisconsin-Whitewater', 'conference': 'Wisconsin', 'firstPlaceVotes': 0, 'points': 238}, {'rank': 23, 'school': 'Grove City College', 'conference': ""Presidents'"", 'firstPlaceVotes': 0, 'points': 229}, {'rank': 24, 'school': 'Aurora', 'conference': 'NACC', 'firstPlaceVotes': 0, 'points': 194}, {'rank': 25, 'school': 'John Carroll University', 'conference': 'Ohio', 'firstPlaceVotes': 0, 'points': 128}]}, {'poll': 'AP Top 25', 'ranks': [{'rank': 1, 'school': 'Texas', 'conference': 'SEC', 'firstPlaceVotes': 25, 'points': 1552}, {'rank': 2, 'school': 'Penn State', 'conference': 'Big Ten', 'firstPlaceVotes': 23, 'points': 1547}, {'rank': 3, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 11, 'points': 1472}, {'rank': 4, 'school': 'Clemson', 'conference': 'ACC', 'firstPlaceVotes': 4, 'points': 1398}, {'rank': 5, 'school': 'Georgia', 'conference': 'SEC', 'firstPlaceVotes': 1, 'points': 1331}, {'rank': 6, 'school': 'Notre Dame', 'conference': 'FBS Independents', 'firstPlaceVotes': 0, 'points': 1325}, {'rank': 7, 'school': 'Oregon', 'conference': 'Big Ten', 'firstPlaceVotes': 1, 'points': 1236}, {'rank': 8, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1179}, {'rank': 9, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1174}, {'rank': 10, 'school': 'Miami', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 889}, {'rank': 11, 'school': 'Arizona State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 791}, {'rank': 12, 'school': 'Illinois', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 713}, {'rank': 13, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 667}, {'rank': 14, 'school': 'Michigan', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 662}, {'rank': 15, 'school': 'Florida', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 626}, {'rank': 16, 'school': 'SMU', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 565}, {'rank': 17, 'school': 'Kansas State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 512}, {'rank': 18, 'school': 'Oklahoma', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 463}, {'rank': 19, 'school': 'Texas A&M', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 434}, {'rank': 20, 'school': 'Indiana', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 423}, {'rank': 21, 'school': 'Ole Miss', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 370}, {'rank': 22, 'school': 'Iowa State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 309}, {'rank': 23, 'school': 'Texas Tech', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 274}, {'rank': 24, 'school': 'Tennessee', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 192}, {'rank': 25, 'school': 'Boise State', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 191}]}, {'poll': 'AFCA Division II Coaches Poll', 'ranks': [{'rank': 1, 'school': 'Ferris State', 'conference': 'GLIAC', 'firstPlaceVotes': 30, 'points': 773}, {'rank': 2, 'school': 'Harding University', 'conference': 'Great American', 'firstPlaceVotes': 0, 'points': 734}, {'rank': 3, 'school': 'Grand Valley State University', 'conference': 'GLIAC', 'firstPlaceVotes': 0, 'points': 669}, {'rank': 4, 'school': 'Slippery Rock', 'conference': 'Pennsylvania State Athletic', 'firstPlaceVotes': 1, 'points': 576}, {'rank': 5, 'school': 'Central Oklahoma', 'conference': 'Mid America', 'firstPlaceVotes': 0, 'points': 569}, {'rank': 6, 'school': 'CSU Pueblo', 'conference': 'Rocky Mountain', 'firstPlaceVotes': 0, 'points': 549}, {'rank': 7, 'school': 'Kutztown University', 'conference': 'Pennsylvania State Athletic', 'firstPlaceVotes': 0, 'points': 517}, {'rank': 8, 'school': 'West Florida', 'conference': 'Gulf South', 'firstPlaceVotes': 0, 'points': 504}, {'rank': 9, 'school': 'Pittsburg St', 'conference': 'Mid America', 'firstPlaceVotes': 0, 'points': 451}, {'rank': 10, 'school': 'Western Colorado', 'conference': 'Rocky Mountain', 'firstPlaceVotes': 0, 'points': 450}, {'rank': 11, 'school': 'Minnesota State Mankato', 'conference': 'Northern Sun', 'firstPlaceVotes': 0, 'points': 449}, {'rank': 12, 'school': 'Valdosta State', 'conference': 'Gulf South', 'firstPlaceVotes': 0, 'points': 402}, {'rank': 13, 'school': 'Angelo State', 'conference': 'Lone Star', 'firstPlaceVotes': 0, 'points': 352}, {'rank': 14, 'school': 'University Of Charleston (WV)', 'conference': 'Mountain East', 'firstPlaceVotes': 0, 'points': 337}, {'rank': 15, 'school': 'PennWest California', 'conference': 'Pennsylvania State Athletic', 'firstPlaceVotes': 0, 'points': 275}, {'rank': 16, 'school': 'Bemidji State', 'conference': 'Northern Sun', 'firstPlaceVotes': 0, 'points': 254}, {'rank': 17, 'school': 'Lenoir-Rhyne', 'conference': 'South Atlantic', 'firstPlaceVotes': 0, 'points': 248}, {'rank': 18, 'school': 'Ouachita Baptist', 'conference': 'Great American', 'firstPlaceVotes': 0, 'points': 246}, {'rank': 19, 'school': 'Virginia Union', 'conference': 'CIAA', 'firstPlaceVotes': 0, 'points': 228}, {'rank': 20, 'school': 'Indianapolis', 'conference': 'Great Lakes', 'firstPlaceVotes': 0, 'points': 191}, {'rank': 21, 'school': 'Central Washington', 'conference': 'Lone Star', 'firstPlaceVotes': 0, 'points': 176}, {'rank': 22, 'school': 'Central Missouri', 'conference': 'Mid America', 'firstPlaceVotes': 0, 'points': 149}, {'rank': 23, 'school': 'Augustana University (SD)', 'conference': 'Northern Sun', 'firstPlaceVotes': 0, 'points': 127}, {'rank': 24, 'school': 'Ashland', 'conference': 'Great Midwest Athletic', 'firstPlaceVotes': 0, 'points': 114}, {'rank': 24, 'school': 'Miles College', 'conference': 'SIAC', 'firstPlaceVotes': 0, 'points': 114}]}]"
2025,regular,2,"[{'poll': 'FCS Coaches Poll', 'ranks': [{'rank': 1, 'school': 'North Dakota State', 'conference': 'MVFC', 'firstPlaceVotes': 25, 'points': 649}, {'rank': 2, 'school': 'South Dakota State', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 586}, {'rank': 3, 'school': 'Tarleton State', 'conference': 'UAC', 'firstPlaceVotes': 1, 'points': 567}, {'rank': 3, 'school': 'Montana State', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 567}, {'rank': 5, 'school': 'UC Davis', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 469}, {'rank': 6, 'school': 'South Dakota', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 465}, {'rank': 7, 'school': 'Illinois State', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 446}, {'rank': 8, 'school': 'Rhode Island', 'conference': 'CAA', 'firstPlaceVotes': 0, 'points': 440}, {'rank': 9, 'school': 'Incarnate Word', 'conference': 'Southland', 'firstPlaceVotes': 0, 'points': 412}, {'rank': 10, 'school': 'Montana', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 402}, {'rank': 11, 'school': 'Idaho', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 384}, {'rank': 12, 'school': 'Villanova', 'conference': 'CAA', 'firstPlaceVotes': 0, 'points': 338}, {'rank': 13, 'school': 'Lehigh', 'conference': 'Patriot', 'firstPlaceVotes': 0, 'points': 291}, {'rank': 14, 'school': 'Jackson State', 'conference': 'SWAC', 'firstPlaceVotes': 0, 'points': 268}, {'rank': 15, 'school': 'Southern Illinois', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 239}, {'rank': 16, 'school': 'Sacramento State', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 213}, {'rank': 17, 'school': 'Abilene Christian', 'conference': 'UAC', 'firstPlaceVotes': 0, 'points': 211}, {'rank': 18, 'school': 'Monmouth', 'conference': 'CAA', 'firstPlaceVotes': 0, 'points': 184}, {'rank': 19, 'school': 'Northern Arizona', 'conference': 'Big Sky', 'firstPlaceVotes': 0, 'points': 167}, {'rank': 20, 'school': 'Tennessee Tech', 'conference': 'Big South-OVC', 'firstPlaceVotes': 0, 'points': 159}, {'rank': 21, 'school': 'Mercer', 'conference': 'Southern', 'firstPlaceVotes': 0, 'points': 156}, {'rank': 22, 'school': 'North Dakota', 'conference': 'MVFC', 'firstPlaceVotes': 0, 'points': 95}, {'rank': 23, 'school': 'Stephen F. Austin', 'conference': 'Southland', 'firstPlaceVotes': 0, 'points': 60}, {'rank': 24, 'school': 'East Tennessee State', 'conference': 'Southern', 'firstPlaceVotes': 0, 'points': 58}, {'rank': 25, 'school': 'Nicholls', 'conference': 'Southland', 'firstPlaceVotes': 0, 'points': 57}, {'rank': 25, 'school': 'Western Carolina', 'conference': 'Southern', 'firstPlaceVotes': 0, 'points': 57}]}, {'poll': 'AFCA Division II Coaches Poll', 'ranks': [{'rank': 1, 'school': 'Ferris State', 'conference': 'GLIAC', 'firstPlaceVotes': 31, 'points': 775}, {'rank': 2, 'school': 'Harding University', 'conference': 'Great American', 'firstPlaceVotes': 0, 'points': 736}, {'rank': 3, 'school': 'Grand Valley State University', 'conference': 'GLIAC', 'firstPlaceVotes': 0, 'points': 706}, {'rank': 4, 'school': 'Slippery Rock', 'conference': 'Pennsylvania State Athletic', 'firstPlaceVotes': 0, 'points': 648}, {'rank': 5, 'school': 'CSU Pueblo', 'conference': 'Rocky Mountain', 'firstPlaceVotes': 0, 'points': 638}, {'rank': 6, 'school': 'West Florida', 'conference': 'Gulf South', 'firstPlaceVotes': 0, 'points': 612}, {'rank': 7, 'school': 'Kutztown University', 'conference': 'Pennsylvania State Athletic', 'firstPlaceVotes': 0, 'points': 557}, {'rank': 8, 'school': 'Minnesota State Mankato', 'conference': 'Northern Sun', 'firstPlaceVotes': 0, 'points': 550}, {'rank': 9, 'school': 'Western Colorado', 'conference': 'Rocky Mountain', 'firstPlaceVotes': 0, 'points': 531}, {'rank': 10, 'school': 'Angelo State', 'conference': 'Lone Star', 'firstPlaceVotes': 0, 'points': 467}, {'rank': 11, 'school': 'Valdosta State', 'conference': 'Gulf South', 'firstPlaceVotes': 0, 'points': 430}, {'rank': 12, 'school': 'University Of Charleston (WV)', 'conference': 'Mountain East', 'firstPlaceVotes': 0, 'points': 402}, {'rank': 13, 'school': 'Pittsburg St', 'conference': 'Mid America', 'firstPlaceVotes': 0, 'points': 374}, {'rank': 14, 'school': 'PennWest California', 'conference': 'Pennsylvania State Athletic', 'firstPlaceVotes': 0, 'points': 322}, {'rank': 15, 'school': 'Ouachita Baptist', 'conference': 'Great American', 'firstPlaceVotes': 0, 'points': 311}, {'rank': 16, 'school': 'Virginia Union', 'conference': 'CIAA', 'firstPlaceVotes': 0, 'points': 296}, {'rank': 17, 'school': 'Indianapolis', 'conference': 'Great Lakes', 'firstPlaceVotes': 0, 'points': 269}, {'rank': 18, 'school': 'Central Washington', 'conference': 'Lone Star', 'firstPlaceVotes': 0, 'points': 259}, {'rank': 19, 'school': 'Central Oklahoma', 'conference': 'Mid America', 'firstPlaceVotes': 0, 'points': 228}, {'rank': 20, 'school': 'Augustana University (SD)', 'conference': 'Northern Sun', 'firstPlaceVotes': 0, 'points': 211}, {'rank': 21, 'school': 'UT Permian Basin', 'conference': 'Lone Star', 'firstPlaceVotes': 0, 'points': 190}, {'rank': 22, 'school': 'Delta State', 'conference': 'Gulf South', 'firstPlaceVotes': 0, 'points': 98}, {'rank': 23, 'school': 'Ashland', 'conference': 'Great Midwest Athletic', 'firstPlaceVotes': 0, 'points': 84}, {'rank': 24, 'school': 'Lenoir-Rhyne', 'conference': 'South Atlantic', 'firstPlaceVotes': 0, 'points': 83}, {'rank': 25, 'school': 'West Alabama', 'conference': 'Gulf South', 'firstPlaceVotes': 0, 'points': 73}]}, {'poll': 'Coaches Poll', 'ranks': [{'rank': 1, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 59, 'points': 1666}, {'rank': 2, 'school': 'Penn State', 'conference': 'Big Ten', 'firstPlaceVotes': 6, 'points': 1574}, {'rank': 3, 'school': 'Georgia', 'conference': 'SEC', 'firstPlaceVotes': 1, 'points': 1518}, {'rank': 4, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 1, 'points': 1469}, {'rank': 5, 'school': 'Oregon', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1381}, {'rank': 6, 'school': 'Texas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1339}, {'rank': 7, 'school': 'Miami', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 1304}, {'rank': 8, 'school': 'Clemson', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 1067}, {'rank': 9, 'school': 'Notre Dame', 'conference': 'FBS Independents', 'firstPlaceVotes': 0, 'points': 1038}, {'rank': 10, 'school': 'Arizona State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 957}, {'rank': 11, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 915}, {'rank': 12, 'school': 'Illinois', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 909}, {'rank': 13, 'school': 'Michigan', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 725}, {'rank': 14, 'school': 'Ole Miss', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 668}, {'rank': 15, 'school': 'Florida', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 638}, {'rank': 16, 'school': 'SMU', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 602}, {'rank': 17, 'school': 'Tennessee', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 563}, {'rank': 18, 'school': 'Iowa State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 518}, {'rank': 19, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 491}, {'rank': 20, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 390}, {'rank': 21, 'school': 'Indiana', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 369}, {'rank': 22, 'school': 'Texas A&M', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 363}, {'rank': 23, 'school': 'Texas Tech', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 253}, {'rank': 24, 'school': 'Oklahoma', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 251}, {'rank': 25, 'school': 'BYU', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 163}]}, {'poll': 'AP Top 25', 'ranks': [{'rank': 1, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 55, 'points': 1636}, {'rank': 2, 'school': 'Penn State', 'conference': 'Big Ten', 'firstPlaceVotes': 7, 'points': 1558}, {'rank': 3, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 3, 'points': 1514}, {'rank': 4, 'school': 'Georgia', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1410}, {'rank': 5, 'school': 'Miami', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 1360}, {'rank': 6, 'school': 'Oregon', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1302}, {'rank': 7, 'school': 'Texas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1293}, {'rank': 8, 'school': 'Clemson', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 1135}, {'rank': 9, 'school': 'Notre Dame', 'conference': 'FBS Independents', 'firstPlaceVotes': 0, 'points': 1068}, {'rank': 10, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 882}, {'rank': 11, 'school': 'Illinois', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 855}, {'rank': 12, 'school': 'Arizona State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 850}, {'rank': 13, 'school': 'Florida', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 737}, {'rank': 14, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 705}, {'rank': 15, 'school': 'Michigan', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 686}, {'rank': 16, 'school': 'Iowa State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 566}, {'rank': 17, 'school': 'SMU', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 561}, {'rank': 18, 'school': 'Oklahoma', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 519}, {'rank': 19, 'school': 'Texas A&M', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 424}, {'rank': 20, 'school': 'Ole Miss', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 393}, {'rank': 21, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 360}, {'rank': 22, 'school': 'Tennessee', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 339}, {'rank': 23, 'school': 'Indiana', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 257}, {'rank': 24, 'school': 'Texas Tech', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 247}, {'rank': 25, 'school': 'Utah', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 227}]}]"
