id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,actual_spread,tennessee_actual_spread,home_off_ppa,home_off_success_rate,home_off_explosiveness,home_off_power_success,home_off_stuff_rate,home_def_ppa,home_def_success_rate,home_def_explosiveness,home_def_power_success,home_def_stuff_rate,home_recruiting_rank,home_recruiting_points,home_talent_score,away_off_ppa,away_off_success_rate,away_off_explosiveness,away_off_power_success,away_off_stuff_rate,away_def_ppa,away_def_success_rate,away_def_explosiveness,away_def_power_success,away_def_stuff_rate,away_recruiting_rank,away_recruiting_points,away_talent_score,off_ppa_diff,off_success_rate_diff,off_explosiveness_diff,def_ppa_diff,def_success_rate_diff,recruiting_rank_diff,talent_score_diff,home_advanced_total_players,home_advanced_qb_count,home_advanced_rb_count,home_advanced_wr_count,home_advanced_avg_overall_usage,home_advanced_avg_pass_usage,home_advanced_avg_rush_usage,home_advanced_avg_third_down_usage,home_advanced_outgoing_transfers,home_advanced_incoming_transfers,home_advanced_net_transfers,home_advanced_avg_outgoing_stars,home_advanced_avg_incoming_stars,home_advanced_high_star_outgoing,home_advanced_high_star_incoming,home_advanced_off_ppa_overall,home_advanced_off_ppa_passing,home_advanced_off_ppa_rushing,home_advanced_off_ppa_first_down,home_advanced_off_ppa_second_down,home_advanced_off_ppa_third_down,home_advanced_def_ppa_overall,home_advanced_def_ppa_passing,home_advanced_def_ppa_rushing,home_advanced_def_ppa_first_down,home_advanced_def_ppa_second_down,home_advanced_def_ppa_third_down,away_advanced_total_players,away_advanced_qb_count,away_advanced_rb_count,away_advanced_wr_count,away_advanced_avg_overall_usage,away_advanced_avg_pass_usage,away_advanced_avg_rush_usage,away_advanced_avg_third_down_usage,away_advanced_outgoing_transfers,away_advanced_incoming_transfers,away_advanced_net_transfers,away_advanced_avg_outgoing_stars,away_advanced_avg_incoming_stars,away_advanced_high_star_outgoing,away_advanced_high_star_incoming,away_advanced_off_ppa_overall,away_advanced_off_ppa_passing,away_advanced_off_ppa_rushing,away_advanced_off_ppa_first_down,away_advanced_off_ppa_second_down,away_advanced_off_ppa_third_down,away_advanced_def_ppa_overall,away_advanced_def_ppa_passing,away_advanced_def_ppa_rushing,away_advanced_def_ppa_first_down,away_advanced_def_ppa_second_down,away_advanced_def_ppa_third_down,advanced_total_players_diff,advanced_qb_count_diff,advanced_rb_count_diff,advanced_wr_count_diff,advanced_avg_overall_usage_diff,advanced_avg_pass_usage_diff,advanced_avg_rush_usage_diff,advanced_avg_third_down_usage_diff,advanced_outgoing_transfers_diff,advanced_incoming_transfers_diff,advanced_net_transfers_diff,advanced_avg_outgoing_stars_diff,advanced_avg_incoming_stars_diff,advanced_high_star_outgoing_diff,advanced_high_star_incoming_diff,advanced_off_ppa_overall_diff,advanced_off_ppa_passing_diff,advanced_off_ppa_rushing_diff,advanced_def_ppa_overall_diff,advanced_def_ppa_passing_diff,advanced_def_ppa_rushing_diff,home_current_wins,home_current_losses,home_current_total_games,home_current_win_rate,home_current_points_for,home_current_points_against,home_current_points_per_game,home_current_points_allowed_per_game,home_current_margin_per_game,home_current_off_ppa,home_current_def_ppa,home_current_off_success_rate,home_current_def_success_rate,home_current_ap_rank,home_current_coaches_rank,home_current_ap_points,home_current_coaches_points,home_current_avg_rank,home_current_avg_points,away_current_wins,away_current_losses,away_current_total_games,away_current_win_rate,away_current_points_for,away_current_points_against,away_current_points_per_game,away_current_points_allowed_per_game,away_current_margin_per_game,away_current_off_ppa,away_current_def_ppa,away_current_off_success_rate,away_current_def_success_rate,away_current_ap_rank,away_current_coaches_rank,away_current_ap_points,away_current_coaches_points,away_current_avg_rank,away_current_avg_points,current_wins_diff,current_losses_diff,current_total_games_diff,current_win_rate_diff,current_points_for_diff,current_points_against_diff,current_points_per_game_diff,current_points_allowed_per_game_diff,current_margin_per_game_diff,current_off_ppa_diff,current_def_ppa_diff,current_off_success_rate_diff,current_def_success_rate_diff,current_ap_rank_diff,current_coaches_rank_diff,current_ap_points_diff,current_coaches_points_diff,current_avg_rank_diff,current_avg_points_diff,vegas_avg_spread,vegas_avg_price,vegas_spread_range,vegas_total_spreads
401403945,2022,11,regular,2022-11-12T17:00:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,66,"[7, 21, 21, 17]",0.9981246313376992,1957,2018,142,Missouri,fbs,SEC,24,"[7, 10, 7, 0]",0.0018753686623008,1485.0,1424.0,2.4410390784,,,42,42,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14,267.26,858.67,0.1795790085702344,0.4412733260153677,1.164468256699159,0.7105263157894737,0.1425661914460285,0.1106203418561709,0.3992042440318302,1.249438067508226,0.6949152542372882,0.1922141119221411,20.0,241.93,807.36,0.0582304059255384,0.0358100073179656,-0.0420116482198746,-0.0603353772605187,-0.0385287313659677,-6,51.309999999999945,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,19,3,5,8,0.0888421052631578,0.112578947368421,0.0674736842105263,0.0964736842105263,19,15,-4,3.0,3.2,0,4,0.18,0.23,0.14,-0.04,0.16,0.67,0.11,0.23,0.01,0.03,0.08,0.26,5,1,2,2,-0.0102171052631578,-0.012203947368421,-0.0059736842105263,-0.0159736842105263,-3,-6,-3,0.0714285714285716,0.2444444444444444,1,0,0.06,0.05,0.0699999999999999,-0.06,-0.08,-0.02,0,0,0,0,0,0,0,0,0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15,15,537,733,15.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4172316055766253,-0.0380766605057614,0.5419354838709678,0.3818181818181818,25.0,999.0,109.0,0.0,999.0,54.5,0,0,0,0,0,0,0,0,0,0.04964123799767567,0.1311923512016942,0.035445468509984535,0.015344938749194126,-10,-984,428,733,-984.0,580.5,0,0,0,0
401403953,2022,12,regular,2022-11-20T00:00:00.000Z,False,True,False,True,79041.0,3994,Williams-Brice Stadium,2579,South Carolina,fbs,SEC,63,"[21, 14, 7, 21]",0.9938376861899691,1460,1599,2633,Tennessee,fbs,SEC,38,"[7, 17, 7, 7]",0.0061623138100307,2018.0,1879.0,6.903828433,,,25,-25,0.2179740706343587,0.4372955288985823,1.2937308206781988,0.8051948051948052,0.1519699812382739,0.0650953078131807,0.4116959064327485,1.09225552280328,0.7090909090909091,0.1725768321513002,22,239.75,798.18,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14.0,267.26,858.67,-0.0198353438614141,-0.039787804434751,0.1712742121989141,0.0148103432175285,0.051020393766886,8,-60.49000000000001,23,3,6,9,0.0815652173913043,0.1041304347826086,0.0645652173913043,0.0854347826086956,26,22,-4,3.125,3.1818181818181817,3,4,0.22,0.34,0.15,0.05,0.24,0.59,0.07,0.12,0.05,-0.06,0.07,0.33,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,-1,-1,-1,-1,0.0029402173913043,0.0037554347826086,0.0030652173913043,0.0049347826086956,10,13,3,0.0535714285714283,-0.262626262626263,2,0,-0.0199999999999999,0.06,-0.06,0.02,-0.03,0.06,0,0,0,0,0,0,0,0,0,0.1694777178417989,-0.0659161123301646,0.375,0.3609022556390977,11,10,927,1007,10.5,967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15.0,15.0,537.0,733.0,15.0,635.0,0,0,0,0,0,0,0,0,0,-0.29739512573250204,-0.1590318030260974,-0.20238095238095233,-0.03626086492827818,-4,-5,390,274,-4.5,332.0,0,0,0,0
401403964,2022,13,regular,2022-11-27T00:30:00.000Z,False,True,False,True,40350.0,3973,FirstBank Stadium,238,Vanderbilt,fbs,SEC,0,"[0, 0, 0, 0]",0.0020101816382698,1332,1234,2633,Tennessee,fbs,SEC,56,"[14, 7, 21, 14]",0.9979898183617302,1879.0,1977.0,1.2045247161,,,-56,56,0.1783410776613007,0.4209844559585492,1.2127626348590317,0.8297872340425532,0.2155555555555555,0.2237703908787987,0.4627791563275434,1.1974146326092794,0.7719298245614035,0.1939546599496221,40,207.79,695.96,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14.0,267.26,858.67,-0.059468336834472,-0.0560988773747841,0.090306026379747,0.1734854262831466,0.1021036436616809,26,-162.70999999999992,17,1,4,9,0.082,0.1108823529411764,0.0615882352941176,0.0884705882352941,24,22,-2,3.125,3.0,3,1,0.18,0.33,0.07,0.04,0.05,0.63,0.22,0.34,0.1,0.07,0.17,0.64,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,-7,-3,-3,-1,0.003375,0.0105073529411764,8.823529411764591e-05,0.0079705882352941,8,13,5,0.0535714285714283,-0.4444444444444446,2,-3,-0.06,0.0499999999999999,-0.1399999999999999,0.1699999999999999,0.19,0.11,0,0,0,0,0,0,0,0,0,0.628834474530175,0.0181965365544789,0.6106194690265486,0.3523809523809524,999,999,0,0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15.0,15.0,537.0,733.0,15.0,635.0,0,0,0,0,0,0,0,0,0,0.16196163095587407,-0.07491915414145389,0.033238516645596294,-0.0447821681864235,984,984,-537,-733,984.0,-635.0,0,0,0,0
401520179,2023,1,regular,2023-09-02T16:00:00.000Z,False,True,True,False,69507.0,3810,Nissan Stadium,2633,Tennessee,fbs,SEC,49,"[7, 14, 14, 14]",0.9989216060109892,1833,1887,258,Virginia,fbs,ACC,13,"[0, 3, 7, 3]",0.0010783939890106,1393.0,1339.0,1.4530125893,,,36,36,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14,267.26,858.67,0.1207343287815619,0.3951807228915662,1.189682061568461,0.7142857142857143,0.1240310077519379,0.2461287351340997,0.4142678347934919,1.3000605028587129,0.7719298245614035,0.1385390428211587,88.0,159.74,662.28,0.1170750857142108,0.0819026104417671,-0.067225453089176,-0.1958437705384475,-0.0535923221276293,-74,196.39,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,24,3,6,11,0.0749583333333333,0.0920416666666666,0.0540833333333333,0.072,17,13,-4,3.071428571428572,3.0,2,0,0.12,0.09,0.16,-0.04,0.12,0.45,0.25,0.35,0.15,0.05,0.3,0.56,0,1,1,-1,0.0036666666666666,0.0083333333333333,0.0074166666666666,0.0085,-1,-4,-3,0.0,0.4444444444444446,-1,4,0.12,0.19,0.0499999999999999,-0.2,-0.1999999999999999,-0.16,0,0,0,0,0,0,0,0,0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15,15,537,733,15.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3439923570733496,0.1646973583374177,0.457516339869281,0.3983739837398374,999.0,999.0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0.1228804865009514,-0.0715816676414849,0.11986461251167135,-0.001210863172461496,-984,-984,537,733,-984.0,635.0,0,0,0,0
401551780,2023,1,postseason,2024-01-01T18:00:00.000Z,False,True,True,False,43861.0,4013,Camping World Stadium,2633,Tennessee,fbs,SEC,35,"[0, 14, 7, 14]",0.9986558395437592,1786,1877,2294,Iowa,fbs,Big Ten,0,"[0, 0, 0, 0]",0.0013441604562408,1666.0,1575.0,3.8609151832,,Cheez-It Citrus Bowl,35,35,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14,267.26,858.67,0.1423112225294482,0.4202127659574468,1.1977194037433312,0.6351351351351351,0.1958333333333333,0.0982566932903993,0.4182926829268292,1.0654528499464957,0.82,0.1496062992125984,32.0,215.41,723.51,0.0954981919663246,0.0568705673758865,-0.0752627952640465,-0.0479717286947471,-0.0576171702609667,-18,135.15999999999997,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,21,3,6,7,0.0931428571428571,0.145047619047619,0.0646190476190476,0.1116666666666666,12,4,-8,3.090909090909091,3.0,1,0,0.14,0.19,0.14,0.07,0.1,0.43,0.1,0.18,0.04,-0.01,0.04,0.39,3,1,1,3,-0.0145178571428571,-0.044672619047619,-0.0031190476190476,-0.0311666666666666,4,5,1,-0.0194805194805192,0.4444444444444446,0,4,0.0999999999999999,0.09,0.0699999999999999,-0.05,-0.03,-0.05,0,0,0,0,0,0,0,0,0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15,15,537,733,15.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1532705540436464,0.0561712678096404,0.465648854961832,0.3269230769230769,999.0,999.0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0.3136022895306546,0.0369444228862924,0.11173209741912032,0.07024004364429898,-984,-984,537,733,-984.0,635.0,0,0,0,0
401520213,2023,2,regular,2023-09-09T21:00:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,30,"[3, 10, 10, 7]",0.9885686861865588,1735,1735,2046,Austin Peay,fcs,UAC,13,"[3, 3, 0, 7]",0.0114313138134413,,,7.2248857394,,,17,17,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14,267.26,858.67,,,,,,,,,,,147.0,41.01,,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.0502849645956521,0.3606755126658625,-133,858.67,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,12,3,2,6,0.1201666666666666,0.1639166666666666,0.0759166666666666,0.13225,19,17,-2,3.0,2.75,0,1,,,,,,,,,,,,,12,1,5,4,-0.0415416666666666,-0.0635416666666666,-0.0144166666666666,-0.05175,-3,-8,-5,0.0714285714285716,0.6944444444444446,1,3,0.24,0.28,0.21,0.05,0.15,-0.01,0,0,0,0,0,0,0,0,0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15,15,537,733,15.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,-984,-984,537,733,-984.0,635.0,0,0,0,0
401520224,2023,3,regular,2023-09-16T23:00:00.000Z,False,True,False,True,90751.0,3634,Ben Hill Griffin Stadium,57,Florida,fbs,SEC,29,"[6, 20, 0, 3]",0.9678796152955736,1546,1603,2633,Tennessee,fbs,SEC,16,"[7, 0, 3, 6]",0.0321203847044263,1887.0,1830.0,4.3957610335,,,13,-13,0.200082226102935,0.44125,1.2171658158836791,0.8113207547169812,0.1666666666666666,0.1314047203328262,0.4282632146709816,1.198085877917999,0.6716417910447762,0.1663157894736842,13,268.25,894.24,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14.0,267.26,858.67,-0.0377271883928377,-0.0358333333333333,0.0947092074043944,0.0811197557371741,0.0675877020051191,-1,35.57000000000005,22,3,6,10,0.1058636363636363,0.1463181818181818,0.0717272727272727,0.1206363636363636,23,15,-8,3.1904761904761907,3.4,4,6,0.2,0.24,0.17,0.13,0.22,0.34,0.13,0.14,0.12,-0.1,0.23,0.44,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,-2,-1,-1,0,0.0272386363636363,0.0459431818181818,0.0102272727272727,0.0401363636363636,7,6,-1,0.119047619047619,-0.0444444444444447,3,2,-0.0399999999999999,-0.04,-0.0399999999999999,0.08,-0.0099999999999999,0.13,0,0,0,0,0,0,0,0,0,0.2431996922801116,-0.0925576707418545,0.4927536231884058,0.2803738317757009,13,15,737,638,14.0,687.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15.0,15.0,537.0,733.0,15.0,635.0,0,0,0,0,0,0,0,0,0,-0.22367315129418938,-0.1856733614377873,-0.08462732919254651,-0.116789288791675,-2,0,200,-95,-1.0,52.5,0,0,0,0
401520269,2023,4,regular,2023-09-23T20:00:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,45,"[14, 17, 0, 14]",0.9973628114879284,1830,1883,2636,UTSA,fbs,American Athletic,14,"[0, 0, 14, 0]",0.0026371885120717,1575.0,1522.0,5.1459353513,,,31,31,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14,267.26,858.67,0.1687542324228181,0.402834008097166,1.3169430775567132,0.58,0.1965442764578833,0.0973514023383941,0.3445867287543655,1.4979266096263082,0.5957446808510638,0.2705314009661835,123.0,121.57,644.36,0.0690551820729547,0.0742493252361673,-0.1944864690774286,-0.047066437742742,0.0160887839114969,-109,214.31,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,24,3,6,11,0.075,0.0930416666666666,0.0547916666666666,0.0742916666666666,12,15,3,3.1818181818181817,3.066666666666667,2,1,0.17,0.22,0.13,-0.01,0.2,0.51,0.1,0.23,-0.04,-0.12,0.23,0.38,0,1,1,-1,0.003625,0.0073333333333333,0.0067083333333333,0.0062083333333333,4,-6,-10,-0.11038961038961,0.3777777777777777,-1,3,0.0699999999999999,0.06,0.0799999999999999,-0.05,-0.08,0.03,0,0,0,0,0,0,0,0,0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15,15,537,733,15.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462372075717775,0.3016159210800537,0.3846153846153846,0.392,999.0,999.0,0.0,0.0,999.0,0.0,0,0,0,0,0,0,0,0,0,0.22063563600252348,-0.2085002303841209,0.19276556776556775,0.0051631205673758895,-984,-984,537,733,-984.0,635.0,0,0,0,0
401520291,2023,5,regular,2023-09-30T23:30:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,41,"[14, 10, 7, 10]",0.9969517838681828,1883,1901,2579,South Carolina,fbs,SEC,20,"[10, 0, 7, 3]",0.0030482161318171,1567.0,1549.0,7.3332591652,,,21,21,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14,267.26,858.67,0.2179740706343587,0.4372955288985823,1.2937308206781988,0.8051948051948052,0.1519699812382739,0.0650953078131807,0.4116959064327485,1.09225552280328,0.7090909090909091,0.1725768321513002,22.0,239.75,798.18,0.0198353438614141,0.039787804434751,-0.1712742121989141,-0.0148103432175285,-0.051020393766886,-8,60.49000000000001,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,23,3,6,9,0.0815652173913043,0.1041304347826086,0.0645652173913043,0.0854347826086956,26,22,-4,3.125,3.1818181818181817,3,4,0.22,0.34,0.15,0.05,0.24,0.59,0.07,0.12,0.05,-0.06,0.07,0.33,1,1,1,1,-0.0029402173913043,-0.0037554347826086,-0.0030652173913043,-0.0049347826086956,-10,-13,-3,-0.0535714285714283,0.262626262626263,-2,0,0.0199999999999999,-0.06,0.06,-0.02,0.03,-0.06,0,0,0,0,0,0,0,0,0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15,15,537,733,15.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1694777178417989,-0.0659161123301646,0.375,0.3609022556390977,11.0,10.0,927.0,1007.0,10.5,967.0,0,0,0,0,0,0,0,0,0,0.29739512573250204,0.1590318030260974,0.20238095238095233,0.03626086492827818,4,5,-390,-274,4.5,-332.0,0,0,0,0
401520326,2023,7,regular,2023-10-14T19:30:00.000Z,False,True,False,True,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,20,"[7, 0, 7, 6]",0.851883910963952,1901,1902,245,Texas A&M,fbs,SEC,13,"[7, 3, 3, 0]",0.148116089036048,1739.0,1738.0,8.8686047483,,,7,7,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14,267.26,858.67,0.2129923033411624,0.4544405997693195,1.1930550120246983,0.7377049180327869,0.1462925851703407,0.1363082976888556,0.3773364485981308,1.430199649781857,0.7333333333333333,0.2372881355932203,19.0,245.18,914.52,0.0248171111546103,0.0226427335640138,-0.0705984035454139,-0.0860233330932035,-0.0166609359322683,-5,-55.85000000000002,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,20,3,5,9,0.1006499999999999,0.13,0.07605,0.1071,32,26,-6,3.3448275862068964,3.28,8,8,0.21,0.24,0.19,0.06,0.23,0.61,0.14,0.18,0.09,-0.11,0.23,0.4,4,1,2,1,-0.0220249999999999,-0.029625,-0.01455,-0.0266,-16,-17,-1,-0.2733990147783247,0.1644444444444448,-7,-4,0.03,0.04,0.0199999999999999,-0.09,-0.03,-0.0999999999999999,0,0,0,0,0,0,0,0,0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15,15,537,733,15.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301099463139988,0.103828501932352,0.4855072463768116,0.3233082706766917,16.0,17.0,532.0,514.0,16.5,523.0,0,0,0,0,0,0,0,0,0,0.165773380434313,-0.010712811236419206,0.09187370600414074,0.0738548498906842,-1,-2,5,219,-1.5,112.0,0,0,0,0
401520333,2023,8,regular,2023-10-21T19:30:00.000Z,False,True,False,True,100077.0,3657,Bryant-Denny Stadium,333,Alabama,fbs,SEC,34,"[0, 7, 17, 10]",0.9222522399569928,1966,1989,2633,Tennessee,fbs,SEC,20,"[13, 7, 0, 0]",0.0777477600430072,1902.0,1879.0,5.8723324465,,,14,-14,0.2442450064852975,0.4585308056872038,1.3053765692140382,0.7571428571428571,0.2081545064377682,0.0271408968317383,0.3609534619750283,1.1971261826469255,0.7166666666666667,0.186695278969957,2,310.75,1018.28,0.2378094144957728,0.4770833333333333,1.1224566084792846,0.8395061728395061,0.1077199281867145,0.0502849645956521,0.3606755126658625,1.2481620356467935,0.6470588235294118,0.2274881516587677,14.0,267.26,858.67,0.0064355919895246,-0.0185525276461295,0.1829199607347535,-0.0231440677639138,0.0002779493091658,-12,159.61,25,4,7,9,0.0718,0.0972,0.05156,0.07664,38,14,-24,3.612903225806452,3.642857142857143,16,8,0.24,0.29,0.21,0.17,0.07,0.7,0.03,0.1,-0.03,-0.12,0.01,0.26,24,4,7,10,0.078625,0.1003749999999999,0.0615,0.0805,16,9,-7,3.071428571428572,3.4444444444444446,1,4,0.24,0.28,0.21,0.08,0.21,0.58,0.05,0.15,-0.01,-0.12,0.13,0.31,1,0,0,-1,-0.0068249999999999,-0.0031749999999999,-0.0099399999999999,-0.00386,22,5,-17,0.5414746543778799,0.1984126984126981,15,4,0.0,0.0099999999999999,0.0,-0.02,-0.0499999999999999,-0.0199999999999999,0,0,0,0,0,0,0,0,0,0.4081102897986538,0.1324195341496777,0.475177304964539,0.3245614035087719,19,18,396,436,18.5,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466872843574301,0.0931156906959328,0.5773809523809523,0.3971631205673759,15.0,15.0,537.0,733.0,15.0,635.0,0,0,0,0,0,0,0,0,0,-0.05876255377564715,0.039303843453744894,-0.1022036474164133,-0.07260171705860402,4,3,-141,-297,3.5,-219.0,0,0,0,0
