team,total_players,qb_count,rb_count,wr_count,avg_overall_usage,avg_pass_usage,avg_rush_usage,avg_third_down_usage
Fordham,12,2,4,3,0.13441666666666666,0.17041666666666663,0.10191666666666666,0.13549999999999998
Youngstown State,8,1,1,5,0.058249999999999996,0.08387499999999999,0.038875,0.061875
Alcorn State,8,2,3,2,0.072625,0.078625,0.07125000000000001,0.07450000000000001
Eastern Kentucky,8,2,1,4,0.129,0.178875,0.091625,0.15387499999999998
Stephen F. Austin,13,2,4,6,0.10223076923076922,0.12715384615384615,0.07361538461538462,0.1126923076923077
Tuskegee,1,0,0,1,0.014,0.024,0.0,0.0
North Greenville,3,0,1,2,0.07566666666666667,0.025333333333333333,0.111,0.041666666666666664
Stonehill,12,2,2,6,0.11058333333333335,0.14625,0.08141666666666668,0.12074999999999997
Idaho,8,1,2,2,0.14325,0.177,0.1145,0.12287500000000001
Morehead State,13,3,3,6,0.12892307692307692,0.2013076923076923,0.06769230769230769,0.16030769230769232
Catawba,1,1,0,0,0.667,1.0,0.13,1.0
Middle Tennessee,21,2,6,8,0.08252380952380953,0.09752380952380953,0.05961904761904762,0.08371428571428573
Butler,15,3,3,6,0.08953333333333334,0.11919999999999999,0.07039999999999999,0.09019999999999999
Valparaiso,11,2,4,2,0.10754545454545456,0.13272727272727275,0.07627272727272728,0.13327272727272726
Delaware State,10,2,2,5,0.1394,0.1633,0.11440000000000002,0.1413
Augustana University (SD),3,0,2,1,0.09100000000000001,0.051333333333333335,0.18766666666666665,0.08900000000000001
New Hampshire,13,2,3,6,0.11507692307692305,0.13107692307692306,0.09438461538461539,0.12507692307692306
Kennesaw State,20,3,4,9,0.09190000000000001,0.1266,0.06654999999999998,0.09885
Charleston Southern,8,1,2,3,0.061625,0.103875,0.031875,0.069375
Robert Morris,12,2,4,4,0.11341666666666667,0.13475,0.08983333333333333,0.12483333333333335
St. Francis (PA),6,2,2,1,0.17883333333333332,0.27266666666666667,0.10183333333333333,0.215
Arizona,19,3,5,7,0.09494736842105263,0.0993157894736842,0.08473684210526315,0.08347368421052631
Savannah St,1,0,0,0,0.027,0.056,0.0,0.091
North Dakota,15,2,2,6,0.08133333333333333,0.11566666666666667,0.056133333333333334,0.09826666666666667
Marist,12,3,2,5,0.12158333333333333,0.1525,0.07266666666666666,0.12766666666666668
San Diego,12,3,4,4,0.11975000000000001,0.13425,0.11391666666666665,0.13625
Weber State,15,2,3,7,0.05060000000000001,0.058399999999999994,0.0452,0.045000000000000005
Princeton,13,2,2,6,0.10930769230769231,0.14484615384615387,0.06992307692307692,0.12361538461538461
Tarleton State,14,2,4,5,0.11092857142857145,0.13399999999999998,0.09292857142857144,0.11057142857142857
Morgan State,7,2,0,5,0.09571428571428572,0.19342857142857142,0.02642857142857143,0.113
Iowa State,22,2,6,9,0.08149999999999999,0.10322727272727272,0.0585,0.09022727272727273
East Texas A&M,7,1,3,2,0.09071428571428572,0.09157142857142857,0.07928571428571428,0.08157142857142859
Wagner,10,2,2,5,0.07930000000000001,0.10400000000000001,0.0626,0.07520000000000002
Southeast Missouri State,8,1,2,4,0.16575,0.18200000000000002,0.135,0.16875
Harvard,10,1,3,4,0.0977,0.1392,0.0621,0.0991
Georgetown,9,1,2,5,0.114,0.15655555555555556,0.06844444444444445,0.12144444444444441
Southern Utah,7,3,2,1,0.12500000000000003,0.21900000000000003,0.05685714285714286,0.173
Arkansas-Pine Bluff,11,1,2,7,0.09727272727272727,0.13654545454545455,0.05527272727272728,0.0790909090909091
Columbia,10,2,2,4,0.09670000000000001,0.1044,0.08940000000000001,0.0885
Upper Iowa University,1,0,0,1,0.013,0.031,0.0,0.0
Idaho State,10,2,3,5,0.1119,0.1356,0.0718,0.1244
Cal Poly,9,3,2,3,0.13822222222222222,0.208,0.08499999999999999,0.17800000000000002
Army,22,3,7,9,0.07072727272727271,0.12231818181818185,0.06172727272727272,0.07954545454545454
Richmond,8,2,0,4,0.0935,0.18512499999999998,0.0415,0.13625
Brown,12,3,3,5,0.09250000000000001,0.11858333333333333,0.06291666666666666,0.09308333333333334
Bucknell,10,2,2,4,0.1254,0.187,0.0523,0.14709999999999998
Kentucky State,3,0,0,3,0.07033333333333333,0.11133333333333334,0.014333333333333332,0.051333333333333335
Colgate,10,2,4,3,0.1096,0.1018,0.12010000000000001,0.0946
Black Hills State,1,1,0,0,0.422,0.667,0.115,0.533
Dartmouth,14,1,4,6,0.09492857142857143,0.12757142857142859,0.06607142857142857,0.10428571428571427
Dayton,7,0,2,3,0.047285714285714285,0.05742857142857143,0.034999999999999996,0.04357142857142857
Drake,18,2,5,6,0.09072222222222222,0.10566666666666666,0.07144444444444445,0.10177777777777777
Norfolk State,7,0,2,3,0.072,0.06628571428571428,0.07428571428571429,0.057
Eastern Washington,13,1,2,7,0.07915384615384616,0.13453846153846155,0.03630769230769231,0.08346153846153848
South Dakota State,8,3,2,2,0.13075,0.16874999999999998,0.104625,0.13025
Holy Cross,10,2,2,4,0.12879999999999997,0.1714,0.09369999999999999,0.15009999999999998
Pennsylvania,12,2,2,5,0.11325,0.19999999999999998,0.03383333333333333,0.12483333333333335
Lehigh,4,1,0,2,0.07450000000000001,0.19799999999999998,0.013,0.0735
North Carolina Central,10,2,2,4,0.0829,0.1329,0.041400000000000006,0.1216
Lindenwood,8,1,3,3,0.134625,0.1595,0.11300000000000002,0.155375
Howard,9,2,3,3,0.1602222222222222,0.22177777777777777,0.10888888888888888,0.1847777777777778
Miles College,2,1,1,0,0.0475,0.028,0.074,0.0355
Indiana State,10,1,2,4,0.0783,0.0965,0.06420000000000001,0.0985
UTEP,18,4,5,8,0.1257222222222222,0.15811111111111112,0.09233333333333334,0.13394444444444445
Texas Southern,10,1,2,6,0.10270000000000001,0.15969999999999998,0.06140000000000001,0.1172
Lafayette,8,1,2,2,0.126125,0.17575,0.08574999999999999,0.12287500000000001
Mercer,7,2,2,2,0.11642857142857144,0.19557142857142856,0.053285714285714283,0.16471428571428573
Presbyterian,12,3,3,5,0.06858333333333333,0.08416666666666667,0.05241666666666667,0.09491666666666666
Mercyhurst,2,0,0,1,0.077,0.1255,0.0,0.07
Davidson,14,3,3,6,0.09649999999999999,0.1707857142857143,0.07435714285714286,0.09107142857142857
Cornell,9,2,3,3,0.0971111111111111,0.12377777777777779,0.06411111111111112,0.10322222222222222
Alabama State,2,0,1,1,0.08650000000000001,0.041999999999999996,0.1085,0.07350000000000001
Navy,18,4,4,6,0.0831111111111111,0.12616666666666665,0.06955555555555555,0.1051111111111111
St. Thomas (MN),8,1,4,1,0.11112500000000002,0.108875,0.12012500000000001,0.09462500000000001
Sioux Falls,1,0,1,0,0.057,0.0,0.091,0.0
Air Force,21,3,7,7,0.09338095238095237,0.11466666666666664,0.0876190476190476,0.09442857142857143
Winston-Salem,1,0,0,1,0.019,0.04,0.0,0.071
Virginia Union,1,0,0,1,0.022,0.059,0.0,0.0
