total_bets,total_profit,win_rate,roi,avg_profit_per_bet,tennessee_bets_count,tennessee_bets_profit,opponent_bets_count,opponent_bets_profit
28,1020.0,1.0,36.42857142857142,36.42857142857143,19,392.0,9,628.0
